adep_accuracy,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,ades_accuracy,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,n_ground_truth,penalty_nm,radius_nm,slope_ft_nm
0.9880906076938749,0.5676332057697969,0.08297237057908238,0.9902569311213933,0.609534073190865,0.8177570093457944,0.08869741510390268,0.5608730392363009,0.008999537406955718,0.9821608639055425,0.5734366457798898,0.08372934101518147,0.9830277593697077,0.6233247659261979,0.49266862170087977,0.02109492717227524,0.5632070314142731,0.0035850960931914713,95116,10.0,40.0,150.0
0.9875245252285937,0.5680011775095672,0.08297237057908238,0.9897178518393203,0.6099124094285976,0.8177570093457944,0.08869741510390268,0.5609150931494176,0.008999537406955718,0.9811985469945056,0.5759598805668867,0.08372934101518147,0.9820757656287228,0.6260671011565999,0.49266862170087977,0.02109492717227524,0.5651309979393583,0.0035850960931914713,95116,10.0,40.0,200.0
0.9864862366664818,0.5687055805542706,0.08297237057908238,0.9889206039209795,0.6105200403558654,0.8177570093457944,0.08869741510390268,0.5610202279322091,0.008999537406955718,0.9801285484734868,0.5888599184154085,0.08372934101518147,0.9810174231017423,0.6401230034881586,0.49266862170087977,0.02109492717227524,0.5771584170907103,0.0035850960931914713,95116,10.0,40.0,250.0
0.9848954298993029,0.5700618192522814,0.08297237057908238,0.987705916527671,0.6117467669448775,0.8187134502923976,0.08869741510390268,0.5614512805416544,0.008989023928676563,0.9790389759913312,0.6209470541233861,0.08372934101518147,0.9799109419082905,0.6751193317422435,0.49411764705882355,0.02109492717227524,0.6079313680137937,0.0035745826149123174,95116,10.0,40.0,300.0
0.9836122861872356,0.5716178140375962,0.08297237057908238,0.9870399461400359,0.6130422819407503,0.8187134502923976,0.08869741510390268,0.5622503048908701,0.008989023928676563,0.9779835083702487,0.6336788763194415,0.08372934101518147,0.978866554532283,0.6889916467780429,0.49411764705882355,0.02109492717227524,0.6197274906430044,0.0035745826149123174,95116,10.0,40.0,333.0
0.9828985031632299,0.5766537701333109,0.08297237057908238,0.9865401015981312,0.6183848482069155,0.8194607268464243,0.08857070451089712,0.5667921275074645,0.008967996972118256,0.9756423896572847,0.6521931115690315,0.08372934101518147,0.9765391149583367,0.7091633008995778,0.49411764705882355,0.02109492717227524,0.63630724588923,0.0035745826149123174,95116,10.0,40.0,400.0
0.9812354495965272,0.6006245006097818,0.08297237057908238,0.9850887026459546,0.6443066128588462,0.8275862068965517,0.08819057273188038,0.5893540518945288,0.00884183523276841,0.9693168387045938,0.6671327642037091,0.08372934101518147,0.9706156937829328,0.7251353956306223,0.49411764705882355,0.02109492717227524,0.6466630219941966,0.0035745826149123174,95116,10.0,40.0,500.0
0.975870302877969,0.6692459733378191,0.08297237057908238,0.9798421178534407,0.7188961753645785,0.8540880503144654,0.08603649265078561,0.6530972707010387,0.00835821523192733,0.9579398876751218,0.6813995542285209,0.08372934101518147,0.959939847759019,0.7401207086469617,0.49262536873156343,0.020969362129583124,0.6527398124395475,0.0035640691366331636,95116,10.0,40.0,650.0
0.9705819196907881,0.734419025190294,0.08297237057908238,0.9756207347175838,0.7895762634137393,0.8650568181818182,0.07716675114039534,0.7128138273266328,0.007401488708524328,0.9462328092068354,0.6933744059884772,0.08372934101518147,0.9495553487804506,0.7522145217550945,0.5016181229773463,0.01946258161727775,0.6560936120105976,0.0032486647882585475,95116,10.0,40.0,800.0
0.9585575744658177,0.7892257874595231,0.08297237057908238,0.9684584027410988,0.8465445290287077,0.8851485148514852,0.056639635073492144,0.7565183565330754,0.005309306530972707,0.9272360975320713,0.7097228647125615,0.08372934101518147,0.9347790299166405,0.7666949697080963,0.5155038759689923,0.01670015067805123,0.6580806594053576,0.0027124773960217,95116,10.0,40.0,1000.0
