adep_accuracy,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,ades_accuracy,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,n_ground_truth,penalty_nm,radius_nm,slope_ft_nm
0.9364806653220786,0.8444636023381976,0.08297237057908238,0.9531021317212854,0.9008415115105934,0.9705882352941176,0.041814495691839836,0.7908238361579545,0.0035745826149123174,0.8931856899488927,0.740569409983599,0.08372934101518147,0.9096756435700938,0.7920529649348265,0.6256410256410256,0.01531893520843797,0.6614659994112452,0.0020501282644350056,95116,10.0,40.0,1500.0
0.9870302873318655,0.5682429875099878,0.08297237057908238,0.9893822938003871,0.6100729157112721,0.8177570093457944,0.08869741510390268,0.5608730392363009,0.008999537406955718,0.9799714661984197,0.5747928844779007,0.08372934101518147,0.9810617193240264,0.6246557738204517,0.49266862170087977,0.02109492717227524,0.5632806257622271,0.0035850960931914713,95116,10.0,60.0,150.0
0.986155523927469,0.5687896883805038,0.08297237057908238,0.9885286221204213,0.6106461524351096,0.8177570093457944,0.08869741510390268,0.5609150931494176,0.008999537406955718,0.97868506316211,0.5775894697001556,0.08372934101518147,0.9797824696097249,0.6276964384064623,0.49266862170087977,0.02109492717227524,0.5652781866352664,0.0035850960931914713,95116,10.0,60.0,200.0
0.9848479255868892,0.5696623070776736,0.08297237057908238,0.9874744520072753,0.6114257543795286,0.8177570093457944,0.08869741510390268,0.5610307414104883,0.008999537406955718,0.9772597864768683,0.5908574792884478,0.08372934101518147,0.9783614759224515,0.642153937947494,0.49266862170087977,0.02109492717227524,0.5774212540476892,0.0035850960931914713,95116,10.0,60.0,250.0
0.9825955771424366,0.5714495983851298,0.08297237057908238,0.9855831260868753,0.6131225350820875,0.8187134502923976,0.08869741510390268,0.5615038479330502,0.008989023928676563,0.976047197640118,0.6237120989108037,0.08372934101518147,0.9771188735445437,0.6779878832384799,0.49411764705882355,0.02109492717227524,0.608772446276126,0.0035745826149123174,95116,10.0,60.0,300.0
0.9809092409543546,0.5732894570839817,0.08297237057908238,0.9845752121607759,0.6146817389709255,0.8187134502923976,0.08869741510390268,0.5623449261953825,0.008989023928676563,0.9743970437823749,0.6373060263257496,0.08372934101518147,0.9754877604425453,0.69278960895906,0.49411764705882355,0.02109492717227524,0.6209891080365028,0.0035745826149123174,95116,10.0,60.0,333.0
0.97932511662522,0.5791980318768661,0.08297237057908238,0.9833077903133483,0.6208956250573237,0.8194607268464243,0.08857070451089712,0.5672231801169099,0.008967996972118256,0.9706028023198223,0.6580491189705202,0.08372934101518147,0.9717690839388544,0.7153364237194786,0.49411764705882355,0.02109492717227524,0.6387043189368771,0.0035745826149123174,95116,10.0,60.0,400.0
0.9750528761138657,0.6064384540981538,0.08297237057908238,0.9791986179420734,0.6503599926625699,0.8275862068965517,0.08819057273188038,0.5913095588544514,0.00884183523276841,0.961579143852663,0.6758904916102443,0.08372934101518147,0.9633871925493015,0.7342803378006242,0.49262536873156343,0.020969362129583124,0.6499222002607342,0.0035640691366331636,95116,10.0,60.0,500.0
0.9612847543308057,0.6821565246646201,0.08297237057908238,0.9664255065927526,0.7321150142162708,0.8501291989664083,0.08337557019766853,0.6557466672273855,0.0081374321880651,0.9396147996446158,0.6981685520837714,0.08372934101518147,0.9461788667315175,0.7549109601615568,0.4866666666666667,0.01833249623304872,0.6560095041843643,0.0031540434837461625,95116,10.0,60.0,650.0
0.9481482513973488,0.7542684721813365,0.08297237057908238,0.9570453803923794,0.8081835274695038,0.8545176110260337,0.070704510897111,0.715158332982884,0.0068653013162874805,0.9111114341366979,0.7232642247361117,0.08372934101518147,0.9271450580706329,0.774554800807784,0.42857142857142855,0.01167754897036665,0.6589743050590857,0.002281424786576391,95116,10.0,60.0,800.0
0.9324752193747657,0.8135224357626477,0.08297237057908238,0.949011157527365,0.8672383747592406,0.8655660377358491,0.04650278763304612,0.7585895117540687,0.004457714790361243,0.8864963194855741,0.7455527986879179,0.08372934101518147,0.9096189220897728,0.7921906554066459,0.4050632911392405,0.00803616273229533,0.6609298120190084,0.0016611295681063123,95116,10.0,60.0,1000.0
0.9126399225509771,0.8687812775978805,0.08297237057908238,0.9351339246836939,0.921546821975603,0.9651162790697675,0.03155093765838824,0.7928844779006686,0.0027124773960217,0.8555799279659869,0.7764624248286303,0.08372934101518147,0.8860430846958108,0.817594547457316,0.5578947368421052,0.006654947262682069,0.6643256655031751,0.000998780436519618,95116,10.0,60.0,1500.0
0.9865929432650344,0.568526851423525,0.08297237057908238,0.9889740410984635,0.6103595340731909,0.8177570093457944,0.08869741510390268,0.5609045796711384,0.008999537406955718,0.9785586441173247,0.5756549896967913,0.08372934101518147,0.9797131222715434,0.6255507618872774,0.49266862170087977,0.02109492717227524,0.5633121661970646,0.0035850960931914713,95116,10.0,110.0,150.0
0.9854823516373913,0.5692102275116699,0.08297237057908238,0.9878801523423576,0.6110818123452261,0.8177570093457944,0.08869741510390268,0.560946633584255,0.008999537406955718,0.9770146270555101,0.5786092770932335,0.08372934101518147,0.9781743859264936,0.6287635395630622,0.49266862170087977,0.02109492717227524,0.5653097270701039,0.0035850960931914713,95116,10.0,110.0,200.0
0.9840678591185691,0.5701459270785146,0.08297237057908238,0.9867166276346604,0.6119302026965056,0.8177570093457944,0.08869741510390268,0.5610622818453257,0.008999537406955718,0.9753356062220329,0.5920770427688297,0.08372934101518147,0.9765140166916327,0.643427574811823,0.49266862170087977,0.02109492717227524,0.5774738214390849,0.0035850960931914713,95116,10.0,110.0,250.0
0.9813844938162707,0.5721119475167165,0.08297237057908238,0.9845536047814718,0.6138218838851692,0.8167848699763594,0.08755701976685251,0.5614617940199336,0.008894402624164178,0.973465752503865,0.6256360654358888,0.08372934101518147,0.9749367088607594,0.6798467046080411,0.4880952380952381,0.02059266700150678,0.6090352832331049,0.003532528701795702,95116,10.0,110.0,300.0
0.9785091894266676,0.5743302914336179,0.08297237057908238,0.9830199218022715,0.6157708887462167,0.8088779284833539,0.08312214901165738,0.5619874679338912,0.008526430884393792,0.9699550392176167,0.6407123932881955,0.08372934101518147,0.9722419224489123,0.6956925830732513,0.48656716417910445,0.020467101958814665,0.6214622145590647,0.003522015223516548,95116,10.0,110.0,333.0
0.9733677596417738,0.5822784810126582,0.08297237057908238,0.979577205882353,0.6236815555351738,0.8010335917312662,0.07856056766345666,0.5667711005509063,0.0081374321880651,0.9552923434603663,0.6692670002943774,0.08372934101518147,0.962547410851729,0.7230241417293923,0.48036253776435045,0.01996484178804621,0.6393456411119055,0.003479961310399933,95116,10.0,110.0,400.0
0.9654562319637213,0.6120526514992221,0.08297237057908238,0.9731333356670284,0.655026139594607,0.8069241011984021,0.07678661936137861,0.5909100466798436,0.007895622187644561,0.9342401231865461,0.6964233146894319,0.08372934101518147,0.94660328170526,0.7482329722783183,0.47865853658536583,0.01971371170266198,0.6506266033054375,0.0034484208755624713,95116,10.0,110.0,500.0
0.9502225881205025,0.689600067286261,0.08297237057908238,0.9593383552069581,0.7381569292855178,0.8284023668639053,0.07095793208312215,0.6552735607048236,0.007107111316708019,0.907856478250756,0.7231590899533201,0.08372934101518147,0.9268390608038781,0.771628878281623,0.4349442379182156,0.014691109994977398,0.6565246646200429,0.0028281256570923926,95116,10.0,110.0,650.0
0.9382487716005079,0.7617225282812565,0.08297237057908238,0.9506899464939453,0.8142254425387508,0.8288288288288288,0.05828687278256462,0.7146852264603222,0.005834980444930401,0.8812711614380646,0.7483388704318937,0.08372934101518147,0.9085952905695395,0.7913530383697448,0.34408602150537637,0.00803616273229533,0.6594894654947643,0.0019555069599226206,95116,10.0,110.0,800.0
0.9234325376498309,0.8209764918625678,0.08297237057908238,0.9431410904412441,0.8732802898284876,0.8251533742331288,0.034085149518499745,0.7581164052315068,0.0034273939190041635,0.8583200316511821,0.7706274443836999,0.08372934101518147,0.8918374583362882,0.8089888929686065,0.2755905511811024,0.004394776494224008,0.6614449724546869,0.0013352117414525422,95116,10.0,110.0,1000.0
0.904336244960645,0.8762353336978006,0.08297237057908238,0.9296979285113957,0.92758873704485,0.94375,0.019133299543841867,0.7924113713781067,0.00168215652466462,0.8294573643410853,0.8015370705244123,0.08372934101518147,0.8692776303304501,0.8343927850192767,0.375,0.0030135610246107484,0.6648408259388536,0.000672862609865848,95116,10.0,110.0,1500.0
