AIRPORT;PHASE;YEAR;RULE_NAME;RULE_DESCRIPTION;NB_FLIGHT
EDDM;DEP;2016;Cargo;All-Cargo;172
LIPZ;DEP;2016;Business;Business Aviation;312
EBLG;DEP;2016;Business;Business Aviation;104
EDDG;DEP;2016;Lowcost;Lowcost;176
LDZA;DEP;2016;Lowcost;Lowcost;95
LDZA;DEP;2016;Cargo;All-Cargo;30
LLBG;DEP;2016;Lowcost;Lowcost;813
EPGD;DEP;2016;Lowcost;Lowcost;870
ESSB;DEP;2016;Scheduled;Traditional Scheduled;2147
EGLC;DEP;2016;Scheduled;Traditional Scheduled;2982
LSGG;DEP;2016;Scheduled;Traditional Scheduled;3784
EICK;DEP;2016;Lowcost;Lowcost;234
EDDS;DEP;2016;Lowcost;Lowcost;2873
LICJ;DEP;2016;Lowcost;Lowcost;1063
BIKF;DEP;2016;Lowcost;Lowcost;519
EGPH;DEP;2016;Scheduled;Traditional Scheduled;1874
LEPA;DEP;2016;Scheduled;Traditional Scheduled;2300
ENZV;DEP;2016;Scheduled;Traditional Scheduled;1569
EDDH;DEP;2016;Scheduled;Traditional Scheduled;2723
LOWW;DEP;2016;Scheduled;Traditional Scheduled;7542
EDDL;DEP;2016;Lowcost;Lowcost;6520
LGIR;DEP;2016;Scheduled;Traditional Scheduled;1151
LFPO;DEP;2016;Lowcost;Lowcost;3727
EGGW;DEP;2016;Lowcost;Lowcost;4538
LTFJ;DEP;2016;Scheduled;Traditional Scheduled;3504
LEBB;DEP;2016;Lowcost;Lowcost;601
EVRA;DEP;2016;Lowcost;Lowcost;2139
EGLC;DEP;2016;Lowcost;Lowcost;383
LIBD;DEP;2016;Scheduled;Traditional Scheduled;458
LIMC;DEP;2016;Non-Scheduled;Charter;83
EGAA;DEP;2016;Lowcost;Lowcost;1575
LTAI;DEP;2016;Scheduled;Traditional Scheduled;1379
GCFV;DEP;2016;Lowcost;Lowcost;915
EGPF;DEP;2016;Scheduled;Traditional Scheduled;1669
LFBD;DEP;2016;Scheduled;Traditional Scheduled;1067
EGPD;DEP;2016;Scheduled;Traditional Scheduled;1991
EYVI;DEP;2016;Scheduled;Traditional Scheduled;765
EFHK;DEP;2016;Lowcost;Lowcost;866
LIME;DEP;2016;Scheduled;Traditional Scheduled;152
EETN;DEP;2016;Business;Business Aviation;63
EDDE;DEP;2016;Non-Scheduled;Charter;30
LTBJ;DEP;2016;Lowcost;Lowcost;2318
EDDS;DEP;2016;Business;Business Aviation;517
LEMD;DEP;2016;Cargo;All-Cargo;233
EDDM;DEP;2016;Business;Business Aviation;646
LPFR;DEP;2016;Non-Scheduled;Charter;73
LIRF;DEP;2016;Business;Business Aviation;204
EPKT;DEP;2016;Cargo;All-Cargo;203
LEPA;DEP;2016;Business;Business Aviation;532
LEAL;DEP;2016;Business;Business Aviation;80
LLBG;DEP;2016;Business;Business Aviation;217
LIML;DEP;2016;Business;Business Aviation;746
UGTB;DEP;2016;Non-Scheduled;Charter;45
LTAC;DEP;2016;Lowcost;Lowcost;664
ESGG;DEP;2016;Non-Scheduled;Charter;66
EGCC;DEP;2016;Cargo;All-Cargo;90
EPGD;DEP;2016;Business;Business Aviation;64
UGTB;DEP;2016;Lowcost;Lowcost;150
EDDP;DEP;2016;Scheduled;Traditional Scheduled;410
EGSS;DEP;2016;Scheduled;Traditional Scheduled;249
UGSB;DEP;2016;Scheduled;Traditional Scheduled;88
EDDR;DEP;2016;Other;Other Types;39
EGKK;DEP;2016;Lowcost;Lowcost;6633
LMML;DEP;2016;Business;Business Aviation;154
LEAL;DEP;2016;Lowcost;Lowcost;2131
EHAM;DEP;2016;Lowcost;Lowcost;4001
ESSA;DEP;2016;Scheduled;Traditional Scheduled;7083
LGAV;DEP;2016;Lowcost;Lowcost;1052
EDDH;DEP;2016;Business;Business Aviation;322
EDDF;DEP;2016;Scheduled;Traditional Scheduled;14610
LATI;DEP;2016;Scheduled;Traditional Scheduled;702
LEBB;DEP;2016;Scheduled;Traditional Scheduled;972
EDDL;DEP;2016;Lowcost;Lowcost;5368
EGBB;DEP;2016;Lowcost;Lowcost;2673
LEZL;DEP;2016;Lowcost;Lowcost;972
EDDS;DEP;2016;Business;Business Aviation;526
GCTS;DEP;2016;Lowcost;Lowcost;2066
LEIB;DEP;2016;Military;Military;1
LFMN;DEP;2016;Lowcost;Lowcost;1261
LFPB;DEP;2016;Business;Business Aviation;1868
LFML;DEP;2016;Scheduled;Traditional Scheduled;2007
LIML;DEP;2016;Business;Business Aviation;705
LIPE;DEP;2016;Lowcost;Lowcost;1111
BIKF;DEP;2016;Lowcost;Lowcost;517
EDDK;DEP;2016;Lowcost;Lowcost;2732
LICJ;DEP;2016;Non-Scheduled;Charter;20
EBLG;DEP;2016;Cargo;All-Cargo;998
ESSA;DEP;2016;Lowcost;Lowcost;2199
LEBL;DEP;2016;Scheduled;Traditional Scheduled;3152
ENGM;DEP;2016;Business;Business Aviation;315
EFHK;DEP;2016;Lowcost;Lowcost;821
GCFV;DEP;2016;Scheduled;Traditional Scheduled;822
UGTB;DEP;2016;Lowcost;Lowcost;134
LFMN;DEP;2016;Non-Scheduled;Charter;41
LJLJ;DEP;2016;Military;Military;19
EDDF;DEP;2016;Military;Military;3
EGSS;DEP;2016;Scheduled;Traditional Scheduled;214
EDDB;DEP;2016;Scheduled;Traditional Scheduled;287
LIBD;DEP;2016;Non-Scheduled;Charter;11
EETN;DEP;2016;Other;Other Types;19
LTAC;DEP;2016;Business;Business Aviation;282
LGTS;DEP;2016;Scheduled;Traditional Scheduled;961
EFHK;DEP;2016;Cargo;All-Cargo;238
EGNT;DEP;2016;Business;Business Aviation;92
EPKK;DEP;2016;Business;Business Aviation;54
LIMF;DEP;2016;Other;Other Types;59
ESGG;DEP;2016;Cargo;All-Cargo;165
EBCI;DEP;2016;Non-Scheduled;Charter;13
EDDS;DEP;2016;Scheduled;Traditional Scheduled;1300
LEMD;DEP;2016;Scheduled;Traditional Scheduled;10088
EKCH;DEP;2016;Scheduled;Traditional Scheduled;6348
LFBO;DEP;2016;Scheduled;Traditional Scheduled;1677
EPKK;DEP;2016;Lowcost;Lowcost;974
EDDH;DEP;2016;Scheduled;Traditional Scheduled;2267
LEBB;DEP;2016;Scheduled;Traditional Scheduled;891
LIPZ;DEP;2016;Scheduled;Traditional Scheduled;1545
GCLP;DEP;2016;Non-Scheduled;Charter;494
EETN;DEP;2016;Scheduled;Traditional Scheduled;954
GCTS;DEP;2016;Scheduled;Traditional Scheduled;595
GCFV;DEP;2016;Scheduled;Traditional Scheduled;830
EDDW;DEP;2016;Business;Business Aviation;199
EFHK;DEP;2016;Scheduled;Traditional Scheduled;5286
LFPO;DEP;2016;Lowcost;Lowcost;2890
LGIR;DEP;2016;Scheduled;Traditional Scheduled;425
LTAI;DEP;2016;Scheduled;Traditional Scheduled;744
LROP;DEP;2016;Lowcost;Lowcost;1293
LICC;DEP;2016;Lowcost;Lowcost;1416
LSGG;DEP;2016;Business;Business Aviation;1311
UGSB;DEP;2016;Scheduled;Traditional Scheduled;46
BIKF;DEP;2016;Lowcost;Lowcost;567
EDDM;DEP;2016;Lowcost;Lowcost;2089
EGNT;DEP;2016;Lowcost;Lowcost;720
ENZV;DEP;2016;Non-Scheduled;Charter;623
EKCH;DEP;2016;Lowcost;Lowcost;2729
LIPE;DEP;2016;Cargo;All-Cargo;133
EPWA;DEP;2016;Non-Scheduled;Charter;175
EDDK;DEP;2016;Cargo;All-Cargo;1377
LEBL;DEP;2016;Non-Scheduled;Charter;140
GCFV;DEP;2016;Military;Military;7
LROP;DEP;2016;Business;Business Aviation;49
LHBP;DEP;2016;Cargo;All-Cargo;214
LBSF;DEP;2016;Lowcost;Lowcost;933
EGGD;DEP;2016;Lowcost;Lowcost;1516
LICJ;DEP;2016;Lowcost;Lowcost;875
EBBR;DEP;2016;Lowcost;Lowcost;1322
LLBG;DEP;2016;Lowcost;Lowcost;663
LEBB;DEP;2016;Lowcost;Lowcost;511
EGBB;DEP;2016;Scheduled;Traditional Scheduled;1179
EHAM;DEP;2016;Cargo;All-Cargo;581
LEMD;DEP;2016;Business;Business Aviation;377
EDDS;DEP;2016;Business;Business Aviation;438
EDDP;DEP;2016;Cargo;All-Cargo;1769
ENVA;DEP;2016;Other;Other Types;8
LROP;DEP;2016;Non-Scheduled;Charter;54
EPKT;DEP;2016;Non-Scheduled;Charter;67
EDDK;DEP;2016;Scheduled;Traditional Scheduled;605
LIME;DEP;2016;Business;Business Aviation;35
GCFV;DEP;2016;Business;Business Aviation;23
LGAV;DEP;2016;Cargo;All-Cargo;317
LTBA;DEP;2016;Cargo;All-Cargo;659
EETN;DEP;2016;Cargo;All-Cargo;91
LEMD;DEP;2016;Non-Scheduled;Charter;242
GMMX;DEP;2016;Lowcost;Lowcost;733
LMML;DEP;2016;Scheduled;Traditional Scheduled;627
EDDN;DEP;2016;Business;Business Aviation;296
LIBD;DEP;2016;Military;Military;5
LEZL;DEP;2016;Business;Business Aviation;50
LYPG;DEP;2016;Scheduled;Traditional Scheduled;309
EGCC;DEP;2017;Scheduled;Traditional Scheduled;2262
LEZL;DEP;2017;Lowcost;Lowcost;952
EHEH;DEP;2017;Lowcost;Lowcost;1174
LEMD;DEP;2017;Scheduled;Traditional Scheduled;9953
EGCC;DEP;2017;Lowcost;Lowcost;4335
EDDH;DEP;2017;Scheduled;Traditional Scheduled;2162
LIME;DEP;2017;Lowcost;Lowcost;2593
LPPR;DEP;2017;Scheduled;Traditional Scheduled;1456
EKCH;DEP;2017;Lowcost;Lowcost;2713
LROP;DEP;2017;Scheduled;Traditional Scheduled;2805
LSZH;DEP;2017;Lowcost;Lowcost;1153
LFPG;DEP;2017;Cargo;All-Cargo;1239
LFPG;DEP;2017;Lowcost;Lowcost;2313
LOWW;DEP;2017;Business;Business Aviation;528
LTAI;DEP;2017;Lowcost;Lowcost;1450
LDZA;DEP;2017;Scheduled;Traditional Scheduled;1201
LIMC;DEP;2017;Scheduled;Traditional Scheduled;2912
EDDS;DEP;2017;Military;Military;51
LPPT;DEP;2017;Lowcost;Lowcost;1538
GCXO;DEP;2017;Lowcost;Lowcost;383
EGNX;DEP;2017;Lowcost;Lowcost;926
LEBB;DEP;2017;Scheduled;Traditional Scheduled;876
LBSF;DEP;2017;Non-Scheduled;Charter;66
LICJ;DEP;2017;Scheduled;Traditional Scheduled;507
LKPR;DEP;2017;Scheduled;Traditional Scheduled;2710
LIBD;DEP;2017;Business;Business Aviation;41
LEAL;DEP;2017;Lowcost;Lowcost;1936
LFPB;DEP;2017;Business;Business Aviation;1777
LTBA;DEP;2017;Business;Business Aviation;256
ENGM;DEP;2017;Cargo;All-Cargo;302
EDDS;DEP;2017;Non-Scheduled;Charter;49
EPWA;DEP;2017;Cargo;All-Cargo;123
BIKF;DEP;2017;Business;Business Aviation;64
EPKK;DEP;2017;Business;Business Aviation;25
EDDR;DEP;2017;Business;Business Aviation;57
EYVI;DEP;2017;Scheduled;Traditional Scheduled;644
LWSK;DEP;2017;Lowcost;Lowcost;284
EDDW;DEP;2017;Lowcost;Lowcost;252
LIPZ;DEP;2017;Business;Business Aviation;108
LEMD;DEP;2017;Business;Business Aviation;373
ENTC;DEP;2017;Lowcost;Lowcost;151
EDDW;DEP;2017;Scheduled;Traditional Scheduled;506
LEZL;DEP;2017;Scheduled;Traditional Scheduled;217
LGAV;DEP;2017;Lowcost;Lowcost;1049
LGRP;DEP;2017;Scheduled;Traditional Scheduled;194
LIRF;DEP;2017;Cargo;All-Cargo;68
EGGW;DEP;2017;Non-Scheduled;Charter;46
LEZL;DEP;2017;Non-Scheduled;Charter;17
UDYZ;DEP;2017;Lowcost;Lowcost;59
LGIR;DEP;2017;Scheduled;Traditional Scheduled;405
EGBB;DEP;2017;Cargo;All-Cargo;94
EETN;DEP;2017;Other;Other Types;11
EDDK;DEP;2017;Scheduled;Traditional Scheduled;588
LPPT;DEP;2017;Business;Business Aviation;133
EDDK;DEP;2017;Non-Scheduled;Charter;70
LEMG;DEP;2017;Non-Scheduled;Charter;27
EDDM;DEP;2017;Cargo;All-Cargo;161
GCRR;DEP;2017;Business;Business Aviation;47
EHEH;DEP;2017;Business;Business Aviation;79
LIBD;DEP;2017;Cargo;All-Cargo;53
LTFJ;DEP;2017;Business;Business Aviation;176
EPGD;DEP;2017;Business;Business Aviation;31
LEZL;DEP;2017;Other;Other Types;67
EYVI;DEP;2017;Non-Scheduled;Charter;60
EGBB;DEP;2017;Business;Business Aviation;128
LTAI;DEP;2017;Lowcost;Lowcost;1295
BIKF;DEP;2017;Lowcost;Lowcost;548
LEBL;DEP;2017;Lowcost;Lowcost;6585
LIPZ;DEP;2017;Scheduled;Traditional Scheduled;1415
EGAA;DEP;2017;Lowcost;Lowcost;1418
LFPO;DEP;2017;Scheduled;Traditional Scheduled;5631
LTBJ;DEP;2017;Scheduled;Traditional Scheduled;902
EKCH;DEP;2017;Lowcost;Lowcost;2594
EDDW;DEP;2017;Scheduled;Traditional Scheduled;524
EKCH;DEP;2017;Scheduled;Traditional Scheduled;6207
EDDP;DEP;2017;Cargo;All-Cargo;1483
EIDW;DEP;2017;Scheduled;Traditional Scheduled;3757
EBCI;DEP;2017;Other;Other Types;43
EDDH;DEP;2017;Lowcost;Lowcost;2836
EGKK;DEP;2017;Scheduled;Traditional Scheduled;2635
ENBR;DEP;2017;Scheduled;Traditional Scheduled;1824
LIRF;DEP;2017;Cargo;All-Cargo;65
LEBL;DEP;2017;Scheduled;Traditional Scheduled;2873
LIML;DEP;2017;Business;Business Aviation;632
GCFV;DEP;2017;Lowcost;Lowcost;817
LEBL;DEP;2017;Business;Business Aviation;334
LFPG;DEP;2017;Cargo;All-Cargo;1164
EKCH;DEP;2017;Non-Scheduled;Charter;128
LTAI;DEP;2017;Non-Scheduled;Charter;158
EGSS;DEP;2017;Scheduled;Traditional Scheduled;201
LLBG;DEP;2017;Cargo;All-Cargo;162
EGNT;DEP;2017;Scheduled;Traditional Scheduled;640
LIRN;DEP;2017;Business;Business Aviation;55
EDDH;DEP;2017;Business;Business Aviation;261
EVRA;DEP;2017;Scheduled;Traditional Scheduled;444
LGAV;DEP;2017;Business;Business Aviation;154
EDDC;DEP;2017;Lowcost;Lowcost;366
LOWW;DEP;2017;Business;Business Aviation;505
EGCC;DEP;2017;Non-Scheduled;Charter;100
LSGG;DEP;2017;Non-Scheduled;Charter;76
LFPG;DEP;2017;Business;Business Aviation;33
ENZV;DEP;2017;Lowcost;Lowcost;408
LEMD;DEP;2017;Cargo;All-Cargo;231
GCXO;DEP;2017;Cargo;All-Cargo;28
LLBG;DEP;2017;Non-Scheduled;Charter;146
EDDK;DEP;2017;Scheduled;Traditional Scheduled;578
LPFR;DEP;2017;Non-Scheduled;Charter;41
LFPG;DEP;2017;Other;Other Types;44
LFBO;DEP;2017;Business;Business Aviation;133
LPPT;DEP;2017;Cargo;All-Cargo;65
LTAC;DEP;2017;Cargo;All-Cargo;13
LICC;DEP;2017;Scheduled;Traditional Scheduled;629
LYBE;DEP;2017;Lowcost;Lowcost;144
UKBB;DEP;2017;Non-Scheduled;Charter;291
EDDP;DEP;2017;Scheduled;Traditional Scheduled;343
UDYZ;DEP;2017;Lowcost;Lowcost;48
LTBA;DEP;2017;Non-Scheduled;Charter;84
LUKK;DEP;2017;Non-Scheduled;Charter;6
LOWW;DEP;2017;Cargo;All-Cargo;168
LEAL;DEP;2017;Scheduled;Traditional Scheduled;575
UGTB;DEP;2017;Cargo;All-Cargo;68
GMMX;DEP;2017;Business;Business Aviation;99
EFHK;DEP;2017;Scheduled;Traditional Scheduled;5848
LPPT;DEP;2017;Scheduled;Traditional Scheduled;5458
EGPD;DEP;2017;Lowcost;Lowcost;496
EGPH;DEP;2017;Lowcost;Lowcost;2840
EDDS;DEP;2017;Scheduled;Traditional Scheduled;1484
EGKK;DEP;2017;Lowcost;Lowcost;7872
LSGG;DEP;2017;Lowcost;Lowcost;2913
EPKT;DEP;2017;Lowcost;Lowcost;529
EGLC;DEP;2017;Lowcost;Lowcost;465
LEBB;DEP;2017;Lowcost;Lowcost;631
LROP;DEP;2017;Lowcost;Lowcost;1215
LPPT;DEP;2017;Lowcost;Lowcost;1778
LFML;DEP;2017;Lowcost;Lowcost;1134
EPWA;DEP;2017;Lowcost;Lowcost;930
LBSF;DEP;2017;Lowcost;Lowcost;937
EDDW;DEP;2017;Lowcost;Lowcost;287
LPFR;DEP;2017;Scheduled;Traditional Scheduled;289
LOWW;DEP;2017;Lowcost;Lowcost;1592
EDDC;DEP;2017;Scheduled;Traditional Scheduled;404
GCRR;DEP;2017;Scheduled;Traditional Scheduled;933
LIRA;DEP;2017;Lowcost;Lowcost;1459
EICK;DEP;2017;Lowcost;Lowcost;195
LCLK;DEP;2017;Scheduled;Traditional Scheduled;1193
LTAC;DEP;2017;Business;Business Aviation;362
LJLJ;DEP;2017;Scheduled;Traditional Scheduled;790
LEIB;DEP;2017;Non-Scheduled;Charter;41
LFPG;DEP;2017;Non-Scheduled;Charter;218
BIKF;DEP;2017;Cargo;All-Cargo;63
EDDM;DEP;2017;Business;Business Aviation;614
LFML;DEP;2017;Cargo;All-Cargo;346
LDZA;DEP;2017;Business;Business Aviation;142
LCLK;DEP;2017;Business;Business Aviation;175
LKPR;DEP;2017;Cargo;All-Cargo;141
LEMD;DEP;2017;Cargo;All-Cargo;250
LSGG;DEP;2017;Other;Other Types;81
EKCH;DEP;2017;Non-Scheduled;Charter;154
LGIR;DEP;2017;Business;Business Aviation;56
LIRA;DEP;2017;Non-Scheduled;Charter;9
EIDW;DEP;2017;Business;Business Aviation;302
EETN;DEP;2017;Other;Other Types;41
EDDH;DEP;2017;Business;Business Aviation;328
ENGM;DEP;2017;Other;Other Types;42
EGKK;DEP;2017;Other;Other Types;28
LTFJ;DEP;2017;Business;Business Aviation;223
EBBR;DEP;2017;Scheduled;Traditional Scheduled;7351
LGIR;DEP;2017;Scheduled;Traditional Scheduled;696
ENGM;DEP;2017;Lowcost;Lowcost;3615
EDDK;DEP;2017;Scheduled;Traditional Scheduled;636
LPPR;DEP;2017;Scheduled;Traditional Scheduled;1569
LPPR;DEP;2017;Lowcost;Lowcost;1837
LEMD;DEP;2017;Scheduled;Traditional Scheduled;10545
EFHK;DEP;2017;Lowcost;Lowcost;918
LIRN;DEP;2017;Lowcost;Lowcost;1575
EVRA;DEP;2017;Scheduled;Traditional Scheduled;529
LFBO;DEP;2017;Lowcost;Lowcost;1850
LIRF;DEP;2017;Non-Scheduled;Charter;75
EDDK;DEP;2017;Cargo;All-Cargo;1038
EDDP;DEP;2017;Scheduled;Traditional Scheduled;363
LEZL;DEP;2017;Lowcost;Lowcost;1191
ENBR;DEP;2017;Non-Scheduled;Charter;473
EBLG;DEP;2017;Cargo;All-Cargo;933
LEMD;DEP;2017;Non-Scheduled;Charter;296
LTFJ;DEP;2017;Lowcost;Lowcost;5322
LGTS;DEP;2017;Scheduled;Traditional Scheduled;1182
LTBJ;DEP;2017;Non-Scheduled;Charter;66
LLBG;DEP;2017;Business;Business Aviation;228
LEZL;DEP;2017;Scheduled;Traditional Scheduled;372
LEPA;DEP;2017;Business;Business Aviation;538
LTBA;DEP;2017;Business;Business Aviation;369
EGNT;DEP;2017;Scheduled;Traditional Scheduled;712
EGGW;DEP;2017;Scheduled;Traditional Scheduled;244
EDDN;DEP;2017;Lowcost;Lowcost;951
GCLP;DEP;2017;Lowcost;Lowcost;1798
LROP;DEP;2017;Lowcost;Lowcost;1298
LBBG;DEP;2017;Cargo;All-Cargo;31
EGPH;DEP;2017;Cargo;All-Cargo;167
ENZV;DEP;2017;Lowcost;Lowcost;507
LEMD;DEP;2017;Cargo;All-Cargo;238
EDDE;DEP;2017;Lowcost;Lowcost;129
LIRA;DEP;2017;Lowcost;Lowcost;1418
EFHK;DEP;2017;Business;Business Aviation;235
UGTB;DEP;2017;Lowcost;Lowcost;188
EYVI;DEP;2017;Other;Other Types;25
EGKK;DEP;2017;Non-Scheduled;Charter;124
EGPH;DEP;2017;Scheduled;Traditional Scheduled;1837
LROP;DEP;2017;Military;Military;74
LJLJ;DEP;2017;Lowcost;Lowcost;98
GMMX;DEP;2017;Lowcost;Lowcost;748
EFHK;DEP;2017;Cargo;All-Cargo;180
LFBD;DEP;2017;Cargo;All-Cargo;67
EKCH;DEP;2017;Non-Scheduled;Charter;133
EGPH;DEP;2017;Business;Business Aviation;88
LSZH;DEP;2017;Non-Scheduled;Charter;35
LGAV;DEP;2017;Business;Business Aviation;263
EGSS;DEP;2017;Non-Scheduled;Charter;150
LFLL;DEP;2017;Business;Business Aviation;37
LPPR;DEP;2017;Cargo;All-Cargo;118
EPKT;DEP;2017;Non-Scheduled;Charter;89
LIRN;DEP;2017;Cargo;All-Cargo;49
EHAM;DEP;2017;Scheduled;Traditional Scheduled;15924
EGGW;DEP;2017;Lowcost;Lowcost;4625
EDDN;DEP;2017;Lowcost;Lowcost;1069
LKPR;DEP;2017;Scheduled;Traditional Scheduled;3472
LROP;DEP;2017;Scheduled;Traditional Scheduled;3284
LFRS;DEP;2017;Lowcost;Lowcost;1803
LFMN;DEP;2017;Scheduled;Traditional Scheduled;2807
LOWW;DEP;2017;Scheduled;Traditional Scheduled;7913
EPKK;DEP;2017;Lowcost;Lowcost;1216
EDDS;DEP;2017;Scheduled;Traditional Scheduled;1732
EBCI;DEP;2017;Lowcost;Lowcost;1861
LGAV;DEP;2017;Scheduled;Traditional Scheduled;6228
LIME;DEP;2017;Scheduled;Traditional Scheduled;167
LPPR;DEP;2017;Lowcost;Lowcost;1932
LSGG;DEP;2017;Scheduled;Traditional Scheduled;3631
GMMX;DEP;2017;Scheduled;Traditional Scheduled;595
GCRR;DEP;2017;Lowcost;Lowcost;1179
LPPT;DEP;2017;Scheduled;Traditional Scheduled;6127
GMMX;DEP;2017;Lowcost;Lowcost;694
LMML;DEP;2017;Lowcost;Lowcost;953
EPWA;DEP;2017;Lowcost;Lowcost;1060
ENBR;DEP;2017;Scheduled;Traditional Scheduled;2208
LEIB;DEP;2017;Lowcost;Lowcost;2170
EGGD;DEP;2017;Lowcost;Lowcost;2218
LICJ;DEP;2017;Lowcost;Lowcost;1230
EHEH;DEP;2017;Lowcost;Lowcost;1621
LEBL;DEP;2017;Business;Business Aviation;481
ESSA;DEP;2017;Business;Business Aviation;182
LTAI;DEP;2017;Non-Scheduled;Charter;2522
LGIR;DEP;2017;Non-Scheduled;Charter;549
LFPB;DEP;2017;Military;Military;14
ENZV;DEP;2017;Business;Business Aviation;72
LFBO;DEP;2017;Cargo;All-Cargo;291
LIME;DEP;2017;Business;Business Aviation;79
EFHK;DEP;2017;Non-Scheduled;Charter;94
EGNX;DEP;2017;Cargo;All-Cargo;965
EDDK;DEP;2017;Cargo;All-Cargo;1153
LFLL;DEP;2017;Cargo;All-Cargo;228
LCLK;DEP;2017;Business;Business Aviation;210
EDDN;DEP;2017;Cargo;All-Cargo;52
LLBG;DEP;2017;Non-Scheduled;Charter;368
GCRR;DEP;2017;Scheduled;Traditional Scheduled;926
GCLP;DEP;2017;Cargo;All-Cargo;37
LROP;DEP;2017;Military;Military;117
LFBO;DEP;2017;Military;Military;10
LICC;DEP;2017;Business;Business Aviation;90
LCLK;DEP;2017;Lowcost;Lowcost;549
EYVI;DEP;2017;Business;Business Aviation;56
EGSS;DEP;2017;Non-Scheduled;Charter;199
ENBO;DEP;2017;Business;Business Aviation;135
GCXO;DEP;2017;Business;Business Aviation;22
EDDM;DEP;2017;Other;Other Types;43
ESGG;DEP;2017;Business;Business Aviation;193
LICC;DEP;2017;Scheduled;Traditional Scheduled;1027
LATI;DEP;2017;Lowcost;Lowcost;66
EGPH;DEP;2017;Cargo;All-Cargo;175
EDDR;DEP;2017;Scheduled;Traditional Scheduled;141
LKPR;DEP;2017;Military;Military;8
LFPB;DEP;2017;Business;Business Aviation;2455
LEBB;DEP;2017;Scheduled;Traditional Scheduled;1114
LTBA;DEP;2017;Scheduled;Traditional Scheduled;15899
ESGG;DEP;2017;Lowcost;Lowcost;712
LFMN;DEP;2017;Scheduled;Traditional Scheduled;2908
EGGD;DEP;2017;Scheduled;Traditional Scheduled;781
LGAV;DEP;2017;Cargo;All-Cargo;286
LIPZ;DEP;2017;Scheduled;Traditional Scheduled;2129
EDDH;DEP;2017;Scheduled;Traditional Scheduled;2656
LKPR;DEP;2017;Scheduled;Traditional Scheduled;3525
EBBR;DEP;2017;Lowcost;Lowcost;1339
EBBR;DEP;2017;Scheduled;Traditional Scheduled;7953
EHAM;DEP;2017;Scheduled;Traditional Scheduled;15483
EIDW;DEP;2017;Other;Other Types;14
LYPG;DEP;2017;Scheduled;Traditional Scheduled;456
EGKK;DEP;2017;Lowcost;Lowcost;9769
LSGG;DEP;2017;Business;Business Aviation;1533
ESSA;DEP;2017;Lowcost;Lowcost;2564
EKCH;DEP;2017;Non-Scheduled;Charter;308
LEBB;DEP;2017;Lowcost;Lowcost;848
LGIR;DEP;2017;Scheduled;Traditional Scheduled;1342
LPPR;DEP;2017;Scheduled;Traditional Scheduled;1676
LLBG;DEP;2017;Scheduled;Traditional Scheduled;4082
LTBJ;DEP;2017;Cargo;All-Cargo;83
ENGM;DEP;2017;Lowcost;Lowcost;3768
UKBB;DEP;2017;Scheduled;Traditional Scheduled;2897
EGCC;DEP;2017;Lowcost;Lowcost;6583
LFMN;DEP;2017;Business;Business Aviation;1818
EDDS;DEP;2017;Scheduled;Traditional Scheduled;1797
GCXO;DEP;2017;Lowcost;Lowcost;420
EGBB;DEP;2017;Lowcost;Lowcost;4054
LIRA;DEP;2017;Other;Other Types;31
LLBG;DEP;2017;Cargo;All-Cargo;187
ESGG;DEP;2017;Non-Scheduled;Charter;139
LBBG;DEP;2017;Non-Scheduled;Charter;942
LFLL;DEP;2017;Scheduled;Traditional Scheduled;1769
LEBL;DEP;2017;Business;Business Aviation;531
LGRP;DEP;2017;Non-Scheduled;Charter;630
LGRP;DEP;2017;Scheduled;Traditional Scheduled;960
EPKK;DEP;2017;Lowcost;Lowcost;1179
BIKF;DEP;2017;Cargo;All-Cargo;81
LZIB;DEP;2017;Lowcost;Lowcost;459
LIPZ;DEP;2017;Non-Scheduled;Charter;45
LSZH;DEP;2017;Business;Business Aviation;1086
EBCI;DEP;2017;Scheduled;Traditional Scheduled;285
EDDS;DEP;2017;Non-Scheduled;Charter;108
LICJ;DEP;2017;Lowcost;Lowcost;1254
EBCI;DEP;2017;Lowcost;Lowcost;1825
EKCH;DEP;2017;Cargo;All-Cargo;269
EHAM;DEP;2017;Cargo;All-Cargo;597
LEAL;DEP;2017;Scheduled;Traditional Scheduled;933
ESGG;DEP;2017;Business;Business Aviation;198
EVRA;DEP;2017;Scheduled;Traditional Scheduled;612
EDDP;DEP;2017;Other;Other Types;27
LSGG;DEP;2017;Other;Other Types;51
LDZA;DEP;2017;Business;Business Aviation;159
LATI;DEP;2017;Business;Business Aviation;18
LGIR;DEP;2017;Lowcost;Lowcost;1232
LFPG;DEP;2017;Military;Military;54
LIPE;DEP;2017;Lowcost;Lowcost;1502
LTBJ;DEP;2017;Business;Business Aviation;90
EDDK;DEP;2017;Business;Business Aviation;374
EGNX;DEP;2017;Scheduled;Traditional Scheduled;199
EDDW;DEP;2017;Scheduled;Traditional Scheduled;526
GCFV;DEP;2017;Lowcost;Lowcost;797
EHEH;DEP;2017;Non-Scheduled;Charter;21
EDDN;DEP;2017;Scheduled;Traditional Scheduled;777
EYVI;DEP;2017;Business;Business Aviation;67
EFHK;DEP;2017;Business;Business Aviation;330
LBSF;DEP;2017;Other;Other Types;24
EGNX;DEP;2017;Non-Scheduled;Charter;43
LWSK;DEP;2017;Lowcost;Lowcost;313
