AIRPORT;APT_ICAO;PHASE;YEAR;MONTH_NUM;PUNCT_CAT;NB_FLT;MONTHLY_TRAFIC
EBBR;EBBR;ARR;2025;4;[<-31];136;8520
EBBR;EBBR;ARR;2025;4;[>+61];313;8520
EBBR;EBBR;ARR;2025;5;[+ 5, +15];1714;9232
EBBR;EBBR;ARR;2025;5;[+16, +30];1121;9232
EBBR;EBBR;ARR;2025;5;[+31, +60];692;9232
EBBR;EBBR;ARR;2025;5;[- 4, + 4];2285;9232
EBBR;EBBR;ARR;2025;5;[- 5, -15];2190;9232
EBBR;EBBR;ARR;2025;5;[-16, -30];712;9232
EBBR;EBBR;ARR;2025;5;[<-31];125;9232
EBBR;EBBR;ARR;2025;5;[>+61];393;9232
EBBR;EBBR;ARR;2025;6;[+ 5, +15];1749;9121
EBBR;EBBR;ARR;2025;6;[+16, +30];1108;9121
EBBR;EBBR;ARR;2025;6;[+31, +60];762;9121
EBBR;EBBR;ARR;2025;6;[- 4, + 4];2158;9121
EBBR;EBBR;ARR;2025;6;[- 5, -15];1997;9121
EBBR;EBBR;ARR;2025;6;[-16, -30];678;9121
EBBR;EBBR;ARR;2025;6;[<-31];176;9121
EBBR;EBBR;ARR;2025;6;[>+61];493;9121
EBBR;EBBR;ARR;2025;7;[+ 5, +15];1897;9866
EBBR;EBBR;ARR;2025;7;[+16, +30];1411;9866
EBBR;EBBR;ARR;2025;7;[+31, +60];1163;9866
EBBR;EBBR;ARR;2025;7;[- 4, + 4];2136;9866
EBBR;EBBR;ARR;2025;7;[- 5, -15];1724;9866
EBBR;EBBR;ARR;2025;7;[-16, -30];618;9866
EBBR;EBBR;ARR;2025;7;[<-31];159;9866
EBBR;EBBR;ARR;2025;7;[>+61];758;9866
EBBR;EBBR;ARR;2025;8;[+ 5, +15];1994;9514
EBBR;EBBR;ARR;2025;8;[+16, +30];1464;9514
EBBR;EBBR;ARR;2025;8;[+31, +60];1002;9514
EBBR;EBBR;ARR;2025;8;[- 4, + 4];2090;9514
EBBR;EBBR;ARR;2025;8;[- 5, -15];1664;9514
EBBR;EBBR;ARR;2025;8;[-16, -30];558;9514
EBBR;EBBR;ARR;2025;8;[<-31];193;9514
EBBR;EBBR;ARR;2025;8;[>+61];549;9514
EBBR;EBBR;ARR;2025;9;[+ 5, +15];1819;9151
EBBR;EBBR;ARR;2025;9;[+16, +30];1248;9151
EBBR;EBBR;ARR;2025;9;[+31, +60];935;9151
EBBR;EBBR;ARR;2025;9;[- 4, + 4];1962;9151
EBBR;EBBR;ARR;2025;9;[- 5, -15];1699;9151
EBBR;EBBR;ARR;2025;9;[-16, -30];633;9151
EBBR;EBBR;ARR;2025;9;[<-31];153;9151
EBBR;EBBR;ARR;2025;9;[>+61];702;9151
EBBR;EBBR;ARR;2025;10;[+ 5, +15];1774;9048
EBBR;EBBR;ARR;2025;10;[+16, +30];1110;9048
EBBR;EBBR;ARR;2025;10;[+31, +60];767;9048
EBBR;EBBR;ARR;2025;10;[- 4, + 4];2227;9048
EBBR;EBBR;ARR;2025;10;[- 5, -15];1953;9048
EBBR;EBBR;ARR;2025;10;[-16, -30];631;9048
EBBR;EBBR;ARR;2025;10;[<-31];149;9048
EBBR;EBBR;ARR;2025;10;[>+61];437;9048
EBBR;EBBR;ARR;2025;11;[+ 5, +15];1239;7573
EBBR;EBBR;ARR;2025;11;[+16, +30];742;7573
EBBR;EBBR;ARR;2025;11;[+31, +60];430;7573
EBBR;EBBR;ARR;2025;11;[- 4, + 4];1649;7573
EBBR;EBBR;ARR;2025;11;[- 5, -15];1976;7573
EBBR;EBBR;ARR;2025;11;[-16, -30];989;7573
EBBR;EBBR;ARR;2025;11;[<-31];196;7573
EBBR;EBBR;ARR;2025;11;[>+61];352;7573
EBBR;EBBR;ARR;2025;12;[+ 5, +15];1303;7915
EBBR;EBBR;ARR;2025;12;[+16, +30];864;7915
EBBR;EBBR;ARR;2025;12;[+31, +60];568;7915
EBBR;EBBR;ARR;2025;12;[- 4, + 4];1698;7915
EBBR;EBBR;ARR;2025;12;[- 5, -15];1941;7915
EBBR;EBBR;ARR;2025;12;[-16, -30];982;7915
EBBR;EBBR;ARR;2025;12;[<-31];170;7915
EBBR;EBBR;ARR;2025;12;[>+61];389;7915
EBBR;EBBR;ARR;2026;1;[+ 5, +15];1244;7261
EBBR;EBBR;ARR;2026;1;[+16, +30];864;7261
EBBR;EBBR;ARR;2026;1;[+31, +60];614;7261
EBBR;EBBR;ARR;2026;1;[- 4, + 4];1409;7261
EBBR;EBBR;ARR;2026;1;[- 5, -15];1659;7261
EBBR;EBBR;ARR;2026;1;[-16, -30];830;7261
EBBR;EBBR;ARR;2026;1;[<-31];148;7261
EBBR;EBBR;ARR;2026;1;[>+61];493;7261
EBBR;EBBR;ARR;2026;2;[+ 5, +15];1238;7139
EBBR;EBBR;ARR;2026;2;[+16, +30];749;7139
EBBR;EBBR;ARR;2026;2;[+31, +60];435;7139
EBBR;EBBR;ARR;2026;2;[- 4, + 4];1611;7139
EBBR;EBBR;ARR;2026;2;[- 5, -15];1774;7139
EBBR;EBBR;ARR;2026;2;[-16, -30];839;7139
EBBR;EBBR;ARR;2026;2;[<-31];156;7139
EBBR;EBBR;ARR;2026;2;[>+61];337;7139
EBBR;EBBR;ARR;2026;3;[+ 5, +15];1222;7909
EBBR;EBBR;ARR;2026;3;[+16, +30];755;7909
EBBR;EBBR;ARR;2026;3;[+31, +60];430;7909
EBBR;EBBR;ARR;2026;3;[- 4, + 4];1846;7909
EBBR;EBBR;ARR;2026;3;[- 5, -15];2105;7909
EBBR;EBBR;ARR;2026;3;[-16, -30];1084;7909
EBBR;EBBR;ARR;2026;3;[<-31];221;7909
EBBR;EBBR;ARR;2026;3;[>+61];246;7909
EBBR;EBBR;ARR;2026;4;[+ 5, +15];1728;8692
EBBR;EBBR;ARR;2026;4;[+16, +30];999;8692
EBBR;EBBR;ARR;2026;4;[+31, +60];598;8692
EBBR;EBBR;ARR;2026;4;[- 4, + 4];2275;8692
EBBR;EBBR;ARR;2026;4;[- 5, -15];1985;8692
EBBR;EBBR;ARR;2026;4;[-16, -30];652;8692
EBBR;EBBR;ARR;2026;4;[<-31];142;8692
EBBR;EBBR;ARR;2026;4;[>+61];313;8692
EBBR;EBBR;ARR;2026;5;[+ 5, +15];1826;9287
EBBR;EBBR;ARR;2026;5;[+16, +30];1019;9287
EBBR;EBBR;ARR;2026;5;[+31, +60];665;9287
EBBR;EBBR;ARR;2026;5;[- 4, + 4];2366;9287
EBBR;EBBR;ARR;2026;5;[- 5, -15];2139;9287
EBBR;EBBR;ARR;2026;5;[-16, -30];676;9287
EBBR;EBBR;ARR;2026;5;[<-31];136;9287
EBBR;EBBR;ARR;2026;5;[>+61];460;9287
EBBR;EBBR;DEP;2019;1;[+ 5, +15];2387;8526
EBBR;EBBR;DEP;2019;1;[+16, +30];1204;8526
EBBR;EBBR;DEP;2019;1;[+31, +60];645;8526
EBBR;EBBR;DEP;2019;1;[- 4, + 4];3236;8526
EBBR;EBBR;DEP;2019;1;[- 5, -15];546;8526
EBBR;EBBR;DEP;2019;1;[-16, -30];18;8526
EBBR;EBBR;DEP;2019;1;[<-31];42;8526
EBBR;EBBR;DEP;2019;1;[>+61];448;8526
EBBR;EBBR;DEP;2019;2;[+ 5, +15];2252;7664
EBBR;EBBR;DEP;2019;2;[+16, +30];850;7664
EBBR;EBBR;DEP;2019;2;[+31, +60];500;7664
EBBR;EBBR;DEP;2019;2;[- 4, + 4];3236;7664
EBBR;EBBR;DEP;2019;2;[- 5, -15];462;7664
EBBR;EBBR;DEP;2019;2;[-16, -30];28;7664
EBBR;EBBR;DEP;2019;2;[<-31];45;7664
EBBR;EBBR;DEP;2019;2;[>+61];291;7664
EBBR;EBBR;DEP;2019;3;[+ 5, +15];2556;8948
EBBR;EBBR;DEP;2019;3;[+16, +30];1428;8948
EBBR;EBBR;DEP;2019;3;[+31, +60];1009;8948
EBBR;EBBR;DEP;2019;3;[- 4, + 4];2828;8948
EBBR;EBBR;DEP;2019;3;[- 5, -15];339;8948
EBBR;EBBR;DEP;2019;3;[-16, -30];19;8948
EBBR;EBBR;DEP;2019;3;[<-31];62;8948
EBBR;EBBR;DEP;2019;3;[>+61];707;8948
EBBR;EBBR;DEP;2019;4;[+ 5, +15];2877;9742
EBBR;EBBR;DEP;2019;4;[+16, +30];1907;9742
EBBR;EBBR;DEP;2019;4;[+31, +60];1280;9742
EBBR;EBBR;DEP;2019;4;[- 4, + 4];2806;9742
EBBR;EBBR;DEP;2019;4;[- 5, -15];281;9742
EBBR;EBBR;DEP;2019;4;[-16, -30];23;9742
EBBR;EBBR;DEP;2019;4;[<-31];42;9742
EBBR;EBBR;DEP;2019;4;[>+61];526;9742
EBBR;EBBR;DEP;2019;5;[+ 5, +15];3025;10420
EBBR;EBBR;DEP;2019;5;[+16, +30];1639;10420
EBBR;EBBR;DEP;2019;5;[+31, +60];1035;10420
EBBR;EBBR;DEP;2019;5;[- 4, + 4];3715;10420
EBBR;EBBR;DEP;2019;5;[- 5, -15];360;10420
EBBR;EBBR;DEP;2019;5;[-16, -30];28;10420
EBBR;EBBR;DEP;2019;5;[<-31];59;10420
EBBR;EBBR;DEP;2019;5;[>+61];559;10420
EBBR;EBBR;DEP;2019;6;[+ 5, +15];3105;10341
EBBR;EBBR;DEP;2019;6;[+16, +30];2004;10341
EBBR;EBBR;DEP;2019;6;[+31, +60];1370;10341
EBBR;EBBR;DEP;2019;6;[- 4, + 4];2828;10341
EBBR;EBBR;DEP;2019;6;[- 5, -15];220;10341
EBBR;EBBR;DEP;2019;6;[-16, -30];35;10341
EBBR;EBBR;DEP;2019;6;[<-31];64;10341
EBBR;EBBR;DEP;2019;6;[>+61];715;10341
EBBR;EBBR;DEP;2019;7;[+ 5, +15];3278;11201
EBBR;EBBR;DEP;2019;7;[+16, +30];2357;11201
EBBR;EBBR;DEP;2019;7;[+31, +60];1761;11201
EBBR;EBBR;DEP;2019;7;[- 4, + 4];2510;11201
EBBR;EBBR;DEP;2019;7;[- 5, -15];160;11201
EBBR;EBBR;DEP;2019;7;[-16, -30];23;11201
EBBR;EBBR;DEP;2019;7;[<-31];38;11201
EBBR;EBBR;DEP;2019;7;[>+61];1074;11201
EBBR;EBBR;DEP;2019;8;[+ 5, +15];3261;10719
EBBR;EBBR;DEP;2019;8;[+16, +30];2050;10719
EBBR;EBBR;DEP;2019;8;[+31, +60];1256;10719
EBBR;EBBR;DEP;2019;8;[- 4, + 4];3181;10719
EBBR;EBBR;DEP;2019;8;[- 5, -15];254;10719
EBBR;EBBR;DEP;2019;8;[-16, -30];10;10719
EBBR;EBBR;DEP;2019;8;[<-31];32;10719
EBBR;EBBR;DEP;2019;8;[>+61];675;10719
EBBR;EBBR;DEP;2019;9;[+ 5, +15];3354;10652
EBBR;EBBR;DEP;2019;9;[+16, +30];1972;10652
EBBR;EBBR;DEP;2019;9;[+31, +60];1257;10652
EBBR;EBBR;DEP;2019;9;[- 4, + 4];3035;10652
EBBR;EBBR;DEP;2019;9;[- 5, -15];251;10652
EBBR;EBBR;DEP;2019;9;[-16, -30];15;10652
EBBR;EBBR;DEP;2019;9;[<-31];54;10652
EBBR;EBBR;DEP;2019;9;[>+61];714;10652
EBBR;EBBR;DEP;2019;10;[+ 5, +15];3309;10197
EBBR;EBBR;DEP;2019;10;[+16, +30];1689;10197
EBBR;EBBR;DEP;2019;10;[+31, +60];914;10197
EBBR;EBBR;DEP;2019;10;[- 4, + 4];3491;10197
EBBR;EBBR;DEP;2019;10;[- 5, -15];311;10197
EBBR;EBBR;DEP;2019;10;[-16, -30];26;10197
EBBR;EBBR;DEP;2019;10;[<-31];58;10197
EBBR;EBBR;DEP;2019;10;[>+61];399;10197
EBBR;EBBR;DEP;2019;11;[+ 5, +15];2650;8914
EBBR;EBBR;DEP;2019;11;[+16, +30];1128;8914
EBBR;EBBR;DEP;2019;11;[+31, +60];513;8914
EBBR;EBBR;DEP;2019;11;[- 4, + 4];3781;8914
EBBR;EBBR;DEP;2019;11;[- 5, -15];485;8914
EBBR;EBBR;DEP;2019;11;[-16, -30];26;8914
EBBR;EBBR;DEP;2019;11;[<-31];68;8914
EBBR;EBBR;DEP;2019;11;[>+61];263;8914
EBBR;EBBR;DEP;2019;12;[+ 5, +15];2575;8608
EBBR;EBBR;DEP;2019;12;[+16, +30];1274;8608
EBBR;EBBR;DEP;2019;12;[+31, +60];829;8608
EBBR;EBBR;DEP;2019;12;[- 4, + 4];3060;8608
EBBR;EBBR;DEP;2019;12;[- 5, -15];317;8608
EBBR;EBBR;DEP;2019;12;[-16, -30];28;8608
EBBR;EBBR;DEP;2019;12;[<-31];40;8608
EBBR;EBBR;DEP;2019;12;[>+61];485;8608
EBBR;EBBR;DEP;2020;1;[+ 5, +15];2016;8359
EBBR;EBBR;DEP;2020;1;[+16, +30];892;8359
EBBR;EBBR;DEP;2020;1;[+31, +60];454;8359
EBBR;EBBR;DEP;2020;1;[- 4, + 4];3879;8359
EBBR;EBBR;DEP;2020;1;[- 5, -15];762;8359
EBBR;EBBR;DEP;2020;1;[-16, -30];18;8359
EBBR;EBBR;DEP;2020;1;[<-31];59;8359
EBBR;EBBR;DEP;2020;1;[>+61];279;8359
EBBR;EBBR;DEP;2020;2;[+ 5, +15];2259;8166
EBBR;EBBR;DEP;2020;2;[+16, +30];1006;8166
EBBR;EBBR;DEP;2020;2;[+31, +60];607;8166
EBBR;EBBR;DEP;2020;2;[- 4, + 4];3299;8166
EBBR;EBBR;DEP;2020;2;[- 5, -15];498;8166
EBBR;EBBR;DEP;2020;2;[-16, -30];24;8166
EBBR;EBBR;DEP;2020;2;[<-31];48;8166
EBBR;EBBR;DEP;2020;2;[>+61];425;8166
EBBR;EBBR;DEP;2020;3;[+ 5, +15];1270;5349
EBBR;EBBR;DEP;2020;3;[+16, +30];486;5349
EBBR;EBBR;DEP;2020;3;[+31, +60];270;5349
EBBR;EBBR;DEP;2020;3;[- 4, + 4];2459;5349
EBBR;EBBR;DEP;2020;3;[- 5, -15];610;5349
EBBR;EBBR;DEP;2020;3;[-16, -30];25;5349
EBBR;EBBR;DEP;2020;3;[<-31];42;5349
EBBR;EBBR;DEP;2020;3;[>+61];187;5349
EBBR;EBBR;DEP;2020;4;[+ 5, +15];239;1082
EBBR;EBBR;DEP;2020;4;[+16, +30];82;1082
EBBR;EBBR;DEP;2020;4;[+31, +60];60;1082
EBBR;EBBR;DEP;2020;4;[- 4, + 4];386;1082
EBBR;EBBR;DEP;2020;4;[- 5, -15];153;1082
EBBR;EBBR;DEP;2020;4;[-16, -30];32;1082
EBBR;EBBR;DEP;2020;4;[<-31];34;1082
EBBR;EBBR;DEP;2020;4;[>+61];96;1082
EBBR;EBBR;DEP;2020;5;[+ 5, +15];297;1338
EBBR;EBBR;DEP;2020;5;[+16, +30];111;1338
EBBR;EBBR;DEP;2020;5;[+31, +60];78;1338
EBBR;EBBR;DEP;2020;5;[- 4, + 4];461;1338
EBBR;EBBR;DEP;2020;5;[- 5, -15];181;1338
EBBR;EBBR;DEP;2020;5;[-16, -30];39;1338
EBBR;EBBR;DEP;2020;5;[<-31];45;1338
EBBR;EBBR;DEP;2020;5;[>+61];126;1338
EBBR;EBBR;DEP;2020;6;[+ 5, +15];476;1909
EBBR;EBBR;DEP;2020;6;[+16, +30];212;1909
EBBR;EBBR;DEP;2020;6;[+31, +60];122;1909
EBBR;EBBR;DEP;2020;6;[- 4, + 4];683;1909
EBBR;EBBR;DEP;2020;6;[- 5, -15];200;1909
EBBR;EBBR;DEP;2020;6;[-16, -30];29;1909
EBBR;EBBR;DEP;2020;6;[<-31];52;1909
EBBR;EBBR;DEP;2020;6;[>+61];135;1909
EBBR;EBBR;DEP;2020;7;[+ 5, +15];1042;4005
EBBR;EBBR;DEP;2020;7;[+16, +30];343;4005
EBBR;EBBR;DEP;2020;7;[+31, +60];187;4005
EBBR;EBBR;DEP;2020;7;[- 4, + 4];1743;4005
EBBR;EBBR;DEP;2020;7;[- 5, -15];393;4005
EBBR;EBBR;DEP;2020;7;[-16, -30];35;4005
EBBR;EBBR;DEP;2020;7;[<-31];51;4005
EBBR;EBBR;DEP;2020;7;[>+61];211;4005
EBBR;EBBR;DEP;2020;8;[+ 5, +15];856;4146
EBBR;EBBR;DEP;2020;8;[+16, +30];297;4146
EBBR;EBBR;DEP;2020;8;[+31, +60];156;4146
EBBR;EBBR;DEP;2020;8;[- 4, + 4];1804;4146
EBBR;EBBR;DEP;2020;8;[- 5, -15];810;4146
EBBR;EBBR;DEP;2020;8;[-16, -30];30;4146
EBBR;EBBR;DEP;2020;8;[<-31];39;4146
EBBR;EBBR;DEP;2020;8;[>+61];154;4146
EBBR;EBBR;DEP;2020;9;[+ 5, +15];644;3481
EBBR;EBBR;DEP;2020;9;[+16, +30];210;3481
EBBR;EBBR;DEP;2020;9;[+31, +60];130;3481
EBBR;EBBR;DEP;2020;9;[- 4, + 4];1594;3481
EBBR;EBBR;DEP;2020;9;[- 5, -15];692;3481
EBBR;EBBR;DEP;2020;9;[-16, -30];36;3481
EBBR;EBBR;DEP;2020;9;[<-31];46;3481
EBBR;EBBR;DEP;2020;9;[>+61];129;3481
EBBR;EBBR;DEP;2020;10;[+ 5, +15];688;3333
EBBR;EBBR;DEP;2020;10;[+16, +30];246;3333
EBBR;EBBR;DEP;2020;10;[+31, +60];159;3333
EBBR;EBBR;DEP;2020;10;[- 4, + 4];1412;3333
EBBR;EBBR;DEP;2020;10;[- 5, -15];608;3333
EBBR;EBBR;DEP;2020;10;[-16, -30];30;3333
EBBR;EBBR;DEP;2020;10;[<-31];48;3333
EBBR;EBBR;DEP;2020;10;[>+61];142;3333
EBBR;EBBR;DEP;2020;11;[+ 5, +15];570;2574
EBBR;EBBR;DEP;2020;11;[+16, +30];206;2574
EBBR;EBBR;DEP;2020;11;[+31, +60];108;2574
EBBR;EBBR;DEP;2020;11;[- 4, + 4];1036;2574
EBBR;EBBR;DEP;2020;11;[- 5, -15];481;2574
EBBR;EBBR;DEP;2020;11;[-16, -30];29;2574
EBBR;EBBR;DEP;2020;11;[<-31];36;2574
EBBR;EBBR;DEP;2020;11;[>+61];108;2574
EBBR;EBBR;DEP;2020;12;[+ 5, +15];796;3070
EBBR;EBBR;DEP;2020;12;[+16, +30];399;3070
EBBR;EBBR;DEP;2020;12;[+31, +60];244;3070
EBBR;EBBR;DEP;2020;12;[- 4, + 4];1072;3070
EBBR;EBBR;DEP;2020;12;[- 5, -15];330;3070
EBBR;EBBR;DEP;2020;12;[-16, -30];18;3070
EBBR;EBBR;DEP;2020;12;[<-31];50;3070
EBBR;EBBR;DEP;2020;12;[>+61];161;3070
EBBR;EBBR;DEP;2021;1;[+ 5, +15];645;2760
EBBR;EBBR;DEP;2021;1;[+16, +30];316;2760
EBBR;EBBR;DEP;2021;1;[+31, +60];205;2760
EBBR;EBBR;DEP;2021;1;[- 4, + 4];960;2760
EBBR;EBBR;DEP;2021;1;[- 5, -15];431;2760
EBBR;EBBR;DEP;2021;1;[-16, -30];21;2760
EBBR;EBBR;DEP;2021;1;[<-31];38;2760
EBBR;EBBR;DEP;2021;1;[>+61];144;2760
EBBR;EBBR;DEP;2021;2;[+ 5, +15];495;2250
EBBR;EBBR;DEP;2021;2;[+16, +30];281;2250
EBBR;EBBR;DEP;2021;2;[+31, +60];220;2250
EBBR;EBBR;DEP;2021;2;[- 4, + 4];654;2250
EBBR;EBBR;DEP;2021;2;[- 5, -15];268;2250
EBBR;EBBR;DEP;2021;2;[-16, -30];23;2250
EBBR;EBBR;DEP;2021;2;[<-31];38;2250
EBBR;EBBR;DEP;2021;2;[>+61];271;2250
EBBR;EBBR;DEP;2021;3;[+ 5, +15];648;2480
EBBR;EBBR;DEP;2021;3;[+16, +30];322;2480
EBBR;EBBR;DEP;2021;3;[+31, +60];169;2480
EBBR;EBBR;DEP;2021;3;[- 4, + 4];818;2480
EBBR;EBBR;DEP;2021;3;[- 5, -15];310;2480
EBBR;EBBR;DEP;2021;3;[-16, -30];32;2480
EBBR;EBBR;DEP;2021;3;[<-31];53;2480
EBBR;EBBR;DEP;2021;3;[>+61];128;2480
EBBR;EBBR;DEP;2021;4;[+ 5, +15];757;2832
EBBR;EBBR;DEP;2021;4;[+16, +30];321;2832
EBBR;EBBR;DEP;2021;4;[+31, +60];155;2832
EBBR;EBBR;DEP;2021;4;[- 4, + 4];1070;2832
EBBR;EBBR;DEP;2021;4;[- 5, -15];319;2832
EBBR;EBBR;DEP;2021;4;[-16, -30];24;2832
EBBR;EBBR;DEP;2021;4;[<-31];38;2832
EBBR;EBBR;DEP;2021;4;[>+61];148;2832
EBBR;EBBR;DEP;2021;5;[+ 5, +15];983;3411
EBBR;EBBR;DEP;2021;5;[+16, +30];339;3411
EBBR;EBBR;DEP;2021;5;[+31, +60];148;3411
EBBR;EBBR;DEP;2021;5;[- 4, + 4];1353;3411
EBBR;EBBR;DEP;2021;5;[- 5, -15];341;3411
EBBR;EBBR;DEP;2021;5;[-16, -30];39;3411
EBBR;EBBR;DEP;2021;5;[<-31];65;3411
EBBR;EBBR;DEP;2021;5;[>+61];143;3411
EBBR;EBBR;DEP;2021;6;[+ 5, +15];1376;4679
EBBR;EBBR;DEP;2021;6;[+16, +30];569;4679
EBBR;EBBR;DEP;2021;6;[+31, +60];308;4679
EBBR;EBBR;DEP;2021;6;[- 4, + 4];1705;4679
EBBR;EBBR;DEP;2021;6;[- 5, -15];384;4679
EBBR;EBBR;DEP;2021;6;[-16, -30];40;4679
EBBR;EBBR;DEP;2021;6;[<-31];81;4679
EBBR;EBBR;DEP;2021;6;[>+61];216;4679
EBBR;EBBR;DEP;2021;7;[+ 5, +15];2189;6734
EBBR;EBBR;DEP;2021;7;[+16, +30];1050;6734
EBBR;EBBR;DEP;2021;7;[+31, +60];607;6734
EBBR;EBBR;DEP;2021;7;[- 4, + 4];2127;6734
EBBR;EBBR;DEP;2021;7;[- 5, -15];370;6734
EBBR;EBBR;DEP;2021;7;[-16, -30];20;6734
EBBR;EBBR;DEP;2021;7;[<-31];37;6734
EBBR;EBBR;DEP;2021;7;[>+61];334;6734
EBBR;EBBR;DEP;2021;8;[+ 5, +15];2081;6966
EBBR;EBBR;DEP;2021;8;[+16, +30];956;6966
EBBR;EBBR;DEP;2021;8;[+31, +60];529;6966
EBBR;EBBR;DEP;2021;8;[- 4, + 4];2560;6966
EBBR;EBBR;DEP;2021;8;[- 5, -15];507;6966
EBBR;EBBR;DEP;2021;8;[-16, -30];27;6966
EBBR;EBBR;DEP;2021;8;[<-31];52;6966
EBBR;EBBR;DEP;2021;8;[>+61];254;6966
EBBR;EBBR;DEP;2021;9;[+ 5, +15];2057;6864
EBBR;EBBR;DEP;2021;9;[+16, +30];763;6864
EBBR;EBBR;DEP;2021;9;[+31, +60];319;6864
EBBR;EBBR;DEP;2021;9;[- 4, + 4];2859;6864
EBBR;EBBR;DEP;2021;9;[- 5, -15];650;6864
EBBR;EBBR;DEP;2021;9;[-16, -30];15;6864
EBBR;EBBR;DEP;2021;9;[<-31];24;6864
EBBR;EBBR;DEP;2021;9;[>+61];177;6864
EBBR;EBBR;DEP;2021;10;[+ 5, +15];2212;6762
EBBR;EBBR;DEP;2021;10;[+16, +30];874;6762
EBBR;EBBR;DEP;2021;10;[+31, +60];378;6762
EBBR;EBBR;DEP;2021;10;[- 4, + 4];2565;6762
EBBR;EBBR;DEP;2021;10;[- 5, -15];443;6762
EBBR;EBBR;DEP;2021;10;[-16, -30];21;6762
EBBR;EBBR;DEP;2021;10;[<-31];25;6762
EBBR;EBBR;DEP;2021;10;[>+61];244;6762
EBBR;EBBR;DEP;2021;11;[+ 5, +15];1648;6343
EBBR;EBBR;DEP;2021;11;[+16, +30];730;6343
EBBR;EBBR;DEP;2021;11;[+31, +60];364;6343
EBBR;EBBR;DEP;2021;11;[- 4, + 4];2659;6343
EBBR;EBBR;DEP;2021;11;[- 5, -15];664;6343
EBBR;EBBR;DEP;2021;11;[-16, -30];13;6343
EBBR;EBBR;DEP;2021;11;[<-31];14;6343
EBBR;EBBR;DEP;2021;11;[>+61];251;6343
EBBR;EBBR;DEP;2021;12;[+ 5, +15];1749;6251
EBBR;EBBR;DEP;2021;12;[+16, +30];835;6251
EBBR;EBBR;DEP;2021;12;[+31, +60];533;6251
EBBR;EBBR;DEP;2021;12;[- 4, + 4];2210;6251
EBBR;EBBR;DEP;2021;12;[- 5, -15];527;6251
EBBR;EBBR;DEP;2021;12;[-16, -30];16;6251
EBBR;EBBR;DEP;2021;12;[<-31];15;6251
EBBR;EBBR;DEP;2021;12;[>+61];366;6251
EBBR;EBBR;DEP;2022;1;[+ 5, +15];1193;5220
EBBR;EBBR;DEP;2022;1;[+16, +30];492;5220
EBBR;EBBR;DEP;2022;1;[+31, +60];267;5220
EBBR;EBBR;DEP;2022;1;[- 4, + 4];2302;5220
EBBR;EBBR;DEP;2022;1;[- 5, -15];745;5220
EBBR;EBBR;DEP;2022;1;[-16, -30];13;5220
EBBR;EBBR;DEP;2022;1;[<-31];22;5220
EBBR;EBBR;DEP;2022;1;[>+61];186;5220
EBBR;EBBR;DEP;2022;2;[+ 5, +15];1284;4878
EBBR;EBBR;DEP;2022;2;[+16, +30];513;4878
EBBR;EBBR;DEP;2022;2;[+31, +60];283;4878
EBBR;EBBR;DEP;2022;2;[- 4, + 4];1913;4878
EBBR;EBBR;DEP;2022;2;[- 5, -15];586;4878
EBBR;EBBR;DEP;2022;2;[-16, -30];18;4878
EBBR;EBBR;DEP;2022;2;[<-31];26;4878
EBBR;EBBR;DEP;2022;2;[>+61];255;4878
EBBR;EBBR;DEP;2022;3;[+ 5, +15];1659;6425
EBBR;EBBR;DEP;2022;3;[+16, +30];615;6425
EBBR;EBBR;DEP;2022;3;[+31, +60];318;6425
EBBR;EBBR;DEP;2022;3;[- 4, + 4];2749;6425
EBBR;EBBR;DEP;2022;3;[- 5, -15];824;6425
EBBR;EBBR;DEP;2022;3;[-16, -30];37;6425
EBBR;EBBR;DEP;2022;3;[<-31];27;6425
EBBR;EBBR;DEP;2022;3;[>+61];196;6425
EBBR;EBBR;DEP;2022;4;[+ 5, +15];2285;7329
EBBR;EBBR;DEP;2022;4;[+16, +30];1102;7329
EBBR;EBBR;DEP;2022;4;[+31, +60];651;7329
EBBR;EBBR;DEP;2022;4;[- 4, + 4];2488;7329
EBBR;EBBR;DEP;2022;4;[- 5, -15];377;7329
EBBR;EBBR;DEP;2022;4;[-16, -30];16;7329
EBBR;EBBR;DEP;2022;4;[<-31];9;7329
EBBR;EBBR;DEP;2022;4;[>+61];401;7329
EBBR;EBBR;DEP;2022;5;[+ 5, +15];2526;8101
EBBR;EBBR;DEP;2022;5;[+16, +30];1315;8101
EBBR;EBBR;DEP;2022;5;[+31, +60];765;8101
EBBR;EBBR;DEP;2022;5;[- 4, + 4];2680;8101
EBBR;EBBR;DEP;2022;5;[- 5, -15];344;8101
EBBR;EBBR;DEP;2022;5;[-16, -30];14;8101
EBBR;EBBR;DEP;2022;5;[<-31];19;8101
EBBR;EBBR;DEP;2022;5;[>+61];438;8101
EBBR;EBBR;DEP;2022;6;[+ 5, +15];2261;7966
EBBR;EBBR;DEP;2022;6;[+16, +30];1637;7966
EBBR;EBBR;DEP;2022;6;[+31, +60];1283;7966
EBBR;EBBR;DEP;2022;6;[- 4, + 4];1689;7966
EBBR;EBBR;DEP;2022;6;[- 5, -15];176;7966
EBBR;EBBR;DEP;2022;6;[-16, -30];9;7966
EBBR;EBBR;DEP;2022;6;[<-31];19;7966
EBBR;EBBR;DEP;2022;6;[>+61];892;7966
EBBR;EBBR;DEP;2022;7;[+ 5, +15];2309;8988
