AIRPORT;APT_ICAO;YEAR;MONTH_NUM;NB_ASMA_FL;ASMA_REF_TIME_MIN;ADD_ASMA_TIME_MIN;NB_TAXI_OUT_FL;TAXI_OUT_REF_TIME_MIN;ADD_TAXI_OUT_TIME_MIN;NB_TAXI_IN_FL;TAXI_IN_REF_TIME_MIN;ADD_TAXI_IN_TIME_MIN;NB_DLY_DEP_FL;DLY_89_MIN;DLY_999_MIN;DLY_ZZZ_MIN;DLY_OTHER_MIN;UN_RPTED_DLY_MIN;OV_RPTED_DLY_MIN;DLY_89_PER_FL_MM;DLY_89_PER_FL_YY
EDDB;EDDB;2023;7;6706;80833,03583;13318,68083;7512;56053,95667;19112,67667;7403;31038,34667;8724,00333;7960;3053;915;17553;175400;72;-2821;0,38;0,38
EDDB;EDDB;2023;8;6729;80143,15583;12906,37750;7464;57278,13667;18169,86333;7349;30212,58333;8801,80000;7953;3012;776;16304;145400;62;-3113;0,38;0,38
EDDB;EDDB;2023;9;6999;81910,27583;13333,25750;7561;58884,59167;18841,44167;7581;30554,19333;10508,34000;8237;7134;488;17578;331098;60;-167134;0,87;0,87
EDDB;EDDB;2023;10;7393;87837,59333;17407,72333;8104;62511,44667;22592,05333;8061;33354,33667;11744,53000;8648;5391;269;21869;153310;80;-2731;0,62;0,62
EDDB;EDDB;2023;11;6079;73783,11083;14122,20583;6228;46499,81667;16155,60000;6612;27814,60833;9985,87500;7058;3726;83;24583;91719;67;-3071;0,53;0,53
EDDB;EDDB;2023;12;5793;69486,23250;14140,86750;5875;44696,49000;15912,07667;6370;26303,27167;8854,54500;6815;4693;724;19468;125713;51;-3596;0,69;0,69
EDDC;EDDC;2023;1;301;3468,90083;767,61583;291;2042,00000;433,00000;355;1133,00000;321,00000;381;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;2;271;3040,50833;730,37500;303;2082,50000;488,50000;346;1130,50000;305,50000;360;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;3;324;3754,48667;720,28000;371;2541,00000;653,00000;412;1284,40000;321,60000;410;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;4;353;3696,33000;820,07000;441;3014,00000;843,00000;432;1445,00000;385,00000;474;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;5;370;3717,57083;705,52917;551;3644,00000;1052,00000;539;2012,00000;482,00000;565;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;6;403;4237,13333;842,96667;558;3781,00000;1051,00000;558;2003,00000;536,00000;577;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;7;441;5094,38083;999,35250;578;4139,80000;1111,20000;559;1778,00000;380,00000;582;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;8;406;4467,61250;728,57083;545;3858,00000;994,00000;530;1819,00000;391,00000;545;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;9;462;5153,61250;950,18750;573;4019,00000;1223,00000;582;1908,50000;472,50000;584;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;10;506;5801,69667;1058,27000;573;4099,00000;1242,00000;591;1823,00000;490,00000;614;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;11;331;3866,43000;822,83667;379;2594,00000;705,00000;405;1151,00000;362,00000;437;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2023;12;292;3423,95833;797,84167;319;2169,50000;627,50000;341;963,80000;290,20000;372;0;0;0;0;0;0;NA;NA
EDDE;EDDE;2023;1;0;NA;NA;49;176,00000;112,00000;53;158,00000;79,00000;50;0;0;0;112;230;0;NA;NA
EDDE;EDDE;2023;2;0;NA;NA;123;449,00000;267,00000;115;339,00000;141,00000;111;0;0;0;529;448;0;NA;NA
EDDE;EDDE;2023;3;0;NA;NA;112;456,00000;242,00000;120;365,00000;153,00000;119;0;0;0;1101;175;-5;0,00;NA
EDDE;EDDE;2023;4;0;NA;NA;133;690,00000;322,00000;143;466,00000;161,00000;95;0;0;0;2157;97;0;0,00;NA
EDDE;EDDE;2023;5;0;NA;NA;197;954,00000;513,00000;236;731,00000;268,00000;144;0;0;0;1608;573;0;0,00;NA
EDDE;EDDE;2023;6;0;NA;NA;183;872,00000;416,00000;186;591,00000;231,00000;146;0;0;0;1620;238;-14;0,00;NA
EDDE;EDDE;2023;7;0;NA;NA;173;844,40000;442,60000;187;604,00000;211,00000;112;0;0;0;4082;23;-5;0,00;NA
EDDE;EDDE;2023;8;0;NA;NA;171;840,00000;418,00000;186;614,00000;242,00000;148;0;0;0;2562;33;0;0,00;NA
EDDE;EDDE;2023;9;0;NA;NA;176;825,00000;424,00000;197;641,00000;244,00000;139;0;0;0;1582;403;0;0,00;NA
EDDE;EDDE;2023;10;0;NA;NA;158;817,00000;469,00000;177;605,00000;239,00000;182;0;0;0;5574;80;0;0,00;NA
EDDE;EDDE;2023;11;0;NA;NA;69;292,00000;197,00000;72;231,00000;103,00000;57;0;0;0;573;14;0;0,00;NA
EDDE;EDDE;2023;12;0;NA;NA;80;306,00000;198,00000;79;246,00000;175,00000;67;0;0;0;415;304;-12;NA;NA
EDDF;EDDF;2023;1;12975;167556,43750;45762,29583;13762;137258,31333;47955,13667;13690;94632,97833;35272,95500;14878;5159;32186;74871;179451;2084;-856;0,35;0,35
EDDF;EDDF;2023;2;11962;155595,60333;34995,89667;12738;128064,77833;49729,05500;12637;86794,55167;29654,36500;13588;6297;34357;80853;204827;6649;-4194;0,46;0,46
EDDF;EDDF;2023;3;14105;178230,28000;44519,48667;15143;153525,04000;54525,36000;14969;105194,34833;37103,05167;16059;6487;68173;95677;299196;2033;-4195;0,40;0,40
EDDF;EDDF;2023;4;15686;207218,12000;42191,33000;16719;167604,11333;60132,80333;16516;111490,86333;38842,72000;17737;4860;32851;57337;229863;1082;-1736;0,27;0,27
EDDF;EDDF;2023;5;16304;226429,66000;55611,07333;17100;173627,35833;66416,85833;13763;91584,06667;37287,66667;18632;5905;32536;58996;286815;492;-1919;0,32;0,32
EDDF;EDDF;2023;6;17000;229778,81667;44744,06667;18275;185696,03333;64786,20000;17600;118937,25167;47708,19833;19436;8613;55302;93545;361700;535;-3318;0,44;0,44
EDDF;EDDF;2023;7;17804;223839,44333;48614,09000;19290;196488,77833;70787,88833;19159;137821,89667;52801,15333;20308;7161;58904;78582;424763;1390;-1088;0,35;0,35
EDDF;EDDF;2023;8;17424;222396,88917;42903,77750;19143;196437,39667;63661,17000;18865;135107,77500;53802,84167;19948;6119;68577;73828;445864;1772;-3938;0,31;0,31
EDDF;EDDF;2023;9;17283;229583,92417;43542,25917;18830;193889,35333;65668,48000;18640;128267,03167;51153,03500;19822;7435;52229;76608;378914;808;-1692;0,38;0,38
EDDF;EDDF;2023;10;17915;226230,33833;52958,16167;19536;201309,96500;72117,51833;19425;141125,35833;54226,65833;20335;7078;50791;85063;338278;5355;-2024;0,35;0,35
EDDF;EDDF;2023;11;15605;195708,52667;51344,19000;16739;174618,10000;66272,08333;16526;122710,23667;44951,84667;17663;2690;47293;82852;277903;1154;-1103;0,15;0,15
EDDF;EDDF;2023;12;14769;185561,07167;48446,91167;15643;163025,81833;62613,41500;15797;117676,12500;45646,34167;16730;3252;64885;89102;360797;2997;-1101;0,19;0,19
EDDG;EDDG;2023;1;208;2314,66000;582,79000;490;1937,68500;1291,46500;473;604,87167;419,34500;527;0;0;0;427;2201;0;NA;NA
EDDG;EDDG;2023;2;196;2170,78000;654,48667;523;2118,95333;1365,03000;505;588,23000;505,08667;557;0;0;0;1091;2620;-70;NA;NA
EDDG;EDDG;2023;3;258;2885,16583;675,60083;658;2697,12667;1758,19000;624;836,25167;666,28167;721;0;0;0;2478;3028;0;NA;NA
EDDG;EDDG;2023;4;343;3734,48750;886,76250;898;3954,07833;2735,80500;903;1391,36500;1224,85167;1055;20;0;0;7316;4345;-1255;0,02;NA
EDDG;EDDG;2023;5;321;3475,61917;854,46417;952;4151,11667;2652,45000;894;1353,90667;1144,96000;1092;0;0;0;5120;4147;0;NA;NA
EDDG;EDDG;2023;6;342;3738,66333;757,43667;992;4266,68333;2999,81667;956;1440,82833;1273,47167;1145;0;0;0;8977;3992;-1805;0,00;NA
EDDG;EDDG;2023;7;372;4228,18750;924,21250;941;3930,68000;2616,47000;923;1773,48333;1347,11667;1043;0;0;0;10934;4025;0;0,00;NA
EDDG;EDDG;2023;8;322;3635,18750;746,39583;937;4040,49333;2658,64000;954;1716,30667;1322,29333;1061;0;0;0;10589;3590;-1406;0,00;NA
EDDG;EDDG;2023;9;385;4249,63000;697,15333;1066;4569,85167;3267,39833;1016;1661,42167;1201,49500;1230;55;0;0;8315;4574;-910;0,04;NA
EDDG;EDDG;2023;10;353;3981,46250;861,13750;902;3826,75833;2721,77500;854;1848,77333;1282,27667;1014;34;0;0;8217;3651;0;0,03;NA
EDDG;EDDG;2023;11;285;3241,00000;938,15000;632;2470,88000;1642,23667;610;997,12000;549,83000;704;0;0;0;4216;3717;-785;NA;NA
EDDG;EDDG;2023;12;233;2641,51083;783,80583;420;1631,11500;1104,96833;377;596,59333;317,55667;477;10;0;0;2925;2201;-15;NA;NA
EDDH;EDDH;2023;1;3053;37341,51250;7455,12083;3370;21070,20167;7255,79833;3310;11875,17500;3881,67500;3460;830;6097;0;32254;2153;-1027;0,24;0,24
EDDH;EDDH;2023;2;2943;35906,46500;7444,03500;3260;19674,39000;7172,89333;3044;11109,97333;3444,49333;3360;728;5704;0;31910;1765;-335;0,22;0,22
EDDH;EDDH;2023;3;3611;44114,46667;9030,95000;3639;22514,70000;8787,85000;3862;13914,39167;4441,80833;4161;1400;8956;0;57469;2726;-229;0,34;0,34
EDDH;EDDH;2023;4;3908;46360,76500;9936,40167;4422;28640,60167;11523,26500;4287;13641,00500;5090,31167;4596;1537;10022;0;54754;2539;-613;0,33;0,33
EDDH;EDDH;2023;5;4410;52384,32500;11221,54167;5137;34496,57667;13612,27333;4809;16309,57667;6242,52333;5350;2173;15325;0;87997;5974;-467;0,41;0,41
EDDH;EDDH;2023;6;4220;48640,38917;10403,17750;5014;31995,32167;14635,26167;4617;18316,85833;6571,79167;5333;2904;9703;0;133839;4002;-24685;0,54;0,54
EDDH;EDDH;2023;7;4470;56128,79917;12063,90083;5017;32557,34167;12857,65833;4962;18744,21500;6586,71833;5436;5086;16883;0;124637;3460;-1051;0,94;0,94
EDDH;EDDH;2023;8;4608;57266,14083;10891,30917;5375;33743,17500;13206,32500;5175;19579,72000;6921,91333;5486;2994;11083;0;119525;3031;-18788;0,55;0,55
EDDH;EDDH;2023;9;4641;57276,68500;10022,59833;4950;34458,48333;14078,41667;5147;19841,02833;6874,73833;5451;2929;10658;0;116696;4313;-16544;0,54;0,54
EDDH;EDDH;2023;10;4872;60611,16833;12560,76500;5316;35365,97167;13851,39500;5216;18854,47667;7196,59000;5691;4231;10820;0;113507;3862;-18583;0,74;0,74
EDDH;EDDH;2023;11;3678;45647,48083;8497,68583;3894;25420,30000;8425,36667;3885;14001,88500;4784,11500;4151;1863;8580;0;62241;1996;-9914;0,45;0,45
EDDH;EDDH;2023;12;3460;42982,51833;9801,29833;3811;25352,57833;9110,43833;3551;13494,77167;4128,49500;3938;1772;7794;0;89357;3453;-15142;0,45;0,45
EDDK;EDDK;2023;1;1783;20199,28833;4442,89500;3094;28931,75500;8794,26167;3045;14567,80000;5138,53333;3673;0;53229;0;0;0;-55;NA;NA
EDDK;EDDK;2023;2;1651;18392,18333;4056,73333;2829;28226,30167;7735,36500;2965;13495,48500;4382,63167;3417;0;49258;0;0;0;-41;NA;NA
EDDK;EDDK;2023;3;2064;22982,64167;5151,32500;3474;32203,80333;10351,48000;3537;16854,31833;5741,11500;4045;0;98584;0;0;0;-75;NA;NA
EDDK;EDDK;2023;4;2243;25584,24333;5244,27333;4020;37532,73167;12200,98500;4085;19012,51667;7076,20000;4618;0;75933;0;0;0;-97;NA;NA
EDDK;EDDK;2023;5;2630;29647,34000;5709,17667;4329;42678,79667;13730,63667;4802;21502,84333;8633,09000;5410;0;96146;0;0;0;-115;NA;NA
EDDK;EDDK;2023;6;2715;31076,65167;5855,86500;4494;42690,70667;13990,92667;4862;22453,91333;9273,27000;5609;0;114386;0;0;0;-164;NA;NA
EDDK;EDDK;2023;7;2812;30783,49917;6482,51750;4552;45802,36000;15008,70667;4973;21956,08333;8804,81667;5692;0;148624;0;0;0;-93;NA;NA
EDDK;EDDK;2023;8;2706;30267,96667;6029,06667;4832;48118,12833;15853,25500;5031;22254,55333;9409,81333;5790;0;135862;0;0;0;-107;NA;NA
EDDK;EDDK;2023;9;2816;33865,60833;5202,82500;4849;41483,97833;14454,40500;5022;25408,16500;8891,81833;5650;0;116314;0;0;0;-122;NA;NA
EDDK;EDDK;2023;10;2896;34310,43500;6894,93167;4412;41120,40833;14816,09167;4997;24859,93667;10720,98000;5791;0;129575;0;0;183;-168;NA;NA
EDDK;EDDK;2023;11;2132;24495,48000;5596,30333;3401;32343,39500;10551,87167;3636;17890,53667;6453,81333;4164;0;73334;0;0;0;-136;NA;NA
EDDK;EDDK;2023;12;1984;22645,36417;5543,86917;3093;30151,41000;9775,89000;3258;15783,46667;6257,13333;3841;0;76577;0;0;0;-89;NA;NA
EDDL;EDDL;2023;1;3802;44750,85417;8203,74583;3912;33333,37833;8882,75500;4157;12643,48333;3799,76667;4359;81;5038;1496;35233;0;-145;0,02;0,02
EDDL;EDDL;2023;2;3681;43479,60000;7576,60000;3932;33621,13333;9043,25000;4005;12258,81333;3433,90333;4215;103;4594;1858;41636;0;-973;0,02;0,02
EDDL;EDDL;2023;3;4439;51864,53833;9878,99500;4719;40199,72667;10880,24000;4843;15147,86667;4469,25000;5214;444;7344;3789;72946;0;-4433;0,09;0,09
EDDL;EDDL;2023;4;5170;62757,79417;10407,37250;5634;45800,01500;13816,25167;5354;19923,99333;5287,99000;6161;332;7234;3506;78502;0;-910;0,05;0,05
EDDL;EDDL;2023;5;6070;75768,09583;13276,95417;6441;50126,00167;18361,91500;6117;25529,70833;6586,57500;7234;793;8936;5485;109513;0;-2951;0,11;0,11
EDDL;EDDL;2023;6;6122;75964,44500;11729,00500;6849;54158,54833;20304,75167;6273;25653,14833;6773,45167;7495;1268;11466;5952;137493;0;-4853;0,17;0,17
EDDL;EDDL;2023;7;6164;71422,76167;12614,62167;7274;63907,27833;21589,00500;6723;21483,71167;6310,30500;7622;5485;12335;7384;165416;0;-4158;0,72;0,72
EDDL;EDDL;2023;8;6174;72578,88500;10925,19833;6979;60388,28000;20435,15333;6575;22103,70167;6085,53167;7677;867;12093;6724;168190;0;-2399;0,11;0,11
EDDL;EDDL;2023;9;6390;76846,38167;11954,40167;7120;59711,20167;21381,93167;6640;23887,32667;7026,25667;7738;1391;10540;6158;129894;0;-1184;0,18;0,18
EDDL;EDDL;2023;10;6468;75863,29833;15283,01833;7285;64028,03000;23977,23667;6971;21421,51000;6744,32333;7698;742;11560;5238;108465;0;-311;0,10;0,10
EDDL;EDDL;2023;11;4589;54040,30667;10601,21000;5049;44862,01167;13735,38833;5046;14914,95500;4622,04500;5291;323;6038;2993;63346;0;-1078;0,06;0,06
EDDL;EDDL;2023;12;4156;48930,51000;9894,45667;4586;41700,21833;11159,08167;4624;13437,66667;4150,88333;4848;169;6870;4903;69769;0;-108;0,03;0,03
EDDM;EDDM;2023;1;9285;106607,88583;24738,54750;7871;68893,10000;19982,90000;9875;41360,50000;13375,50000;10094;21;9267;12223;70776;4260;-533;0,00;0,00
EDDM;EDDM;2023;2;8864;100972,65833;25407,29167;8143;71837,50000;21334,50000;9528;38838,60000;13397,40000;9776;80;10707;14553;92624;4259;-3005;0,01;0,01
EDDM;EDDM;2023;3;9785;113249,29250;26867,67417;10334;89698,80000;28477,20000;10707;44859,70000;14025,30000;10902;85;16295;18213;110727;6880;-1012;0,01;0,01
EDDM;EDDM;2023;4;11099;126853,86750;28910,73250;11843;106564,90000;36053,10000;12093;50195,00000;17224,00000;12413;35;13640;16733;128006;6483;-3538;0,00;0,00
EDDM;EDDM;2023;5;11911;135348,00667;30201,92667;12697;118471,10000;37465,90000;12937;53346,10000;20573,90000;13363;37;17826;26150;170108;10738;-6270;0,00;0,00
EDDM;EDDM;2023;6;12039;137629,18250;28794,73417;12915;118944,00000;40409,00000;13150;55100,10000;21706,90000;13601;41;23749;30504;191361;11304;-1051;0,00;0,00
EDDM;EDDM;2023;7;12283;141826,27333;30699,57667;13291;115732,80000;43395,20000;13521;58068,40000;22249,60000;13932;43;36066;31479;267437;10178;-2853;0,00;0,00
EDDM;EDDM;2023;8;12331;142171,49750;30047,98583;13315;120168,60000;42722,40000;13539;58406,60000;22869,40000;13999;75;50438;35410;285055;12538;-3661;0,01;0,01
EDDM;EDDM;2023;9;12863;147409,70167;31900,23167;13781;126851,50000;43087,50000;14077;59830,60000;21765,40000;14556;20;38808;26740;228305;10187;-2714;0,00;0,00
EDDM;EDDM;2023;10;13109;151577,41250;38329,98750;13979;122672,10000;42537,90000;14268;61798,50000;22053,50000;14768;69;33235;23641;186158;9166;-1424;0,00;0,00
EDDM;EDDM;2023;11;11079;129957,03417;31594,66583;10966;94322,60000;28303,40000;12199;52654,50000;18451,50000;12397;152;25475;19247;119626;9074;-1930;0,01;0,01
EDDM;EDDM;2023;12;8897;104246,83500;25695,94833;8606;74775,50000;23241,50000;9783;42198,00000;18671,00000;10029;77;33436;30945;204564;9019;-3506;0,01;0,01
EDDN;EDDN;2023;1;780;9180,40667;1837,16000;1094;8459,84000;2496,76000;1092;3026,76833;949,48167;1122;137;0;119;9047;4545;-11;0,12;0,12
EDDN;EDDN;2023;2;765;8959,13417;1944,04917;1141;8575,56167;2695,75500;1148;3300,11833;727,33167;1126;264;0;924;9446;8360;-40;NA;0,23
EDDN;EDDN;2023;3;930;11034,09833;2253,08500;1275;9781,87333;3465,19333;1309;3728,65333;954,18000;1322;365;0;507;16706;9573;-82;0,28;0,28
EDDN;EDDN;2023;4;1004;11804,06000;2289,67333;1575;12248,22833;3640,92167;1573;4230,38333;1453,66667;1603;351;0;308;24522;7444;-135;0,22;0,22
EDDN;EDDN;2023;5;1218;14113,12417;2690,25917;1899;14463,05000;4593,38333;1937;5353,00833;1612,72500;1839;333;0;3293;27503;7351;-295;0,18;0,18
EDDN;EDDN;2023;6;1223;14239,06417;2520,16917;2085;15992,93667;5308,96333;2119;5824,27333;1881,52667;2014;315;0;2662;39115;8382;-257;0,16;0,16
EDDN;EDDN;2023;7;1277;15298,44000;2873,09333;2066;16216,40500;5641,91167;2075;5661,39333;1823,39000;1997;358;0;1053;45861;11266;-123;0,18;0,18
EDDN;EDDN;2023;8;1312;15607,54000;2701,47667;2118;17025,36500;6379,96833;2148;5877,81000;2407,67333;2100;276;0;965;48052;8966;-349;0,13;0,13
EDDN;EDDN;2023;9;1280;15037,19250;2401,89083;2162;16884,86833;5466,71500;2187;5970,96833;1894,84833;2068;333;0;475;27662;8024;-259;0,16;0,16
EDDN;EDDN;2023;10;1315;15599,51667;2688,81667;2046;16156,68500;4948,89833;2077;5626,75500;1951,54500;2002;451;0;717;28690;12099;-346;0,23;0,23
EDDN;EDDN;2023;11;948;11523,60583;2299,57750;1288;10242,25667;2809,94333;1303;3582,67333;1095,31000;1339;211;0;413;12554;7904;-44;0,16;0,16
EDDN;EDDN;2023;12;890;10722,02000;2138,39667;1209;9642,15167;3371,78167;1220;3425,02667;1106,09000;1246;170;0;158;17416;10901;-270;0,14;0,14
EDDP;EDDP;2023;1;1039;12118,00167;2391,74833;2217;22574,50167;8415,88167;2374;9424,44333;4420,32333;3073;341;0;13205;27736;0;0;0,11;0,11
EDDP;EDDP;2023;2;973;11378,10250;2326,24750;1981;20173,69000;7543,94333;2172;8764,50500;4234,17833;2896;244;0;11097;48228;0;-3;0,08;0,08
EDDP;EDDP;2023;3;1154;13705,48250;2485,23417;2496;25615,03167;10153,71833;2626;10542,53500;5387,36500;3325;702;0;17944;51656;2;-2;0,21;0,21
EDDP;EDDP;2023;4;1240;14311,96250;2357,42083;2659;27548,67000;10053,31333;2421;10320,58500;3916,23167;3214;239;0;8901;30558;0;-2;0,07;0,07
EDDP;EDDP;2023;5;1333;15347,80417;2393,97917;2855;29556,30667;10822,99333;2725;11542,01167;4478,02167;3529;382;0;16160;33752;0;-4;0,11;0,11
EDDP;EDDP;2023;6;1374;15903,79500;2281,13833;3095;32232,24000;10964,54333;2817;11985,78667;4580,46333;3436;355;0;9523;47433;0;-17;0,10;0,10
EDDP;EDDP;2023;7;1439;16636,27667;2418,54000;3280;33903,98833;12423,97833;2939;12406,76333;4885,18667;3524;271;0;13308;42084;0;-42;0,08;0,08
EDDP;EDDP;2023;8;1380;15874,27000;2119,64667;3220;33482,59833;12836,50167;2944;12346,94667;5036,65333;3487;426;0;12823;60469;0;0;0,12;0,12
EDDP;EDDP;2023;9;1384;15951,41333;1991,15333;3117;31972,97167;11654,62833;2818;11610,61500;4774,01833;3449;484;0;10093;39750;0;0;0,14;0,14
EDDP;EDDP;2023;10;1556;18027,25417;3058,46250;3323;34224,28500;12304,36500;3022;12645,35333;5598,09667;3658;536;0;12230;45851;0;-10;0,15;0,15
EDDP;EDDP;2023;11;1203;14028,20917;2634,67417;2535;26134,37000;9432,98000;2653;10956,35000;5686,38333;3226;416;0;14993;65981;0;0;0,13;0,13
EDDP;EDDP;2023;12;1056;12302,83167;2365,70167;2165;22213,26833;7778,21500;2417;9920,92333;5226,09333;2826;1228;0;13214;67206;0;-887;0,43;0,43
EDDR;EDDR;2023;1;46;477,02000;170,31333;101;312,00000;336,00000;105;390,00000;93,00000;116;0;0;0;1096;0;0;0,00;0,00
EDDR;EDDR;2023;2;53;547,49000;114,22667;135;416,00000;629,00000;129;488,30000;154,70000;144;0;0;0;510;0;0;0,00;0,00
EDDR;EDDR;2023;3;67;690,54667;173,97000;172;542,00000;652,00000;173;663,00000;85,00000;193;0;0;0;1879;0;0;0,00;0,00
EDDR;EDDR;2023;4;64;649,14667;232,52000;220;764,00000;939,00000;209;778,00000;4157,00000;230;0;0;0;2208;0;0;0,00;0,00
EDDR;EDDR;2023;5;44;460,53333;86,23333;261;958,90000;963,10000;227;880,00000;197,00000;262;0;0;0;3783;0;0;0,00;0,00
EDDR;EDDR;2023;6;44;460,16667;75,11667;286;1001,00000;994,00000;212;794,00000;228,00000;291;0;0;0;3813;0;0;0,00;0,00
EDDR;EDDR;2023;7;62;648,93333;222,03333;277;977,40000;766,60000;270;1037,00000;295,00000;287;0;0;0;3552;0;0;0,00;0,00
EDDR;EDDR;2023;8;54;566,19000;133,91000;284;1005,00000;994,71667;277;1068,00000;297,01667;286;0;0;0;4480;0;0;0,00;0,00
EDDR;EDDR;2023;9;54;567,00000;144,01667;265;937,00000;654,00000;255;971,00000;351,00000;289;0;0;0;3171;0;0;0,00;0,00
EDDR;EDDR;2023;10;57;607,52500;217,65833;276;896,50000;916,50000;264;998,00000;326,00000;282;0;0;0;5030;0;0;0,00;0,00
EDDR;EDDR;2023;11;61;647,10833;205,09167;153;477,00000;441,00000;153;568,00000;137,00000;165;0;0;0;1624;0;0;0,00;0,00
EDDR;EDDR;2023;12;33;349,93750;227,21250;100;315,00000;255,00000;103;378,00000;98,00000;110;0;0;0;881;0;0;0,00;0,00
EDDS;EDDS;2023;1;1929;22074,29000;3741,44333;2034;17112,56167;3938,03833;2355;7774,16667;3204,80000;2410;75;7;1323;14857;2147;-8;0,03;0,03
EDDS;EDDS;2023;2;1841;21449,54583;3365,47083;2278;17209,49667;4988,30333;2388;8392,32500;3390,24167;2380;52;0;2668;18612;3115;-12;0,02;0,02
EDDS;EDDS;2023;3;2179;24929,85000;4308,66667;2804;23123,46333;6870,83667;2869;8413,56667;4111,03333;2898;64;4;2470;28940;3894;-20;0,02;0,02
EDDS;EDDS;2023;4;2541;29620,48417;4697,29917;3352;25897,71500;8942,31833;3374;11864,26167;6022,20500;3413;475;6;1705;35664;3435;-20;0,14;0,14
EDDS;EDDS;2023;5;3076;37226,71250;5552,57083;4028;26412,89833;10335,55167;3989;17157,23333;7179,21667;4082;172;9;2122;48312;4867;-46;0,04;0,04
EDDS;EDDS;2023;6;3223;38554,95500;5459,24500;4252;28749,37833;12089,92167;4301;17583,93167;7947,45167;4298;321;18;2783;58778;3328;-1;0,07;0,07
EDDS;EDDS;2023;7;3267;37341,56250;6248,95417;4290;35195,22167;12370,96167;4318;13159,71167;7639,22167;4355;159;7;2664;78655;3984;0;0,04;0,04
EDDS;EDDS;2023;8;3357;38945,53833;5658,54500;4399;34644,91333;12703,65333;4425;15274,20333;8440,11333;4456;318;6;1939;82518;3209;0;0,07;0,07
EDDS;EDDS;2023;9;3343;39542,91417;5323,75250;4393;31286,88500;13060,56500;4364;16867,07500;8261,04167;4389;527;11;3405;56931;3480;-2;0,12;0,12
EDDS;EDDS;2023;10;3246;37428,85167;6034,51500;4200;33969,29833;12483,95167;4200;13619,48333;7291,40000;4235;197;15;2661;49596;3079;-2;0,05;0,05
EDDS;EDDS;2023;11;2508;28448,44667;5026,50333;3005;26459,51333;6952,27000;3080;8807,89167;4941,10833;3099;31;6;2592;25887;3235;-1;0,01;0,01
EDDS;EDDS;2023;12;2219;25346,97000;4529,49667;2489;22276,28667;5866,88000;2704;8133,37333;4450,36000;2715;167;8;2117;33073;3694;0;0,06;0,06
EDDV;EDDV;2023;1;911;10011,51333;2361,92000;1176;7779,21333;2684,58667;1247;4785,34500;1825,17167;1332;251;0;7065;8946;0;-165;NA;0,19
EDDV;EDDV;2023;2;845;9310,88250;2381,51750;1222;7964,41167;3186,15500;1258;4784,03500;1944,81500;1337;370;0;10258;11196;0;-303;NA;0,28
EDDV;EDDV;2023;3;1050;11600,68750;2568,24583;1351;9114,21000;3006,22333;1454;5712,48500;2282,28167;1595;877;0;9437;19194;0;-1638;0,55;0,55
EDDV;EDDV;2023;4;1060;11615,53833;2543,69500;1655;11566,94667;4305,93667;1658;6061,52333;2412,64333;2042;467;0;12166;23158;300;-453;0,23;0,23
EDDV;EDDV;2023;5;1124;12509,80167;2339,03167;1633;11374,21833;4187,96500;1651;5870,44500;2412,02167;2212;502;0;10800;23574;0;-748;0,23;0,23
EDDV;EDDV;2023;6;1211;13280,86333;2352,65333;1943;13213,10000;4671,20000;1855;6934,07167;2930,26167;2225;513;0;13669;30816;0;-714;0,23;0,23
EDDV;EDDV;2023;7;1244;13757,03833;2225,17833;2079;14455,78500;4910,68167;2043;8473,41500;3173,41833;2377;870;0;10495;39820;0;-1538;0,37;0,37
EDDV;EDDV;2023;8;1160;12799,65333;2020,79667;2220;15485,99667;5594,80333;2203;9319,28333;3511,46667;2314;910;0;11529;31212;0;-501;0,39;0,39
EDDV;EDDV;2023;9;1277;13863,71667;2233,28333;2061;15090,46833;5131,14833;2116;8487,62500;3086,99167;2384;564;0;8199;30217;0;-1107;0,24;0,24
EDDV;EDDV;2023;10;1326;14556,54667;2900,73667;2202;16482,41667;4979,08333;2210;9395,70000;3581,40000;2434;851;0;12417;36263;0;-1871;0,35;0,35
EDDV;EDDV;2023;11;1176;12984,89417;2908,60583;1613;11393,51000;3615,74000;1686;6765,69167;2643,99167;1884;441;0;8939;24914;0;-685;0,23;0,23
EDDV;EDDV;2023;12;981;10767,47500;2667,29167;1301;9374,71167;2721,05500;1450;5885,36500;1913,30167;1546;296;0;8455;19155;0;-522;0,19;0,19
EDDW;EDDW;2023;1;505;5975,49417;1116,83917;620;3864,32333;1268,76000;607;1469,66667;729,28333;688;87;309;0;4116;88;-82;0,13;0,13
EDDW;EDDW;2023;2;492;5741,10917;1345,10750;725;4128,78667;1704,26333;708;1701,26667;828,71667;810;84;489;0;3745;73;-20;0,10;0,10
