AIRPORT;APT_ICAO;YEAR;MONTH_NUM;NB_ASMA_FL;ASMA_REF_TIME_MIN;ADD_ASMA_TIME_MIN;NB_TAXI_OUT_FL;TAXI_OUT_REF_TIME_MIN;ADD_TAXI_OUT_TIME_MIN;NB_TAXI_IN_FL;TAXI_IN_REF_TIME_MIN;ADD_TAXI_IN_TIME_MIN;NB_DLY_DEP_FL;DLY_89_MIN;DLY_999_MIN;DLY_ZZZ_MIN;DLY_OTHER_MIN;UN_RPTED_DLY_MIN;OV_RPTED_DLY_MIN;DLY_89_PER_FL_MM;DLY_89_PER_FL_YY
BIKF;BIKF;2019;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BIKF;BIKF;2019;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EBBR;EBBR;2019;1;6844;73008,89500;17600,57167;8031;61236,50000;24422,50000;8122;33306,50000;10164,50000;8498;8467;0;17110;102271;6010;-3847;1,00;1,00
EBBR;EBBR;2019;2;6160;65970,98833;16510,74500;7311;55634,50000;20690,50000;7297;30012,40000;8328,60000;7628;5823;0;14214;75847;4935;-2292;0,76;0,76
EBBR;EBBR;2019;3;7097;76429,79000;22132,04333;8656;66576,50000;23761,50000;8474;35695,00000;9280,00000;8922;6808;0;22727;138363;8433;-3806;0,76;0,76
EBBR;EBBR;2019;4;7620;87429,13000;22468,10333;8615;71646,90000;25848,10000;8574;33617,90000;9977,10000;9737;7298;0;21975;150482;7341;-2367;0,75;0,75
EBBR;EBBR;2019;5;8263;90869,94167;21252,12500;9797;76616,60000;30726,40000;9905;39734,20000;11311,80000;10382;10442;0;23308;137480;7684;-1359;1,01;1,01
EBBR;EBBR;2019;6;8230;91488,11167;22382,30500;9756;76261,60000;32258,40000;9629;38759,10000;11891,90000;10312;5928;0;25009;173128;8707;-1883;0,57;0,57
EBBR;EBBR;2019;7;8686;95590,58917;21065,42750;10692;83021,60000;34321,40000;10620;42832,20000;13671,80000;11162;8072;0;28440;239565;12318;-3353;0,72;0,72
EBBR;EBBR;2019;8;8308;91050,20833;17699,49167;10413;80180,30000;30659,70000;10271;41855,00000;12745,00000;10698;6648;0;17978;174057;11218;-3591;0,62;0,62
EBBR;EBBR;2019;9;8411;92985,56750;21718,49917;10021;77257,70000;31605,30000;9987;39608,80000;13286,20000;10615;7401;0;23644;174665;9597;-1756;0,70;0,70
EBBR;EBBR;2019;10;8151;90633,84000;22247,69333;9733;76443,00000;30990,00000;9664;37209,60000;11878,40000;10169;8006;0;24322;120192;7364;-3236;0,79;0,79
EBBR;EBBR;2019;11;6997;77310,15917;17125,45750;8209;64058,90000;25471,10000;8192;31973,80000;10481,20000;8889;7609;0;22687;70586;5027;-1590;0,86;0,86
EBBR;EBBR;2019;12;6948;76568,50583;19266,99417;8231;64124,10000;22591,90000;8124;31496,60000;10014,40000;8604;7435;0;23739;108079;6793;-1378;0,86;0,86
EBCI;EBCI;2019;1;1459;15479,76083;3025,68917;2262;16300,00000;5499,00000;2264;10420,40000;1814,60000;2041;182;0;0;26796;140;0;0,09;0,09
EBCI;EBCI;2019;2;1275;13502,16917;2439,79750;2261;15665,00000;5037,00000;2254;9865,40000;1589,60000;1792;153;0;0;20870;2;-3;0,09;0,09
EBCI;EBCI;2019;3;1422;15091,23833;2995,36167;2473;17397,00000;4770,00000;2467;10853,00000;1728,00000;2030;373;0;0;26388;0;-1;0,18;0,18
EBCI;EBCI;2019;4;1706;18440,54500;3241,03833;3006;22824,00000;6630,00000;3014;11339,00000;2181,00000;2445;1265;0;0;29169;8;-3;0,52;0,52
EBCI;EBCI;2019;5;1861;20002,45583;3896,29417;3107;22553,50000;6632,50000;3099;12678,40000;1980,60000;2450;196;0;0;32372;0;-5;0,08;0,08
EBCI;EBCI;2019;6;1963;21201,10750;4202,99250;3163;22860,00000;7181,00000;3165;12781,00000;2083,00000;2474;92;0;0;38217;91;-8;0,04;0,04
EBCI;EBCI;2019;7;2027;21988,46000;3724,25667;3306;23879,00000;7005,00000;3318;13296,00000;2722,00000;2553;60;0;0;46944;50;-216;0,02;0,02
EBCI;EBCI;2019;8;2033;21898,80667;3857,67667;3279;23213,00000;6733,00000;3281;13665,20000;2683,80000;2593;89;0;0;39539;4;-928;0,03;0,03
EBCI;EBCI;2019;9;1931;20903,84333;3733,20667;3032;21837,00000;6415,00000;3027;12408,70000;2359,30000;2421;89;0;0;39429;0;-12;0,04;0,04
EBCI;EBCI;2019;10;1938;21102,69750;4353,21917;3040;21986,50000;6130,50000;3044;12289,00000;2217,00000;2444;666;0;0;28126;0;-9;0,27;0,27
EBCI;EBCI;2019;11;1537;16560,86000;3147,97333;2417;17419,00000;5042,00000;2417;10195,00000;1855,00000;1978;175;0;0;10049;0;-3;0,09;0,09
EBCI;EBCI;2019;12;1612;17428,40833;3572,55833;2526;18105,90000;5812,10000;2525;10814,00000;1788,00000;2079;212;0;0;24101;0;-1;0,10;0,10
EDDB;EDDB;2019;1;2825;33401,03333;6373,20000;2785;20350,16333;7415,27000;3351;16247,46833;4948,36500;3513;0;37743;19368;0;264;-388;NA;NA
EDDB;EDDB;2019;2;2844;33947,42667;5952,05667;2981;20818,13333;7487,18333;3332;16317,02667;4093,84000;3489;0;18659;20668;0;268;-318;NA;NA
EDDB;EDDB;2019;3;3132;37464,40250;6553,71417;3639;24922,71000;8517,47333;3697;18574,98833;4735,47833;3904;0;21487;19593;0;770;-458;NA;NA
EDDB;EDDB;2019;4;2996;34280,23000;5263,07000;3646;31130,79333;8736,29000;3667;13844,79167;3774,55833;3799;0;33352;19388;0;216;-360;NA;NA
EDDB;EDDB;2019;5;3156;37101,57333;5098,26000;3867;28062,39333;8782,24000;3869;17673,54000;4471,61000;3988;0;26259;22651;0;232;-419;NA;NA
EDDB;EDDB;2019;6;3060;35479,45667;4648,36000;3827;28516,26833;9085,71500;3806;16425,91667;4822,28333;4017;0;39187;33591;0;208;-633;NA;NA
EDDB;EDDB;2019;7;3073;35981,46833;4912,33167;3772;26739,21667;9004,51667;3776;17955,78000;4392,68667;3982;0;37808;29271;0;236;-686;NA;NA
EDDB;EDDB;2019;8;2970;34545,21333;4291,62000;3581;26349,86667;8757,18333;3599;16617,16333;4211,25333;3814;0;32274;27299;0;228;-584;NA;NA
EDDB;EDDB;2019;9;3073;36109,76083;5748,48917;3724;25422,87833;8690,05500;3690;17934,71333;4539,68667;3864;0;22780;24635;0;204;-492;NA;NA
EDDB;EDDB;2019;10;3066;35770,44750;5830,81917;3713;27104,32833;9591,63833;3745;17595,89500;4612,35500;3938;0;22447;21136;0;308;-455;NA;NA
EDDB;EDDB;2019;11;2576;29832,13167;4858,38500;2948;23070,93167;7408,10167;3007;13416,71667;3720,00000;3233;0;9965;14063;0;212;-272;NA;NA
EDDB;EDDB;2019;12;2700;31776,43500;5368,91500;2981;21252,39333;7067,42333;3182;16406,00333;4037,06333;3326;0;21430;16989;0;199;-406;NA;NA
EDDC;EDDC;2019;1;537;6094,91667;1340,85000;556;3933,00000;1004,00000;712;2245,40000;851,60000;744;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;2;532;6165,78000;1080,83667;610;4436,00000;988,00000;674;1983,00000;636,00000;697;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;3;625;7251,60667;1135,84333;698;4955,00000;1285,00000;758;2277,00000;748,00000;783;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;4;587;5998,47333;970,26000;757;4657,00000;1285,00000;741;2706,00000;644,00000;793;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;5;668;7203,69000;1002,72667;836;5688,00000;1715,00000;838;2823,00000;1003,00000;860;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;6;678;7246,01000;931,17333;837;5630,00000;1807,00000;831;2758,00000;868,00000;874;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;7;736;8129,25000;1200,33333;899;6202,00000;1841,00000;913;2819,00000;996,00000;923;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;8;706;7793,11000;1139,44000;856;6032,00000;1916,00000;858;2652,00000;858,00000;873;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;9;718;7891,92667;1477,50667;924;6444,00000;2271,00000;914;2826,00000;844,00000;940;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;10;740;8094,80083;1613,66583;893;6368,00000;1716,00000;911;2747,00000;866,00000;934;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;11;645;7040,86333;1414,20333;762;5413,00000;1070,00000;782;2295,00000;736,00000;792;0;0;0;0;0;0;NA;NA
EDDC;EDDC;2019;12;597;6614,68667;1513,91333;677;4966,00000;989,00000;708;2048,00000;608,00000;738;0;0;0;0;0;0;NA;NA
EDDE;EDDE;2019;1;11;109,26667;24,80000;121;523,40000;330,60000;130;443,00000;165,00000;157;0;0;0;755;190;-4;0,00;0,00
EDDE;EDDE;2019;2;18;178,84500;48,15500;122;454,00000;255,00000;137;415,00000;200,00000;135;0;0;0;555;338;0;0,00;0,00
EDDE;EDDE;2019;3;12;118,93000;23,75333;114;396,70000;309,30000;129;384,60000;153,40000;181;0;0;0;481;263;0;0,00;0,00
EDDE;EDDE;2019;4;8;78,56000;29,20667;179;801,00000;490,00000;191;565,00000;350,00000;196;0;0;0;1392;529;0;0,00;0,00
EDDE;EDDE;2019;5;20;197,83333;39,76667;187;831,00000;436,00000;204;630,10000;241,90000;255;0;0;0;2411;1109;0;0,00;0,00
EDDE;EDDE;2019;6;20;196,73333;37,63333;248;996,00000;631,00000;257;743,00000;316,00000;247;0;0;0;2122;371;0;0,00;0,00
EDDE;EDDE;2019;7;0;NA;NA;224;959,00000;623,00000;213;674,00000;233,00000;229;0;0;0;2328;152;-1;0,00;0,00
EDDE;EDDE;2019;8;0;NA;NA;205;911,40000;548,60000;224;675,00000;314,00000;219;0;0;0;1017;299;0;0,00;0,00
EDDE;EDDE;2019;9;0;NA;NA;194;881,00000;492,00000;214;671,00000;209,00000;277;0;0;0;1709;346;0;0,00;0,00
EDDE;EDDE;2019;10;0;NA;NA;184;942,70000;484,30000;210;698,50000;292,50000;271;0;0;0;2136;211;0;0,00;0,00
EDDE;EDDE;2019;11;0;NA;NA;103;388,80000;280,20000;122;398,00000;138,00000;186;0;0;0;904;257;0;0,00;0,00
EDDE;EDDE;2019;12;0;NA;NA;110;412,50000;284,50000;121;362,00000;149,00000;152;0;0;0;592;315;0;0,00;0,00
EDDF;EDDF;2019;1;16820;210506,36833;62336,96500;16993;180630,31833;62570,44833;17946;132766,44333;44223,60667;18879;10165;12901;48514;204246;0;-7505;0,54;0,54
EDDF;EDDF;2019;2;16559;209042,17167;59412,11167;17594;188212,04833;64412,90167;17573;128113,79667;40349,25333;18426;6054;15087;36426;145638;0;-4485;0,33;0,33
EDDF;EDDF;2019;3;18803;234491,38917;74037,09417;20158;216669,78000;82393,70333;20059;148244,27667;44874,65667;21021;31424;23806;57339;244744;1;-8247;1,49;1,49
EDDF;EDDF;2019;4;19605;267999,22083;66956,31250;21037;225572,46667;82752,65000;21075;146282,27167;46655,26167;21825;11596;22353;43352;215447;0;-8535;0,53;0,53
EDDF;EDDF;2019;5;20422;263146,59333;64320,24000;21960;234263,46667;91541,15000;22081;161144,89167;53446,87500;23085;17966;27645;63481;305864;8;-8077;0,78;0,78
EDDF;EDDF;2019;6;20206;264518,41167;58887,03833;21972;237048,71167;86237,85500;21934;158097,64667;54176,48667;22935;9882;33834;64569;367775;14;-10487;0,43;0,43
EDDF;EDDF;2019;7;20781;269364,17333;53485,19333;22691;246563,77167;72755,67833;22661;163834,29500;51167,88833;23561;16806;37247;74877;370252;427;-4269;0,71;0,71
EDDF;EDDF;2019;8;20467;261971,96833;53960,28167;22396;242663,19167;71680,55833;22216;162766,54000;47891,52667;23193;14732;35574;63669;318436;143;-19016;0,64;0,64
EDDF;EDDF;2019;9;20654;262578,14833;61513,06833;22468;242254,06500;95134,88500;22526;166975,17000;57114,73000;23346;17171;28762;64655;274932;7;-6131;0,74;0,74
EDDF;EDDF;2019;10;20440;262336,69833;66507,68500;22275;241375,43333;97874,93333;22167;162842,15000;58097,10000;22963;12033;19905;53522;239914;4;-9380;0,52;0,52
EDDF;EDDF;2019;11;17358;222016,30917;51759,49083;18706;204085,29167;74461,34167;18600;133456,17333;45975,04333;19395;5847;12553;43150;170574;3;-5415;0,30;0,30
EDDF;EDDF;2019;12;16339;206513,95833;55242,39167;17489;191540,15500;66401,87833;17778;128358,05667;45942,37667;18252;11080;15964;39395;203662;1;-5873;0,61;0,61
EDDG;EDDG;2019;1;327;3613,32083;992,12917;584;2169,00000;1767,00000;331;1340,00000;228,00000;626;0;0;0;2573;2530;-19;NA;NA
EDDG;EDDG;2019;2;322;3562,66667;831,25000;635;2298,20000;1848,16667;285;1093,00000;206,00000;702;0;0;0;1843;3344;-12;NA;NA
EDDG;EDDG;2019;3;355;3968,43667;1043,66333;651;2198,00000;1550,00000;331;1307,00000;315,00000;744;26;0;0;2606;4213;-5;NA;NA
EDDG;EDDG;2019;4;340;3652,15167;789,86500;782;3017,90000;1842,10000;400;1435,00000;330,06667;881;14;0;0;2301;3821;-11;NA;NA
EDDG;EDDG;2019;5;354;3868,29583;870,55417;953;3479,00000;2376,00000;488;1946,00000;345,00000;1008;0;0;0;3633;4558;-20;NA;NA
EDDG;EDDG;2019;6;356;3878,43333;647,63333;949;3527,60000;2281,40000;469;1861,00000;419,00000;1045;0;0;0;5489;5454;-25;NA;NA
EDDG;EDDG;2019;7;402;4419,51000;850,75667;1043;3849,00000;2510,00000;537;2211,90000;431,10000;1112;0;0;0;6065;5788;-6;NA;NA
EDDG;EDDG;2019;8;375;4139,16917;804,21417;973;3589,00000;2489,00000;490;1954,00000;548,00000;1051;0;0;0;4516;5770;-6;NA;NA
EDDG;EDDG;2019;9;412;4570,26333;959,90333;1019;3725,50000;2847,50000;564;2192,00000;623,00000;1116;0;0;0;4698;5846;-23;NA;NA
EDDG;EDDG;2019;10;406;4482,45000;950,36667;960;3573,00000;2751,00000;571;2295,00000;649,00000;1030;0;0;0;4958;3738;-19;NA;NA
EDDG;EDDG;2019;11;416;4573,94667;932,03667;759;2754,40000;2193,60000;425;1582,40000;545,60000;836;0;0;0;4222;4001;-15;NA;NA
EDDG;EDDG;2019;12;377;4163,56667;905,88333;658;2379,00000;1822,03333;354;1373,40000;390,60000;722;0;0;0;2799;4099;-49;NA;NA
EDDH;EDDH;2019;1;4802;59124,34000;16566,61000;5203;33550,45667;12613,54333;4980;17859,22500;6897,17500;5418;960;5097;0;55246;2245;-599;0,18;0,18
EDDH;EDDH;2019;2;4664;58084,25333;15298,26333;5098;32674,91000;13213,12333;5000;18341,30000;6764,80000;5175;1164;4927;0;40344;2284;-352;0,22;0,22
EDDH;EDDH;2019;3;5368;66484,75417;18713,52917;5883;36591,27833;15338,88833;5804;22014,46167;7754,03833;6009;1478;5867;0;63221;3642;-1653;0,25;0,25
EDDH;EDDH;2019;4;5501;66890,34167;18670,72500;6152;42291,86333;17001,13667;5968;16563,20500;7889,59500;6271;2028;7140;0;60262;3270;-947;0,32;0,32
EDDH;EDDH;2019;5;5754;70303,66583;17049,53417;5814;34910,67167;16172,89500;6123;22435,23000;8927,72000;6746;2066;8804;0;95668;4478;-1334;0,31;0,31
EDDH;EDDH;2019;6;5651;69896,71500;13478,35167;6468;40772,81833;16911,64833;6378;20677,95500;9321,49500;6519;1543;11941;0;96066;5090;-882;0,24;0,24
EDDH;EDDH;2019;7;5934;73678,37250;13567,69417;6768;41984,83833;15743,16167;6700;24196,28000;9402,77000;6750;1208;10117;0;102186;4438;-777;0,18;0,18
EDDH;EDDH;2019;8;5765;72502,13333;11616,18333;6577;41141,34833;16310,65167;6508;22218,07667;10306,15667;6545;1327;11491;0;84143;4517;-1186;0,20;0,20
EDDH;EDDH;2019;9;6016;75419,12333;16956,19333;6562;43393,49333;18916,45667;6655;24495,38167;9351,21833;6744;2664;11881;0;92427;4027;-559;0,40;0,40
EDDH;EDDH;2019;10;6087;76194,71833;16061,06500;6688;42944,64833;18531,36833;6605;21567,16833;10082,14833;6821;2199;9173;0;85818;4252;-393;0,32;0,32
EDDH;EDDH;2019;11;5067;63762,19000;12216,26000;5233;35659,03667;12164,18000;5257;15766,26333;7217,77000;5471;806;6119;0;32801;1771;-140;0,15;0,15
EDDH;EDDH;2019;12;4884;61297,90750;12762,65917;4969;32005,97500;11107,54167;5166;17518,09000;6439,69333;5277;960;6074;0;47889;2497;-173;0,18;0,18
EDDK;EDDK;2019;1;3194;34953,61417;9615,73583;4322;39705,61500;11871,00167;4206;18608,48167;7884,66833;4865;0;79623;0;0;68;-77;NA;NA
EDDK;EDDK;2019;2;3037;34454,03250;6759,50083;4153;33405,39167;10339,42500;4029;18860,25000;5419,35000;4642;0;42713;0;0;119;-44;NA;NA
EDDK;EDDK;2019;3;3312;35740,68250;8967,98417;4500;41259,79000;12683,87667;4390;19431,12667;5670,19000;5156;0;63471;0;0;21;-129;NA;NA
EDDK;EDDK;2019;4;3403;39956,29167;7086,12500;4974;40430,31667;12526,35000;4832;22291,11833;6043,58167;5559;0;64220;0;0;0;-61;NA;NA
EDDK;EDDK;2019;5;3799;41372,90833;8314,32500;5552;51705,81333;17571,70333;5337;22649,85833;6539,24167;6376;0;107551;0;0;79;-112;NA;NA
EDDK;EDDK;2019;6;3819;42682,21167;7822,65500;5564;47545,15667;16710,82667;5366;24020,59667;7318,02000;6424;0;149633;0;0;58;-139;NA;NA
EDDK;EDDK;2019;7;3911;42697,63417;8583,68250;6000;57336,10500;19475,96167;5790;24174,23833;7324,47833;6787;0;128242;0;0;130;-156;NA;NA
EDDK;EDDK;2019;8;3899;43400,18583;7776,08083;6047;52302,64833;20481,35167;5671;25394,04333;7610,99000;6719;0;111569;0;0;134;-105;NA;NA
EDDK;EDDK;2019;9;4050;44198,05167;9458,64833;5978;54467,45167;20079,64833;5811;24896,50000;8286,38333;6702;0;110583;0;0;53;-184;NA;NA
EDDK;EDDK;2019;10;4092;48372,70333;10084,64667;6254;50341,66333;20617,52000;6067;28196,37833;8864,10500;6779;0;97613;0;0;63;-106;NA;NA
EDDK;EDDK;2019;11;3271;38824,21667;7103,65000;4619;36330,30167;12869,93167;4493;21025,10000;5993,96667;5104;0;47202;0;0;229;-61;NA;NA
EDDK;EDDK;2019;12;3161;36475,92167;7551,96167;4359;36137,30667;12022,91000;4312;19875,91333;5641,55333;4949;0;66187;0;0;94;-64;NA;NA
EDDL;EDDL;2019;1;7373;83949,68917;20018,02750;7339;63461,09500;22045,97167;7985;27629,32667;8644,65667;8429;1996;14868;3788;79135;0;-585;0,24;0,24
EDDL;EDDL;2019;2;7038;79747,75667;19230,87667;7630;65783,89000;21226,07667;7598;26063,45667;7179,72667;7981;1495;12603;3131;53536;0;-361;0,19;0,19
EDDL;EDDL;2019;3;7885;88332,67833;24611,18833;8907;77146,76000;26486,90667;8667;28774,47667;8169,80667;9036;2735;18774;5467;92381;12133;-2059;0,30;0,30
EDDL;EDDL;2019;4;8184;100024,90750;24129,62583;8687;69097,57500;26480,94167;8085;35042,55333;8968,93000;9269;2799;16574;5046;83527;0;-1269;0,30;0,30
EDDL;EDDL;2019;5;8620;101057,51667;24194,63333;9822;83720,25833;35934,87500;9217;34469,12833;10010,62167;10163;4370;17519;5157;108830;0;-2006;0,43;0,43
EDDL;EDDL;2019;6;8437;98565,51333;22613,07000;9093;77979,43000;32824,72000;9272;34093,68500;10575,21500;10025;6726;24064;7895;159645;0;-689;0,67;0,67
EDDL;EDDL;2019;7;8823;103353,57417;22627,64250;9439;81476,56000;34750,54000;9763;36197,63167;11138,61833;10463;8368;24611;10574;170307;0;-3233;0,80;0,80
EDDL;EDDL;2019;8;8622;98637,76167;21971,05500;9751;86959,54167;36815,59167;9815;34487,91500;11056,40167;10267;5571;20644;7277;134356;49;-3053;0,54;0,54
EDDL;EDDL;2019;9;8792;101392,45000;25791,26667;9290;81477,19667;37688,02000;9940;34911,90833;11204,62500;10384;7177;22931;7731;125559;0;-1554;0,69;0,69
EDDL;EDDL;2019;10;9097;105290,86000;32430,84000;9282;81771,70667;41990,76000;10163;35365,36667;11979,51667;10691;7203;22174;7892;116235;0;-832;0,67;0,67
EDDL;EDDL;2019;11;7317;83627,70000;17314,36667;6716;59938,35500;19326,92833;7492;25021,26167;7233,03833;8169;1435;10187;3111;48284;0;-469;0,18;0,18
EDDL;EDDL;2019;12;6852;77272,29667;17721,00333;6902;61885,37000;18028,29667;7261;24062,58333;6477,01667;7722;1518;9998;4047;69803;0;-2987;0,20;0,20
EDDM;EDDM;2019;1;13910;163609,50083;59231,04917;10230;89281,80000;33933,20000;15322;63746,10000;28454,90000;15680;1118;5242;18354;247573;9110;-1887;0,07;0,07
EDDM;EDDM;2019;2;13404;157599,82000;51850,99667;12541;112409,30000;42276,70000;14556;60089,70000;25879,30000;14928;967;7009;15316;174788;12140;-592;0,06;0,06
EDDM;EDDM;2019;3;15331;181486,01333;58212,22000;15841;140144,70000;54032,30000;16663;68985,80000;25021,20000;17109;427;6141;14860;161751;8517;-1275;0,02;0,02
EDDM;EDDM;2019;4;15434;181327,18667;48986,26333;16015;152694,40000;50419,60000;16461;66331,80000;25908,20000;17025;286;6042;16247;144691;9443;-938;0,02;0,02
EDDM;EDDM;2019;5;16782;198886,32833;54443,20500;17776;162399,60000;62405,40000;18078;74714,60000;30886,40000;18739;304;6737;19650;187222;9598;-725;0,02;0,02
EDDM;EDDM;2019;6;16166;191580,82250;48917,21083;17048;160379,50000;60731,50000;17218;70830,50000;30582,50000;18190;1679;9591;26461;270304;15897;-2274;0,09;0,09
EDDM;EDDM;2019;7;16766;200610,18667;49716,13000;17928;163260,00000;64047,00000;18127;75993,30000;29658,70000;18809;1113;9447;29551;265300;16611;-2231;0,06;0,06
EDDM;EDDM;2019;8;16069;192190,68000;40855,95333;17318;160034,50000;59215,50000;17435;72752,80000;30244,20000;18039;1132;10650;31701;225713;11978;-3093;0,06;0,06
EDDM;EDDM;2019;9;16906;203417,73583;55545,79750;18278;168075,70000;64234,30000;18466;77088,20000;27244,80000;18926;574;7956;23869;182784;11189;-918;0,03;0,03
EDDM;EDDM;2019;10;16766;201647,02667;57259,37333;18073;167030,60000;64435,40000;18286;76005,60000;26881,40000;18639;1755;7374;22796;155477;10918;-1861;0,09;0,09
EDDM;EDDM;2019;11;14047;168787,43750;42461,81250;14991;139010,70000;49030,30000;15493;63901,70000;22850,30000;15759;1212;4498;12973;92402;6358;-436;0,08;0,08
EDDM;EDDM;2019;12;13741;164963,02667;43099,55667;13263;123104,30000;40192,70000;15000;62635,50000;22924,50000;15196;892;7963;16510;132015;8546;-2007;0,06;0,06
EDDN;EDDN;2019;1;1359;15838,10083;3967,81583;1761;12270,87167;3938,97833;1795;4416,31500;1774,71833;1848;170;0;550;19172;9108;-42;0,09;NA
EDDN;EDDN;2019;2;1310;14963,91000;2921,07333;1835;12355,24667;4016,87000;1866;4760,97167;1405,12833;1776;110;0;368;12286;10153;-14;NA;NA
EDDN;EDDN;2019;3;1403;16348,49583;3727,40417;1910;13136,13833;4206,79500;1908;4763,64333;1492,40667;1918;149;0;534;13672;12079;-121;NA;NA
EDDN;EDDN;2019;4;1222;13901,18833;2617,61167;1953;13240,63500;4281,99833;1955;4901,32833;1324,62167;1881;211;0;322;12879;7593;-29;0,11;NA
EDDN;EDDN;2019;5;1387;16158,05750;3051,95917;2127;14572,96667;5215,38333;2120;5509,20833;1774,47500;2054;172;0;364;19262;7341;-31;0,08;NA
EDDN;EDDN;2019;6;1430;16471,19083;2432,29250;2437;16908,73333;5416,66667;2456;6383,86333;2098,40333;2308;306;0;1363;32821;7635;-102;0,13;NA
EDDN;EDDN;2019;7;1439;16872,57000;2874,26333;2372;16722,32000;5415,84667;2381;6092,31333;2027,68667;2354;282;0;278;31242;11109;-142;0,12;NA
EDDN;EDDN;2019;8;1405;16281,53833;2734,44500;2478;17707,17667;5816,77333;2475;6344,79167;2286,29167;2372;192;0;466;27541;8570;-153;0,08;NA
EDDN;EDDN;2019;9;1526;17883,02667;3051,54000;2468;17443,40667;5743,71000;2477;6338,03000;2062,43667;2443;257;0;338;20479;6628;-40;0,11;NA
EDDN;EDDN;2019;10;1566;18218,53000;3503,75333;2405;16775,97833;5440,75500;2410;6114,05667;2205,07667;2372;164;0;404;17404;12096;-89;NA;NA
EDDN;EDDN;2019;11;1406;16218,47667;3192,09000;1845;12702,21333;3856,95333;1884;4685,01333;1401,50333;1931;257;0;274;7964;5747;-89;NA;NA
EDDN;EDDN;2019;12;1292;14901,67500;2935,85833;1691;11995,02000;3740,08000;1763;4352,04000;1531,79333;1767;178;0;439;13480;6724;-104;0,10;NA
EDDP;EDDP;2019;1;1122;13003,47500;2841,42500;1728;16401,52667;5785,32333;2526;9958,48333;4546,16667;3012;145;0;8731;30014;0;0;0,05;0,05
EDDP;EDDP;2019;2;1140;13255,87083;2633,34583;2288;21980,34833;7340,75167;2455;9863,57833;3939,22167;2868;179;0;10763;24398;0;0;0,06;0,06
EDDP;EDDP;2019;3;1239;14643,76083;2800,88917;2795;27060,24333;9240,54000;2793;11087,04667;4602,28667;3192;245;0;15436;29427;0;0;0,08;0,08
EDDP;EDDP;2019;4;1110;12391,97000;2446,39667;2359;22694,26833;8202,71500;2559;9323,85667;3425,56000;3136;155;0;11063;20425;0;0;0,05;0,05
EDDP;EDDP;2019;5;1369;15579,06750;2508,54917;2870;28168,31167;10241,98833;3042;11071,71000;4335,39000;3426;225;0;16553;30552;0;-1;0,07;0,07
EDDP;EDDP;2019;6;1363;15190,44667;2113,55333;2951;27933,78333;10952,45000;2889;11040,31500;4224,56833;3303;204;0;17466;46116;0;0;0,06;0,06
EDDP;EDDP;2019;7;1417;16022,42333;2349,24333;3054;29905,82333;10634,37667;3102;11101,10667;4511,12667;3479;233;0;10338;34484;0;-1;0,07;0,07
EDDP;EDDP;2019;8;1357;15111,36167;2288,97167;2887;27621,55500;10293,26167;2944;10959,44333;4932,57333;3268;183;0;7382;33629;0;0;0,06;0,06
EDDP;EDDP;2019;9;1457;16595,66417;2483,16917;2937;28299,66500;10237,06833;3018;12314,37333;5102,17667;3354;430;0;9332;31483;0;-41;0,13;0,13
