bias_s,coverage_pct,mad_s,median_pos_error_nm,milestone,n_compared,n_detected,n_truth,p90_abs_s,p90_pos_error_nm,period,rung,within_10s,within_10s_pct,within_120s,within_120s_pct,within_300s,within_300s_pct,within_30s,within_30s_pct,within_60s,within_60s_pct
0.20782208442687988,93.56,2.2456490993499756,0.21580165815606636,xing-100nm,52361,52361,55968,10.323968887329102,1.1242635459650183,2025,L13_shipped,46974,83.93,48445,86.56,48690,87.0,48206,86.13,48309,86.32
0.3729441165924072,94.21,2.5438430309295654,0.15244896319224696,xing-40nm,53113,53113,56380,17.139292001724243,1.4326377357552051,2025,L13_shipped,45382,80.49,48574,86.15,48823,86.6,48178,85.45,48331,85.72
