adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,k,model,n_ground_truth
0.9903235693331582,67854,0.720351991252786,0.08297237057908238,0.991466729010199,0.7846234981197835,0.0,0.0,0.713381555153707,0.0,66528.0,663,0.9763009308713566,63977,0.6889482316329535,0.08372934101518147,0.9768375729074419,0.7514916467780429,0.0,0.0,0.6726207998654274,0.0,60871.0,1553,2.0,base: trend as shipped,95116
0.6119503188989593,41929,0.720351991252786,0.08297237057908238,0.6126567111838452,0.7846234981197835,0.0,0.0,0.4408196307666428,0.0,-11247.0,26588,0.6471387150923241,42407,0.6889482316329535,0.08372934101518147,0.6474944269704095,0.7514916467780429,0.0,0.0,0.44584507338407836,0.0,-3839.0,23123,2.0,rerank by alignment,95116
0.9898711268736226,67823,0.720351991252786,0.08297237057908238,0.9910137642830007,0.7846234981197835,0.0,0.0,0.7130556373270532,0.0,66435.0,694,0.9786357393560201,64130,0.6889482316329535,0.08372934101518147,0.9791736647631845,0.7514916467780429,0.0,0.0,0.674229362042138,0.0,61330.0,1400,2.0,tie-break by alignment within 0.5 NM,95116
0.9865872703124772,67598,0.720351991252786,0.08297237057908238,0.9877261170694643,0.7846234981197835,0.0,0.0,0.7106901047142437,0.0,65760.0,919,0.9802227987181443,64234,0.6889482316329535,0.08372934101518147,0.9807615964821205,0.7514916467780429,0.0,0.0,0.67532276378317,0.0,61642.0,1296,2.0,tie-break by alignment within 1 NM,95116
0.9795087350584526,67113,0.720351991252786,0.08297237057908238,0.9806394108536194,0.7846234981197835,0.0,0.0,0.705591067748854,0.0,64305.0,1404,0.9805737830001526,64257,0.6889482316329535,0.08372934101518147,0.9811127736891929,0.7514916467780429,0.0,0.0,0.6755645737835906,0.0,61711.0,1273,2.0,tie-break by alignment within 2 NM,95116
0.9716566691478027,66575,0.720351991252786,0.08297237057908238,0.9727782810719191,0.7846234981197835,0.0,0.0,0.6999348164346693,0.0,62691.0,1942,0.9608423622768197,62964,0.6889482316329535,0.08372934101518147,0.9613705072220357,0.7514916467780429,0.0,0.0,0.6619706463686446,0.0,57832.0,2566,2.0,tie-break by alignment within 5 NM,95116
1.0,28,0.00029437739181630853,0.08297237057908238,1.0,0.0003210125653489865,0.0,0.0,0.00029437739181630853,0.0,28.0,0,1.0,172,0.0018083182640144665,0.08372934101518147,1.0,0.0019735634294106848,0.0,0.0,0.0018083182640144665,0.0,172.0,0,2.0,veto: abstain when align > 0.1 deg,95116
1.0,102,0.0010723747844736953,0.08297237057908238,1.0,0.0011694029166284508,0.0,0.0,0.0010723747844736953,0.0,102.0,0,0.9958246346555324,477,0.005035956095714706,0.08372934101518147,0.9958246346555324,0.0054961446667890585,0.0,0.0,0.005014929139156399,0.0,473.0,2,2.0,veto: abstain when align > 0.25 deg,95116
0.995475113122172,440,0.004646957399386013,0.08297237057908238,0.9977324263038548,0.005055947904246538,0.0,0.0,0.004625930442827705,0.0,436.0,2,0.9966044142614601,1174,0.012384877412843266,0.08372934101518147,0.9966044142614601,0.013516614650266202,0.0,0.0,0.01234282349972665,0.0,1166.0,4,2.0,veto: abstain when align > 1 deg,95116
0.9928457869634341,1249,0.013225955675175574,0.08297237057908238,0.9944267515923567,0.014399706502797396,0.0,0.0,0.01313133437066319,0.0,1231.0,9,0.9938271604938271,2737,0.028954119180789772,0.08372934101518147,0.9945494186046512,0.031577014870570956,0.0,0.0,0.028775390050044158,0.0,2703.0,17,2.0,veto: abstain when align > 3 deg,95116
0.9897346019028542,3953,0.04199083224694058,0.08297237057908238,0.9907268170426066,0.04574429056223058,0.0,0.0,0.04155977963749527,0.0,3871.0,41,0.989987163029525,7712,0.08189999579460869,0.08372934101518147,0.9906229929351317,0.08932669359280337,0.0,0.0,0.08107994448883468,0.0,7556.0,78,2.0,veto: abstain when align > 10 deg,95116
