airport,n_truth,n_predicted_here,n_correct,n_assigned,role,recall,count_ratio,run
EGFF,49,46,46,46,arrivals,0.9387755102040817,0.9387755102040817,legacy
EGPE,49,45,45,45,arrivals,0.9183673469387755,0.9183673469387755,legacy
DAOO,48,4,4,4,departures,0.08333333333333333,0.08333333333333333,legacy
EGFF,48,47,46,46,departures,0.9583333333333334,0.9583333333333334,legacy
UBBN,48,0,0,0,departures,0.0,0.0,legacy
ENCN,48,23,23,23,departures,0.4791666666666667,0.4791666666666667,legacy
EHKD,48,36,36,43,arrivals,0.75,0.8958333333333334,legacy
ENAL,48,1,1,1,arrivals,0.020833333333333332,0.020833333333333332,legacy
UBBN,48,1,0,0,arrivals,0.0,0.0,legacy
ORBI,48,1,0,0,arrivals,0.0,0.0,legacy
LFRB,47,41,41,41,departures,0.8723404255319149,0.8723404255319149,legacy
ENAL,46,0,0,0,departures,0.0,0.0,legacy
ENKB,46,0,0,0,departures,0.0,0.0,legacy
