adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,datum,fl_cap,k,legacy,margin,n_ground_truth,penalty_nm,radius_nm,stage,stage2_role
0.9934620720447769,62301,0.6593107363640187,0.08297237057908238,0.9945087397238407,0.7182082912959736,0.0,0.0,0.6550002102695656,0.0,61481.0,410,0.9848101265822785,61851,0.6602990033222591,0.08372934101518147,0.9852336805887413,0.7203277033229301,0.0,0.0,0.6502691450439463,0.0,59943.0,954,field,3000,2.0,,4,95116,10.0,10.0,1,
0.992053633989426,62297,0.6602043820177468,0.08297237057908238,0.9930974015622509,0.7191827937264973,0.0,0.0,0.6549581563564489,0.0,61299.0,499,0.983013716027432,61922,0.6622650237604609,0.08372934101518147,0.9834508608093514,0.72246190563613,0.0,0.0,0.6510156020017662,0.0,59782.0,1070,field,3000,2.0,,4,95116,10.0,15.0,1,
0.9901457475721983,62297,0.6614765128895244,0.08297237057908238,0.991185502219535,0.720570026598184,0.0,0.0,0.6549581563564489,0.0,61057.0,620,0.9817115689381933,61946,0.6634004794146096,0.08372934101518147,0.9821473871131405,0.7237011198825042,0.0,0.0,0.651267925480466,0.0,59638.0,1154,field,3000,2.0,,4,95116,10.0,20.0,1,
0.9847304111407932,62297,0.6651141763741116,0.08297237057908238,0.9857588176653955,0.7245368247271393,0.0,0.0,0.6549581563564489,0.0,60365.0,966,0.9796951103801632,61952,0.6648303124605744,0.08372934101518147,0.9801290975825845,0.7252616118964568,0.0,0.0,0.6513310063501409,0.0,59384.0,1284,field,3000,2.0,,4,95116,10.0,30.0,1,
0.9817204809404497,62299,0.6671748181168258,0.08297237057908238,0.9827580767289248,0.7267724479501054,0.0,0.0,0.6549791833130073,0.0,59979.0,1160,0.9778405593522626,61955,0.6661234702889104,0.08372934101518147,0.978272883737822,0.7266729392326051,0.0,0.0,0.6513625467849783,0.0,59147.0,1404,field,3000,2.0,,4,95116,10.0,40.0,1,
0.9716152778427611,62299,0.6741137137810673,0.08297237057908238,0.9726316118154,0.7343391727047601,0.0,0.0,0.6549791833130073,0.0,58659.0,1820,0.9724707285682895,61960,0.66985575507801,0.08372934101518147,0.9729135589228233,0.7307348081512759,0.0,0.0,0.6514151141763741,0.0,58452.0,1754,field,3000,2.0,,4,95116,10.0,60.0,1,
0.9582250249942321,62299,0.6835337903191891,0.08297237057908238,0.9593612368720934,0.7444969274511603,0.0,0.0,0.6549791833130073,0.0,56867.0,2716,0.9687465799471553,61962,0.6724525842129611,0.08372934101518147,0.9692163303613327,0.7335459886175877,0.0,0.0,0.6514361411329325,0.0,57964.0,1999,field,3000,2.0,,4,95116,10.0,80.0,1,
0.9957576815642458,57037,0.602212035829934,0.08297237057908238,0.9967843973366421,0.6560235714940842,0.0,0.0,0.5996572606080995,0.0,56551.0,243,0.9880487320399921,59690,0.6351402498002439,0.08372934101518147,0.988392310112434,0.6929387736368643,0.0,0.0,0.6275495184826948,0.0,58246.0,722,field,3000,2.0,,8,95116,10.0,5.0,1,
0.9915301401787888,57011,0.6045039740947895,0.08297237057908238,0.9925658971412654,0.6585114188755389,0.0,0.0,0.5993839101728415,0.0,56037.0,487,0.9853442728442728,61249,0.6535178098322049,0.08372934101518147,0.9857407258388992,0.7129497888746099,0.0,0.0,0.6439400311198957,0.0,59427.0,911,field,3000,2.0,,8,95116,10.0,10.0,1,
0.9875617150281507,57007,0.6068905336641575,0.08297237057908238,0.9885892655857106,0.661113913601761,0.0,0.0,0.5993418562597249,0.0,55571.0,718,0.9834842064714946,61275,0.655031750704403,0.08372934101518147,0.9838789961303168,0.7146020745364421,0.0,0.0,0.6442133815551537,0.0,59217.0,1029,field,3000,2.0,,8,95116,10.0,15.0,1,
0.9816945066299294,57007,0.6105176836704655,0.08297237057908238,0.9827268182523402,0.6650577822617628,0.0,0.0,0.5993418562597249,0.0,54881.0,1063,0.9821477219916348,61287,0.656051558097481,0.08372934101518147,0.9825413620623317,0.7157150725169819,0.0,0.0,0.6443395432945036,0.0,59059.0,1114,field,3000,2.0,,8,95116,10.0,20.0,1,
0.9745119491264659,57007,0.6150174523739433,0.08297237057908238,0.9755292023888974,0.6699646886178117,0.0,0.0,0.5993418562597249,0.0,54025.0,1491,0.9799344471980175,61290,0.6575654989696791,0.08372934101518147,0.9803262955854126,0.717367358178814,0.0,0.0,0.644371083729341,0.0,58780.0,1255,field,3000,2.0,,8,95116,10.0,30.0,1,
0.9680925130329943,57010,0.6191282223810926,0.08297237057908238,0.9691128223434817,0.6744359350637439,0.0,0.0,0.5993733966945625,0.0,53252.0,1879,0.9782459500438911,61292,0.6587219815803861,0.08372934101518147,0.9786364362126776,0.718629520837158,0.0,0.0,0.6443921106858993,0.0,58566.0,1363,field,3000,2.0,,8,95116,10.0,40.0,1,
0.948065122312208,57010,0.63220698936036,0.08297237057908238,0.9490436317024854,0.6886980647528204,0.0,0.0,0.5993733966945625,0.0,50764.0,3123,0.9709646760652622,61297,0.6637158837629842,0.08372934101518147,0.9713493384042469,0.7240797686800073,0.0,0.0,0.6444446780772951,0.0,57631.0,1833,field,3000,2.0,,8,95116,10.0,60.0,1,
