adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,k,n_ground_truth,penalty_nm,radius_nm,slope_ft_nm
0.9881417774302841,53081,0.5647630261995878,0.08297237057908238,0.9903571631152035,0.6063583417408053,0.8181818181818182,0.08895083628991383,0.5580659405357669,0.009020564363514024,51807.0,637,0.9870722841948826,55127,0.5871672484124648,0.08372934101518147,0.9878885893980234,0.6385395630622361,0.4617737003058104,0.018960321446509294,0.5795765170949156,0.0034379073972833174,53683.0,722,2.0,95116,10.0,40.0,150.0
0.9876276767939869,53084,0.5650889440262417,0.08297237057908238,0.9898524159564618,0.6067022837751078,0.8181818181818182,0.08895083628991383,0.5580974809706043,0.009020564363514024,51754.0,665,0.9863257920165446,55324,0.58971151015602,0.08372934101518147,0.9871535667638797,0.6413048467046081,0.4617737003058104,0.018960321446509294,0.581647672315909,0.0034379073972833174,53790.0,767,2.0,95116,10.0,40.0,200.0
0.9865472518488239,53094,0.5658143740275032,0.08297237057908238,0.989088163111195,0.607286985233422,0.8181818181818182,0.08895083628991383,0.5582026157533958,0.009020564363514024,51646.0,724,0.9853952189844705,56473,0.6025274401783086,0.08372934101518147,0.9862366043286405,0.6552689553882871,0.4617737003058104,0.018960321446509294,0.5937276588586567,0.0034379073972833174,54799.0,837,2.0,95116,10.0,40.0,250.0
0.9849318876841813,53142,0.5672547205517473,0.08297237057908238,0.987812458794055,0.6086283591672017,0.8191365227537923,0.08895083628991383,0.5587072627107953,0.009010050885234872,51516.0,813,0.9845504921015632,59521,0.6355923293662475,0.08372934101518147,0.9853941908713693,0.691320910592987,0.46319018404907975,0.018960321446509294,0.6257727406535178,0.0034273939190041635,57653.0,934,2.0,95116,10.0,40.0,300.0
0.9836232232306242,53215,0.5687896883805038,0.08297237057908238,0.987142132075117,0.6098894799596442,0.8191365227537923,0.08895083628991383,0.5594747466251735,0.009010050885234872,51443.0,886,0.9834911779968863,60646,0.6483031246057446,0.08372934101518147,0.9843467790487658,0.7051702772168166,0.46319018404907975,0.018960321446509294,0.6376004037175659,0.0034273939190041635,58610.0,1018,2.0,95116,10.0,40.0,333.0
0.9828868774964271,53644,0.5738046175196602,0.08297237057908238,0.9866564788758643,0.6151861872879024,0.8198830409356725,0.08882412569690826,0.5639850288069305,0.008989023928676563,51776.0,934,0.9814394297789132,62237,0.6667017115942638,0.08372934101518147,0.9822957044537616,0.7252271892785019,0.46319018404907975,0.018960321446509294,0.6543273476596997,0.0034273939190041635,59883.0,1177,2.0,95116,10.0,40.0,400.0
0.9810806054206266,55745,0.5973758358215232,0.08297237057908238,0.9850401732190469,0.6406837567641933,0.8260355029585799,0.08844399391789154,0.5860738466714328,0.008883889145885025,53595.0,1075,0.9758879918494621,63219,0.6810736364018672,0.08372934101518147,0.9771318790282598,0.7405911510923444,0.46319018404907975,0.018960321446509294,0.6646515833298289,0.0034273939190041635,60095.0,1562,2.0,95116,10.0,40.0,500.0
0.9757677505186968,61609,0.6638105050674965,0.08297237057908238,0.979849150061916,0.7128886544987618,0.8533834586466166,0.08628991383679675,0.6477248833003911,0.008389755666764793,58549.0,1530,0.9652976325542697,63811,0.694993481643467,0.08372934101518147,0.9673306893984288,0.7551289700752708,0.46153846153846156,0.01883475640381718,0.6708755624710879,0.0034168804407250096,59223.0,2294,2.0,95116,10.0,40.0,650.0
0.9706341632688471,67131,0.7271331847428403,0.08297237057908238,0.9757381954732812,0.7815853434834449,0.8631875881523272,0.07754688291941206,0.7057803103578788,0.007454056099920098,63069.0,2031,0.9541606534450181,64132,0.7066424155767694,0.08372934101518147,0.9574350304462963,0.7669244538277952,0.46779661016949153,0.017327975891511804,0.6742503889986964,0.003101476092350393,57970.0,3081,2.0,95116,10.0,40.0,800.0
0.9584354712711796,71160,0.7805837083140587,0.08297237057908238,0.968312221841835,0.8372122351646336,0.8803921568627451,0.05689305625950329,0.7481391143445898,0.005361873922368476,64988.0,3086,0.9356002210651851,64330,0.7228857395180621,0.08372934101518147,0.9432399083377402,0.7811180466311731,0.48360655737704916,0.014816675037669513,0.6763320576979688,0.0025652887001135455,55474.0,4428,2.0,95116,10.0,40.0,1000.0
0.936081799178986,74338,0.8349173640607258,0.08297237057908238,0.952878165595911,0.8904773915436118,0.9589442815249267,0.04143436391282311,0.7815509483157408,0.0035850960931914713,64186.0,5076,0.9015418963231703,64609,0.7534484208755625,0.08372934101518147,0.9178097785872844,0.8063612997980539,0.5891891891891892,0.013686589653440483,0.6792653181378527,0.001944993481643467,50497.0,7056,2.0,95116,10.0,40.0,1500.0
0.9871310880925371,53081,0.5653412675049413,0.08297237057908238,0.989515245399932,0.606874254792259,0.8181818181818182,0.08895083628991383,0.5580659405357669,0.009020564363514024,51697.0,692,0.9862263880938752,55134,0.5877454897178183,0.08372934101518147,0.9871629142877661,0.6390903249495135,0.4617737003058104,0.018960321446509294,0.5796501114428697,0.0034379073972833174,53594.0,770,2.0,95116,10.0,60.0,150.0
0.9863247863247864,53084,0.5658354009840616,0.08297237057908238,0.9887127217818045,0.6074016325781895,0.8181818181818182,0.08895083628991383,0.5580974809706043,0.009020564363514024,51612.0,736,0.9853980803817868,55337,0.5904053997224442,0.08372934101518147,0.9863449508489723,0.6419818248577198,0.4617737003058104,0.018960321446509294,0.581784347533538,0.0034379073972833174,53697.0,820,2.0,95116,10.0,60.0,200.0
0.9849918373404571,53095,0.5667185331595105,0.08297237057908238,0.9876899294951551,0.608158305053655,0.8181818181818182,0.08895083628991383,0.558213129231675,0.009020564363514024,51477.0,809,0.9842691148546243,56500,0.6035051936582699,0.08372934101518147,0.9852257229779348,0.6562557371029925,0.4617737003058104,0.018960321446509294,0.5940115227721939,0.0034379073972833174,54694.0,903,2.0,95116,10.0,60.0,250.0
0.9826566082390356,53146,0.5686109592497582,0.08297237057908238,0.9856783069578618,0.6099926625699349,0.8191365227537923,0.08895083628991383,0.5587493166239118,0.009010050885234872,51270.0,938,0.9833033607760967,59599,0.6372324319777956,0.08372934101518147,0.9842547062037451,0.6930305672847439,0.46319018404907975,0.018960321446509294,0.6265927919592919,0.0034273939190041635,57575.0,1012,2.0,95116,10.0,60.0,300.0
0.9809425511915513,53223,0.5704297909920518,0.08297237057908238,0.984682590273351,0.6115060075208658,0.8191365227537923,0.08895083628991383,0.5595588544514067,0.009010050885234872,51155.0,1034,0.981744454676166,60769,0.6507737920013458,0.08372934101518147,0.9827024398151901,0.7077863961813843,0.46319018404907975,0.018960321446509294,0.6388935615459018,0.0034273939190041635,58509.0,1130,2.0,95116,10.0,60.0,333.0
0.9793126094570929,53682,0.5763068253500988,0.08297237057908238,0.9834060324825986,0.6176625699348803,0.8198830409356725,0.08882412569690826,0.5643845409815383,0.008989023928676563,51414.0,1134,0.9786610681999781,62465,0.6710437781235544,0.08372934101518147,0.9796720486738881,0.7298398200844501,0.46319018404907975,0.018960321446509294,0.6567244207073468,0.0034273939190041635,59741.0,1362,2.0,95116,10.0,60.0,400.0
0.9748091070743697,55917,0.6030741410488246,0.08297237057908238,0.9790429247708374,0.6466224892231496,0.8260355029585799,0.08844399391789154,0.5878821649354472,0.008883889145885025,53027.0,1445,0.9705832913094637,63514,0.6879915051095504,0.08372934101518147,0.9721983552227814,0.7478428492748301,0.46153846153846156,0.01883475640381718,0.6677530594221792,0.0034168804407250096,59664.0,1925,2.0,95116,10.0,60.0,500.0
0.9608321421912871,61843,0.67668951595946,0.08297237057908238,0.9661134709216946,0.7260501696780702,0.8494208494208494,0.08362899138367967,0.6501850372177131,0.008168972622902561,56801.0,2521,0.9497873853584816,64104,0.7095861894949325,0.08372934101518147,0.9558364334483738,0.76800302919038,0.4471830985915493,0.015946760421898545,0.67395601160688,0.0029858278312797004,57326.0,3389,2.0,95116,10.0,60.0,650.0
0.9476180423615509,67333,0.7470351991252786,0.08297237057908238,0.9568394806981343,0.8000779601944419,0.8521341463414634,0.07083122149011657,0.7079040329702679,0.0068968417511249425,59889.0,3722,0.9212344937116367,64386,0.7347975104083435,0.08372934101518147,0.9364670248860542,0.7879681476041858,0.37438423645320196,0.009542943244600702,0.6769208124816014,0.0021342360906682367,53376.0,5505,2.0,95116,10.0,60.0,800.0
0.9320016721971103,71341,0.8047647083561126,0.08297237057908238,0.9485685262904648,0.8577685040814454,0.8607888631090487,0.04700963000506842,0.7500420539131166,0.00453130913831532,60931.0,5205,0.8966039098078419,64577,0.7572227595777787,0.08372934101518147,0.9191629987322479,0.8055236827611529,0.34265734265734266,0.006152687091913611,0.6789288868329199,0.001503427393919004,49683.0,7447,2.0,95116,10.0,60.0,1000.0
0.911914435361496,74518,0.8591193910593381,0.08297237057908238,0.9346253067388158,0.9110451251949004,0.9501915708812261,0.031424227065382664,0.7834433744059884,0.0027440178308591615,60122.0,7198,0.8655198644122082,64856,0.7878064678918373,0.08372934101518147,0.8951991602673885,0.8307784101340188,0.47619047619047616,0.005022601707684581,0.6818621472728037,0.0008831321754489255,44702.0,10077,2.0,95116,10.0,60.0,1500.0
