adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,datum,fl_cap,k,legacy,margin,n_ground_truth,penalty_nm,radius_nm,stage,stage2_role
0.9760282987824942,59323,0.6549639543529564,0.07942973523421588,0.9765102880658436,0.7111251580278128,0.0,0.0,0.6392633541309712,0.0,56409.0,1457,0.9292992658652787,54811,0.6355779695901895,0.07982844642722443,0.9302140081122822,0.6900375917836774,0.0,0.0,0.5906421405403075,0.0,46471.0,4170,field,6100,2.0,True,4,92799,0.0,30.0,0,
0.98739791742019,51869,0.5660729102684297,0.07942973523421588,0.9878680531748752,0.6146228402865571,0.0,0.0,0.5589392127070335,0.0,50545.0,662,0.9711609039984547,50277,0.5578723908662809,0.07982844642722443,0.9725698810329819,0.6053916689112435,0.0,0.0,0.5417838554294766,0.0,47291.0,1493,field,2000,2.0,,0,92799,10.0,5.0,1,
0.9846735290766133,51847,0.5673983555857283,0.07942973523421588,0.9851787105478177,0.6160392377206536,0.0,0.0,0.5587021411868662,0.0,50233.0,807,0.9711558336621756,51682,0.5734652313063718,0.07982844642722443,0.972526438598472,0.6223372486561816,0.0,0.0,0.5569241047856119,0.0,48612.0,1535,field,2000,2.0,,0,92799,10.0,10.0,1,
0.9836466771641593,51849,0.5680125863425253,0.07942973523421588,0.9841694664312967,0.6166947605000702,0.0,0.0,0.5587236931432451,0.0,50125.0,862,0.9703100367840253,51702,0.574187221845063,0.07982844642722443,0.9716959855660803,0.6231101638345962,0.0,0.0,0.5571396243494003,0.0,48538.0,1582,field,2000,2.0,,0,92799,10.0,15.0,1,
0.9818959966670454,51850,0.5690363042705202,0.07942973523421588,0.9824169161393005,0.6178068080722948,0.0,0.0,0.5587344691214345,0.0,49938.0,956,0.9696793549596849,51713,0.5746829168417763,0.07982844642722443,0.9710814414211406,0.6236371514562424,0.0,0.0,0.5572581601094839,0.0,48479.0,1617,field,2000,2.0,,0,92799,10.0,20.0,1,
0.9749539317814299,51850,0.5730880720697421,0.07942973523421588,0.975467509500696,0.6222081753055204,0.0,0.0,0.5587344691214345,0.0,49186.0,1332,0.9673642671454488,51724,0.5761807778101057,0.07982844642722443,0.9688500945923165,0.6252064034851448,0.0,0.0,0.5573766958695675,0.0,48234.0,1745,field,2000,2.0,,0,92799,10.0,30.0,1,
0.9707556354377294,51850,0.5755665470533088,0.07942973523421588,0.971282992713036,0.6248887952427775,0.0,0.0,0.5587344691214345,0.0,48726.0,1562,0.9643023580948831,51730,0.5780773499714437,0.07982844642722443,0.965832710978342,0.627232378119474,0.0,0.0,0.5574413517387041,0.0,47900.0,1915,field,2000,2.0,,0,92799,10.0,40.0,1,
0.9498946597050472,51850,0.5882067694694986,0.07942973523421588,0.9504344319389962,0.638596244790935,0.0,0.0,0.5587344691214345,0.0,46380.0,2735,0.9464507866813026,51733,0.5890149678337051,0.07982844642722443,0.9481507276126242,0.6389666358281317,0.0,0.0,0.5574736796732723,0.0,45879.0,2927,field,2000,2.0,,0,92799,10.0,60.0,1,
0.9372074107546318,51851,0.5961809933296695,0.07942973523421588,0.9380212384897878,0.6470595121037599,0.0,0.0,0.5587452450996239,0.0,44903.0,3474,0.9316405546551414,51734,0.5983900688585007,0.07982844642722443,0.9340796244470525,0.6486046538862409,0.0,0.0,0.5574844556514618,0.0,44142.0,3796,field,2000,2.0,,0,92799,10.0,80.0,1,
0.9876957272420568,49769,0.5429907649866916,0.07942973523421588,0.988127146742907,0.5895842112656272,0.0,0.0,0.5363096585092512,0.0,48529.0,620,0.9726356124088015,50259,0.5568271209819071,0.07982844642722443,0.973766299188189,0.6044313803562437,0.0,0.0,0.5415898878220671,0.0,47431.0,1414,field,2000,2.0,,2,92799,10.0,5.0,1,
0.9833330038158129,49736,0.5450382008426815,0.07942973523421588,0.9837803623704408,0.5917966006461581,0.0,0.0,0.5359540512290003,0.0,48050.0,843,0.9725162943148853,51627,0.5720535781635578,0.07982844642722443,0.9736350777934937,0.6209670808399012,0.0,0.0,0.5563314259851938,0.0,48709.0,1459,field,2000,2.0,,2,92799,10.0,10.0,1,
