adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,k,n_ground_truth,penalty_nm,radius_nm,slope_ft_nm
0.9880906076938749,53348,0.5676332057697969,0.08297237057908238,0.9902569311213933,0.609534073190865,0.8177570093457944,0.08869741510390268,0.5608730392363009,0.008999537406955718,52062.0,643,0.9821608639055425,53570,0.5734366457798898,0.08372934101518147,0.9830277593697077,0.6233247659261979,0.49266862170087977,0.02109492717227524,0.5632070314142731,0.0035850960931914713,51624.0,973,2.0,95116,10.0,40.0,150.0
0.9875245252285937,53352,0.5680011775095672,0.08297237057908238,0.9897178518393203,0.6099124094285976,0.8177570093457944,0.08869741510390268,0.5609150931494176,0.008999537406955718,52004.0,674,0.9811985469945056,53753,0.5759598805668867,0.08372934101518147,0.9820757656287228,0.6260671011565999,0.49266862170087977,0.02109492717227524,0.5651309979393583,0.0035850960931914713,51693.0,1030,2.0,95116,10.0,40.0,200.0
0.9864862366664818,53362,0.5687055805542706,0.08297237057908238,0.9889206039209795,0.6105200403558654,0.8177570093457944,0.08869741510390268,0.5610202279322091,0.008999537406955718,51900.0,731,0.9801285484734868,54897,0.5888599184154085,0.08372934101518147,0.9810174231017423,0.6401230034881586,0.49266862170087977,0.02109492717227524,0.5771584170907103,0.0035850960931914713,52671.0,1113,2.0,95116,10.0,40.0,250.0
0.9848954298993029,53403,0.5700618192522814,0.08297237057908238,0.987705916527671,0.6117467669448775,0.8187134502923976,0.08869741510390268,0.5614512805416544,0.008989023928676563,51765.0,819,0.9790389759913312,57824,0.6209470541233861,0.08372934101518147,0.9799109419082905,0.6751193317422435,0.49411764705882355,0.02109492717227524,0.6079313680137937,0.0035745826149123174,55348.0,1238,2.0,95116,10.0,40.0,300.0
0.9836122861872356,53479,0.5716178140375962,0.08297237057908238,0.9870399461400359,0.6130422819407503,0.8187134502923976,0.08869741510390268,0.5622503048908701,0.008989023928676563,51697.0,891,0.9779835083702487,58946,0.6336788763194415,0.08372934101518147,0.978866554532283,0.6889916467780429,0.49411764705882355,0.02109492717227524,0.6197274906430044,0.0035745826149123174,56292.0,1327,2.0,95116,10.0,40.0,333.0
0.9828985031632299,53911,0.5766537701333109,0.08297237057908238,0.9865401015981312,0.6183848482069155,0.8194607268464243,0.08857070451089712,0.5667921275074645,0.008967996972118256,52035.0,938,0.9756423896572847,60523,0.6521931115690315,0.08372934101518147,0.9765391149583367,0.7091633008995778,0.49411764705882355,0.02109492717227524,0.63630724588923,0.0035745826149123174,57501.0,1511,2.0,95116,10.0,40.0,400.0
0.9812354495965272,56057,0.6006245006097818,0.08297237057908238,0.9850887026459546,0.6443066128588462,0.8275862068965517,0.08819057273188038,0.5893540518945288,0.00884183523276841,53913.0,1072,0.9693168387045938,61508,0.6671327642037091,0.08372934101518147,0.9706156937829328,0.7251353956306223,0.49411764705882355,0.02109492717227524,0.6466630219941966,0.0035745826149123174,57614.0,1947,2.0,95116,10.0,40.0,500.0
0.975870302877969,62120,0.6692459733378191,0.08297237057908238,0.9798421178534407,0.7188961753645785,0.8540880503144654,0.08603649265078561,0.6530972707010387,0.00835821523192733,59048.0,1536,0.9579398876751218,62086,0.6813995542285209,0.08372934101518147,0.959939847759019,0.7401207086469617,0.49262536873156343,0.020969362129583124,0.6527398124395475,0.0035640691366331636,56634.0,2726,2.0,95116,10.0,40.0,650.0
0.9705819196907881,67800,0.734419025190294,0.08297237057908238,0.9756207347175838,0.7895762634137393,0.8650568181818182,0.07716675114039534,0.7128138273266328,0.007401488708524328,63690.0,2055,0.9462328092068354,62405,0.6933744059884772,0.08372934101518147,0.9495553487804506,0.7522145217550945,0.5016181229773463,0.01946258161727775,0.6560936120105976,0.0032486647882585475,55313.0,3546,2.0,95116,10.0,40.0,800.0
0.9585575744658177,71957,0.7892257874595231,0.08297237057908238,0.9684584027410988,0.8465445290287077,0.8851485148514852,0.056639635073492144,0.7565183565330754,0.005309306530972707,65735.0,3111,0.9272360975320713,62594,0.7097228647125615,0.08372934101518147,0.9347790299166405,0.7666949697080963,0.5155038759689923,0.01670015067805123,0.6580806594053576,0.0027124773960217,52770.0,4912,2.0,95116,10.0,40.0,1000.0
0.9364806653220786,75220,0.8444636023381976,0.08297237057908238,0.9531021317212854,0.9008415115105934,0.9705882352941176,0.041814495691839836,0.7908238361579545,0.0035745826149123174,65016.0,5102,0.8931856899488927,62916,0.740569409983599,0.08372934101518147,0.9096756435700938,0.7920529649348265,0.6256410256410256,0.01531893520843797,0.6614659994112452,0.0020501282644350056,47868.0,7524,2.0,95116,10.0,40.0,1500.0
0.9870302873318655,53348,0.5682429875099878,0.08297237057908238,0.9893822938003871,0.6100729157112721,0.8177570093457944,0.08869741510390268,0.5608730392363009,0.008999537406955718,51946.0,701,0.9799714661984197,53577,0.5747928844779007,0.08372934101518147,0.9810617193240264,0.6246557738204517,0.49266862170087977,0.02109492717227524,0.5632806257622271,0.0035850960931914713,51387.0,1095,2.0,95116,10.0,60.0,150.0
0.986155523927469,53352,0.5687896883805038,0.08297237057908238,0.9885286221204213,0.6106461524351096,0.8177570093457944,0.08869741510390268,0.5609150931494176,0.008999537406955718,51854.0,749,0.97868506316211,53767,0.5775894697001556,0.08372934101518147,0.9797824696097249,0.6276964384064623,0.49266862170087977,0.02109492717227524,0.5652781866352664,0.0035850960931914713,51425.0,1171,2.0,95116,10.0,60.0,200.0
0.9848479255868892,53363,0.5696623070776736,0.08297237057908238,0.9874744520072753,0.6114257543795286,0.8177570093457944,0.08869741510390268,0.5610307414104883,0.008999537406955718,51721.0,821,0.9772597864768683,54922,0.5908574792884478,0.08372934101518147,0.9783614759224515,0.642153937947494,0.49266862170087977,0.02109492717227524,0.5774212540476892,0.0035850960931914713,52366.0,1278,2.0,95116,10.0,60.0,250.0
0.9825955771424366,53408,0.5714495983851298,0.08297237057908238,0.9855831260868753,0.6131225350820875,0.8187134502923976,0.08869741510390268,0.5615038479330502,0.008989023928676563,51516.0,946,0.976047197640118,57904,0.6237120989108037,0.08372934101518147,0.9771188735445437,0.6779878832384799,0.49411764705882355,0.02109492717227524,0.608772446276126,0.0035745826149123174,55062.0,1421,2.0,95116,10.0,60.0,300.0
0.9809092409543546,53488,0.5732894570839817,0.08297237057908238,0.9845752121607759,0.6146817389709255,0.8187134502923976,0.08869741510390268,0.5623449261953825,0.008989023928676563,51406.0,1041,0.9743970437823749,59066,0.6373060263257496,0.08372934101518147,0.9754877604425453,0.69278960895906,0.49411764705882355,0.02109492717227524,0.6209891080365028,0.0035745826149123174,55962.0,1552,2.0,95116,10.0,60.0,333.0
0.97932511662522,53952,0.5791980318768661,0.08297237057908238,0.9833077903133483,0.6208956250573237,0.8194607268464243,0.08857070451089712,0.5672231801169099,0.008967996972118256,51674.0,1139,0.9706028023198223,60751,0.6580491189705202,0.08372934101518147,0.9717690839388544,0.7153364237194786,0.49411764705882355,0.02109492717227524,0.6387043189368771,0.0035745826149123174,57071.0,1840,2.0,95116,10.0,60.0,400.0
0.9750528761138657,56243,0.6064384540981538,0.08297237057908238,0.9791986179420734,0.6503599926625699,0.8275862068965517,0.08819057273188038,0.5913095588544514,0.00884183523276841,53365.0,1439,0.961579143852663,61818,0.6758904916102443,0.08372934101518147,0.9633871925493015,0.7342803378006242,0.49262536873156343,0.020969362129583124,0.6499222002607342,0.0035640691366331636,56878.0,2470,2.0,95116,10.0,60.0,500.0
0.9612847543308057,62372,0.6821565246646201,0.08297237057908238,0.9664255065927526,0.7321150142162708,0.8501291989664083,0.08337557019766853,0.6557466672273855,0.0081374321880651,57348.0,2512,0.9396147996446158,62397,0.6981685520837714,0.08372934101518147,0.9461788667315175,0.7549109601615568,0.4866666666666667,0.01833249623304872,0.6560095041843643,0.0031540434837461625,54377.0,4010,2.0,95116,10.0,60.0,650.0
0.9481482513973488,68023,0.7542684721813365,0.08297237057908238,0.9570453803923794,0.8081835274695038,0.8545176110260337,0.070704510897111,0.715158332982884,0.0068653013162874805,60583.0,3720,0.9111114341366979,62679,0.7232642247361117,0.08372934101518147,0.9271450580706329,0.774554800807784,0.42857142857142855,0.01167754897036665,0.6589743050590857,0.002281424786576391,50449.0,6115,2.0,95116,10.0,60.0,800.0
