adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,fl_cap,k,legacy,margin,n_ground_truth,penalty_nm,radius_nm,stage,stage2_role
0.9815774119976662,55519,0.6095001023717928,0.07942973523421588,0.9820635734880512,0.6617619515849604,0.0,0.0,0.598271533098417,0.0,53435.0,1042,0.9504848323102927,53422,0.6056638541363593,0.07982844642722443,0.9514836319595341,0.6575166001100818,0.0,0.0,0.5756743068352029,0.0,47856.0,2783,40,2.0,True,4,92799,0.0,30.0,0,
0.9867728630351301,48566,0.5303613185486913,0.07942973523421588,0.9872944237767072,0.5758182328978789,0.0,0.0,0.5233461567473787,0.0,47264.0,651,0.9684292988640815,49448,0.5502214463517926,0.07982844642722443,0.9700251098556183,0.5969715778009392,0.0,0.0,0.5328505695104473,0.0,46224.0,1612,20,2.0,,0,92799,10.0,5.0,1,
0.9857427190381413,48536,0.5305876140906691,0.07942973523421588,0.9862835544898498,0.576052348176242,0.0,0.0,0.5230228774016962,0.0,47132.0,702,0.9682838328181697,50435,0.5612883759523271,0.07982844642722443,0.9698478933907659,0.6089986064105116,0.0,0.0,0.543486459983405,0.0,47131.0,1652,20,2.0,,0,92799,10.0,10.0,1,
0.9852430731756825,48538,0.5308785655017835,0.07942973523421588,0.9858033592623434,0.576356698038114,0.0,0.0,0.5230444293580749,0.0,47084.0,727,0.9676256233218259,50452,0.5618595027963663,0.07982844642722443,0.9691870293530045,0.6096192807204507,0.0,0.0,0.5436696516126251,0.0,47076.0,1688,20,2.0,,0,92799,10.0,15.0,1,
0.9848235843122933,48539,0.5311156370219506,0.07942973523421588,0.9853833817170466,0.5766142248443134,0.0,0.0,0.5230552053362644,0.0,47043.0,748,0.9673542153893341,50463,0.5621396782292912,0.07982844642722443,0.9689144042087477,0.6099237624574019,0.0,0.0,0.5437881873727087,0.0,47057.0,1703,20,2.0,,0,92799,10.0,20.0,1,
0.9835065750815554,48539,0.5318268515824524,0.07942973523421588,0.9840648758236189,0.5773868052629114,0.0,0.0,0.5230552053362644,0.0,46911.0,814,0.966601555019342,50474,0.5627000290951412,0.07982844642722443,0.9681961175477634,0.6105093042592311,0.0,0.0,0.5439067231327924,0.0,46986.0,1744,20,2.0,,0,92799,10.0,30.0,1,
0.9829489074745348,48539,0.5321285789717561,0.07942973523421588,0.9835065750815554,0.5777145666526198,0.0,0.0,0.5230552053362644,0.0,46855.0,842,0.9660326086956522,50481,0.5631095162663391,0.07982844642722443,0.967625071880391,0.6109543160286213,0.0,0.0,0.5439821549801184,0.0,46931.0,1775,20,2.0,,0,92799,10.0,40.0,1,
0.9808632744614638,48539,0.5332600566816452,0.07942973523421588,0.9814384212548274,0.5789319661001077,0.0,0.0,0.5230552053362644,0.0,46645.0,947,0.9652218801980766,50484,0.5636159872412418,0.07982844642722443,0.9669226791289192,0.6114344603061213,0.0,0.0,0.5440144829146866,0.0,46846.0,1819,20,2.0,,0,92799,10.0,60.0,1,
0.9750316373059077,48540,0.5364605222039031,0.07942973523421588,0.9759137882504323,0.5822212857611088,0.0,0.0,0.5230659813144538,0.0,46054.0,1243,0.9622048144548001,50484,0.5653832476643067,0.07982844642722443,0.964576407199358,0.6129217364827675,0.0,0.0,0.5440144829146866,0.0,46518.0,1983,20,2.0,,0,92799,10.0,80.0,1,
0.9875929973287414,44735,0.4881194840461643,0.07942973523421588,0.9880947121968459,0.5299667556304725,0.0,0.0,0.48206338430371015,0.0,43611.0,562,0.9718113148162719,49403,0.5478076272373624,0.07982844642722443,0.9729788281634663,0.5946176997575857,0.0,0.0,0.5323656504919234,0.0,46537.0,1433,20,2.0,,2,92799,10.0,5.0,1,
