adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,arm,candidates,height_ft,k,n_ground_truth,penalty_nm,radius_nm
0.9815331870186876,75581,0.8095693679296858,0.08297237057908238,0.9857043281560293,0.8717440154086031,0.8950354609929078,0.079954384186518,0.7946192018167291,0.007412002186803482,72737.0,1422,0.9563576602349504,62848,0.690903738592876,0.08372934101518147,0.9596902546523016,0.7497705158803011,0.5207547169811321,0.017327975891511804,0.6607510828882628,0.002786071743975777,57112.0,2868,modulo (published),7487938,15000.0,2.0,95116,10.0,30.0
0.9813695296756777,25811,0.27651499222002607,0.08297237057908238,0.9849447460629164,0.29775061909566175,0.8651685393258427,0.029270146984287888,0.27136338786324066,0.002807098700534085,24831.0,490,0.9558705892809528,21509,0.2365742882375205,0.08372934101518147,0.959568853705443,0.25655177161740406,0.5684210526315789,0.006780512305374184,0.2261344043063207,0.000998780436519618,19523.0,993,bucket (proposed),2598185,15000.0,2.0,95116,10.0,30.0
