period,n_gt_flights,n_wholly_inside,n_clipped_start,n_clipped_end,pct_kept,median_observed_fraction_clipped,gate_dep_measured_pct,gate_arr_measured_pct,gate_b_dep_s,gate_b_arr_s,gate_widen_dep_p50_s,gate_widen_arr_p50_s,gate_outside_window_pct
2024,94686,90879,1853,1954,95.98,0.502,100.0,60.65,720.0,311.0,658.0,311.0,0.11
