period,n_gaps,n_null_either_side,null_pct,n_no_gap_turnarounds,raw_n_gaps,raw_n_null_either_side,raw_null_pct,pregap_n,pregap_repeat_pct,pregap_null_pct,other_repeat_pct,other_null_pct
2025,129893,128764,99.13,6460,129893,45698,35.18,129893,68.94,30.44,55.69,9.39
