callsign_lookback_minutes,clean_match_pct,completeness,fragmented_pct,gap_minutes,homogeneity,land_err_p50_s,land_err_p90_s,land_signed_p10_s,land_signed_p50_s,land_signed_p90_s,low_alt_ft,low_alt_gap_minutes,merged_pct,n_apdf_flights,n_flights,n_tracks,off_err_p50_s,off_err_p90_s,off_signed_p10_s,off_signed_p50_s,off_signed_p90_s,period
,84.53779637377964,0.9893730603156211,15.321617852161785,10,0.9999607879935657,416.0,902.0,59.0,359.0,743.0,1000,3,0.14058577405857742,35398,89625,107718,136.0,1007.0,-809.0,0.0,119.0,2025
,84.36373779637378,0.9893573989681793,15.49902370990237,10,0.9999615039168784,416.0,902.0,59.0,359.0,743.0,2500,3,0.13723849372384936,35398,89625,107903,131.0,1001.0,-806.0,1.0,119.0,2025
,84.23430962343096,0.9893331289026823,15.628451882845189,10,0.9999615039168784,417.0,902.0,54.0,359.0,743.0,5000,3,0.13723849372384936,35398,89625,108039,129.0,997.0,-801.0,2.0,119.0,2025
,84.16178521617852,0.989315247732932,15.700976290097628,10,0.9999615039168784,418.0,902.0,51.0,359.0,743.0,7500,3,0.13723849372384936,35398,89625,108122,129.0,998.0,-801.0,2.0,119.0,2025
,84.11938633193863,0.9893031691051682,15.744490934449093,10,0.9999616969878499,418.0,902.0,51.0,359.0,743.0,10000,3,0.13612273361227337,35398,89625,108164,129.0,997.0,-801.0,2.0,119.0,2025
,84.57015341701535,0.9893745288926326,15.28926080892608,10,0.9999607837842698,416.0,902.0,59.0,359.0,743.0,1000,5,0.14058577405857742,35398,89625,107685,139.0,1011.0,-811.0,0.0,119.0,2025
,84.46192468619248,0.9893648123640835,15.399721059972107,10,0.99996105801011,416.0,902.0,59.0,359.0,743.0,2500,5,0.13835425383542538,35398,89625,107802,136.0,1005.0,-807.0,0.0,119.0,2025
,84.38940027894003,0.9893509942403628,15.472245467224546,10,0.99996105801011,417.0,902.0,58.0,359.0,743.0,5000,5,0.13835425383542538,35398,89625,107880,134.0,1001.0,-806.0,1.0,119.0,2025
,84.3436541143654,0.9893400736029715,15.517991631799163,10,0.99996105801011,417.0,902.0,57.0,359.0,743.0,7500,5,0.13835425383542538,35398,89625,107930,134.0,1001.0,-806.0,1.0,119.0,2025
,84.31241283124129,0.9893312557450206,15.54923291492329,10,0.99996105801011,417.0,902.0,57.0,359.0,743.0,10000,5,0.13835425383542538,35398,89625,107960,134.0,1001.0,-806.0,1.0,119.0,2025
,84.60139470013947,0.989375931459795,15.252440725244073,10,0.9999598211809524,416.0,902.0,59.0,359.0,743.0,1000,10,0.14616457461645746,35398,89625,107646,141.0,1016.0,-814.0,0.0,119.0,2025
,84.60139470013947,0.989375931459795,15.252440725244073,10,0.9999598211809524,416.0,902.0,59.0,359.0,743.0,2500,10,0.14616457461645746,35398,89625,107646,141.0,1016.0,-814.0,0.0,119.0,2025
,84.60139470013947,0.989375931459795,15.252440725244073,10,0.9999598211809524,416.0,902.0,59.0,359.0,743.0,5000,10,0.14616457461645746,35398,89625,107646,141.0,1016.0,-813.0,0.0,119.0,2025
,84.60139470013947,0.989375931459795,15.252440725244073,10,0.9999598211809524,416.0,902.0,59.0,359.0,743.0,7500,10,0.14616457461645746,35398,89625,107646,141.0,1016.0,-814.0,0.0,119.0,2025
,84.60139470013947,0.989375931459795,15.252440725244073,10,0.9999598211809524,416.0,902.0,59.0,359.0,743.0,10000,10,0.14616457461645746,35398,89625,107646,141.0,1016.0,-814.0,0.0,119.0,2025
,86.63877266387726,0.9913052984538635,13.177126917712691,15,0.9999458207823088,412.0,888.0,59.0,359.0,746.0,1000,3,0.18410041841004185,35398,89625,104709,136.0,1004.0,-816.0,0.0,114.0,2025
,86.4323570432357,0.991286791331606,13.389121338912133,15,0.9999474364895762,413.0,889.0,59.0,359.0,746.0,2500,3,0.17852161785216178,35398,89625,104925,130.0,996.0,-811.0,1.0,114.0,2025
,86.27615062761507,0.9912556150323172,13.552022315202231,15,0.9999484966572703,414.0,890.0,59.0,359.0,746.0,5000,3,0.17182705718270572,35398,89625,105101,129.0,991.0,-807.0,1.0,114.0,2025
,86.17461645746164,0.991231415757348,13.653556485355649,15,0.9999484966572703,415.0,890.0,59.0,359.0,746.0,7500,3,0.17182705718270572,35398,89625,105215,129.0,991.0,-807.0,1.0,114.0,2025
,86.11771269177127,0.9912160062065752,13.712691771269178,15,0.999948730580247,415.0,890.0,59.0,359.0,746.0,10000,3,0.1695955369595537,35398,89625,105273,129.0,991.0,-806.0,2.0,114.0,2025
,86.67224546722454,0.9913067808620402,13.143654114365411,15,0.9999458165730128,412.0,888.0,59.0,359.0,746.0,1000,5,0.18410041841004185,35398,89625,104676,139.0,1006.0,-821.0,0.0,114.0,2025
,86.53277545327755,0.991294314733734,13.287587168758717,15,0.9999469905828078,413.0,889.0,59.0,359.0,746.0,2500,5,0.1796373779637378,35398,89625,104824,135.0,999.0,-815.0,0.0,114.0,2025
,86.43570432357043,0.9912738540020124,13.391352859135285,15,0.9999480507505019,414.0,890.0,59.0,359.0,746.0,5000,5,0.17294281729428174,35398,89625,104942,134.0,995.0,-811.0,1.0,114.0,2025
,86.36094839609484,0.991256642099471,13.466108786610878,15,0.9999480507505019,414.0,890.0,59.0,359.0,746.0,7500,5,0.17294281729428174,35398,89625,105023,134.0,995.0,-811.0,1.0,114.0,2025
,86.31520223152022,0.9912445061768195,13.51297071129707,15,0.9999480916025071,414.0,890.0,59.0,359.0,746.0,10000,5,0.17182705718270572,35398,89625,105069,134.0,995.0,-811.0,1.0,114.0,2025
,86.7023709902371,0.9913081992568751,13.105718270571828,15,0.9999444726192654,412.0,888.0,59.0,359.0,746.0,1000,10,0.19191073919107393,35398,89625,104636,141.0,1011.0,-822.0,-1.0,114.0,2025
,86.678940027894,0.9913056970420557,13.131380753138075,15,0.9999453724032201,412.0,889.0,59.0,359.0,746.0,2500,10,0.1896792189679219,35398,89625,104667,141.0,1009.0,-821.0,-1.0,114.0,2025
,86.65885634588564,0.9912993355928144,13.160390516039051,15,0.9999468139213442,413.0,889.0,59.0,359.0,746.0,5000,10,0.18075313807531382,35398,89625,104708,139.0,1006.0,-821.0,-1.0,114.0,2025
,86.63096234309623,0.9912931017019291,13.188284518828452,15,0.9999468139213442,413.0,889.0,59.0,359.0,746.0,7500,10,0.18075313807531382,35398,89625,104739,139.0,1006.0,-821.0,-1.0,114.0,2025
,86.61757322175733,0.9912898262778148,13.20278940027894,15,0.9999468547733494,413.0,889.0,59.0,359.0,746.0,10000,10,0.1796373779637378,35398,89625,104755,139.0,1006.0,-821.0,-1.0,114.0,2025
,86.70460251046025,0.9913086175904475,13.094560669456067,15,0.9999421278710693,412.0,889.0,59.0,359.0,746.0,1000,15,0.200836820083682,35398,89625,104621,141.0,1014.0,-826.0,-1.0,114.0,2025
,86.70460251046025,0.9913086175904475,13.094560669456067,15,0.9999421278710693,412.0,889.0,59.0,359.0,746.0,2500,15,0.200836820083682,35398,89625,104621,141.0,1014.0,-826.0,-1.0,114.0,2025
,86.70460251046025,0.9913086175904475,13.094560669456067,15,0.9999421278710693,412.0,889.0,59.0,359.0,746.0,5000,15,0.200836820083682,35398,89625,104621,141.0,1014.0,-826.0,-1.0,114.0,2025
,86.70460251046025,0.9913086175904475,13.094560669456067,15,0.9999421278710693,412.0,889.0,59.0,359.0,746.0,7500,15,0.200836820083682,35398,89625,104621,141.0,1015.0,-826.0,-1.0,114.0,2025
,86.70460251046025,0.9913086175904475,13.094560669456067,15,0.9999421278710693,412.0,889.0,59.0,359.0,746.0,10000,15,0.200836820083682,35398,89625,104621,141.0,1014.0,-826.0,-1.0,114.0,2025
,88.54449093444909,0.9929527979806525,11.139748953974895,20,0.9999051940785054,409.0,877.0,60.0,359.0,748.0,1000,3,0.31576011157601114,35398,89625,102045,133.0,986.0,-821.0,0.0,111.0,2025
,88.31910739191073,0.9929324758630532,11.375174337517434,20,0.9999076899078071,410.0,878.0,59.0,359.0,748.0,2500,3,0.30571827057182704,35398,89625,102280,128.0,976.0,-816.0,1.0,111.0,2025
,88.15509065550907,0.9928985579530496,11.55258019525802,20,0.9999095941743377,411.0,879.0,59.0,359.0,748.0,5000,3,0.2923291492329149,35398,89625,102472,126.0,971.0,-811.0,1.0,112.0,2025
,88.0513249651325,0.9928730425824179,11.661924686192469,20,0.9999108903284208,412.0,879.0,59.0,359.0,748.0,7500,3,0.28675034867503485,35398,89625,102593,126.0,971.0,-811.0,1.0,111.0,2025
,87.98884239888424,0.9928546628662462,11.732217573221757,20,0.9999117854053035,412.0,880.0,59.0,359.0,748.0,10000,3,0.2789400278940028,35398,89625,102664,126.0,971.0,-811.0,1.0,113.0,2025
,88.57461645746164,0.9929542730938311,11.105160390516039,20,0.9999033266175162,409.0,877.0,60.0,359.0,748.0,1000,5,0.3202231520223152,35398,89625,102010,136.0,991.0,-826.0,-1.0,112.0,2025
,88.418410041841,0.9929400276196779,11.270292887029289,20,0.9999053807493454,410.0,878.0,59.0,359.0,748.0,2500,5,0.3112970711297071,35398,89625,102177,131.0,981.0,-820.0,0.0,112.0,2025
,88.31352859135286,0.9929168611544085,11.388563458856346,20,0.999907285015876,411.0,879.0,59.0,359.0,748.0,5000,5,0.297907949790795,35398,89625,102311,129.0,976.0,-816.0,0.0,112.0,2025
,88.23654114365411,0.9928983564779049,11.47112970711297,20,0.9999085811699593,411.0,880.0,59.0,359.0,748.0,7500,5,0.2923291492329149,35398,89625,102399,129.0,976.0,-816.0,0.0,112.0,2025
,88.18521617852161,0.9928832614647898,11.529149232914923,20,0.9999092831758704,411.0,880.0,59.0,359.0,748.0,10000,5,0.28563458856345886,35398,89625,102458,129.0,976.0,-815.0,0.0,111.0,2025
,88.60585774058578,0.9929557019418355,11.06610878661088,20,0.9999019826637688,409.0,877.0,60.0,359.0,748.0,1000,10,0.32803347280334727,35398,89625,101970,139.0,993.0,-826.0,-1.0,112.0,2025
,88.57015341701535,0.9929515652066278,11.108507670850766,20,0.9999037625697578,410.0,878.0,59.0,359.0,748.0,2500,10,0.3213389121338912,35398,89625,102020,138.0,991.0,-826.0,-1.0,111.0,2025
,88.54337517433751,0.9929427120539167,11.150906555090655,20,0.9999060481867184,410.0,878.0,59.0,359.0,748.0,5000,10,0.30571827057182704,35398,89625,102077,136.0,990.0,-826.0,-1.0,111.0,2025
,88.51436541143654,0.9929352524357902,11.185495118549511,20,0.9999073443408016,410.0,879.0,59.0,359.0,748.0,7500,10,0.300139470013947,35398,89625,102115,136.0,990.0,-826.0,-1.0,112.0,2025
,88.49651324965133,0.9929291337402353,11.210041841004184,20,0.9999080463467127,410.0,879.0,59.0,359.0,748.0,10000,10,0.2934449093444909,35398,89625,102144,136.0,989.0,-826.0,-1.0,112.0,2025
,88.60808926080892,0.9929561255546876,11.054951185495119,20,0.9998996379155727,409.0,877.0,60.0,359.0,748.0,1000,15,0.33695955369595537,35398,89625,101955,139.0,996.0,-828.0,-1.0,112.0,2025
,88.59693165969317,0.9929545421352844,11.070571827057183,20,0.9999005180376069,409.0,878.0,59.0,359.0,748.0,2500,15,0.33249651324965135,35398,89625,101974,139.0,996.0,-828.0,-1.0,112.0,2025
,88.59135285913528,0.9929521335534165,11.08284518828452,20,0.9999013621364433,409.0,878.0,59.0,359.0,748.0,5000,15,0.32580195258019523,35398,89625,101990,139.0,995.0,-827.0,-1.0,112.0,2025
,88.59246861924686,0.9929510019056359,11.087308228730823,20,0.9999026582905266,409.0,878.0,59.0,359.0,748.0,7500,15,0.3202231520223152,35398,89625,101997,139.0,995.0,-827.0,-1.0,112.0,2025
,88.58800557880056,0.9929481695574824,11.097350069735008,20,0.9999033194444326,409.0,878.0,59.0,359.0,748.0,10000,15,0.31464435146443515,35398,89625,102010,139.0,995.0,-827.0,-1.0,112.0,2025
,88.61366806136681,0.992956678191786,11.035983263598327,20,0.9998953171814392,409.0,877.0,60.0,359.0,748.0,1000,20,0.3503486750348675,35398,89625,101934,139.0,996.0,-831.0,-1.0,111.0,2025
,88.61366806136681,0.992956678191786,11.035983263598327,20,0.9998953171814392,409.0,877.0,60.0,359.0,748.0,2500,20,0.3503486750348675,35398,89625,101934,139.0,996.0,-831.0,-1.0,111.0,2025
,88.61366806136681,0.992956678191786,11.035983263598327,20,0.9998953171814392,409.0,877.0,60.0,359.0,748.0,5000,20,0.3503486750348675,35398,89625,101934,139.0,996.0,-831.0,-1.0,112.0,2025
,88.61366806136681,0.992956678191786,11.035983263598327,20,0.9998953171814392,409.0,877.0,60.0,359.0,748.0,7500,20,0.3503486750348675,35398,89625,101934,139.0,996.0,-831.0,-1.0,112.0,2025
,88.61366806136681,0.992956678191786,11.035983263598327,20,0.9998953171814392,409.0,878.0,60.0,359.0,748.0,10000,20,0.3503486750348675,35398,89625,101934,139.0,996.0,-831.0,-1.0,111.0,2025
,89.98828451882845,0.9941326261409985,9.546443514644352,25,0.9998531494052458,407.0,871.0,65.0,359.0,752.0,1000,3,0.46527196652719666,35398,89625,100171,131.0,976.0,-826.0,0.0,109.0,2025
,89.75843793584379,0.9941116319621567,9.791910739191074,25,0.9998561784637146,408.0,872.0,59.0,359.0,752.0,2500,3,0.4496513249651325,35398,89625,100415,126.0,971.0,-820.0,1.0,109.0,2025
,89.59665271966527,0.9940760370168862,9.979358437935844,25,0.999860978686313,409.0,873.0,59.0,359.0,752.0,5000,3,0.42398884239888424,35398,89625,100620,124.0,964.0,-815.0,1.0,109.0,2025
,89.48953974895397,0.9940492973632038,10.09539748953975,25,0.9998628857801196,409.0,873.0,59.0,359.0,752.0,7500,3,0.41506276150627613,35398,89625,100747,124.0,964.0,-815.0,1.0,109.0,2025
