clean_match_pct,completeness,fragmented_pct,gap_minutes,homogeneity,land_err_p50_s,land_err_p90_s,land_signed_p10_s,land_signed_p50_s,land_signed_p90_s,low_alt_ft,low_alt_gap_minutes,merged_pct,n_apdf_flights,n_flights,n_tracks,off_err_p50_s,off_err_p90_s,off_signed_p10_s,off_signed_p50_s,off_signed_p90_s,period,v_measure
50.78722601447535,0.988351419251857,49.01725379892292,10,0.999944693999648,382.0,809.0,59.0,342.0,697.0,1000,3,0.19552018660172196,7613,29153,49890,89.0,947.0,-781.0,11.0,114.0,2025,0.9941142578322826
50.75635440606455,0.9883374523284534,49.04812540733372,10,0.999944693999648,382.0,809.0,59.0,342.0,697.0,2500,3,0.19552018660172196,7613,29153,49940,88.0,931.0,-768.0,13.0,114.0,2025,0.9941071926457695
50.752924227352246,0.988305110116795,49.058415943470656,10,0.9999460186809424,382.0,809.0,59.0,342.0,697.0,5000,3,0.1886598291771001,7613,29153,49994,84.0,921.0,-761.0,14.0,114.0,2025,0.994091486522529
50.72891297636607,0.9882837602252349,49.082427194456834,10,0.9999460186809424,382.0,809.0,59.0,342.0,697.0,7500,3,0.1886598291771001,7613,29153,50023,84.0,921.0,-761.0,14.0,114.0,2025,0.9940806860944701
50.71862244022913,0.9882671512947324,49.09271773059376,10,0.9999460186809424,382.0,809.0,59.0,342.0,697.0,10000,3,0.1886598291771001,7613,29153,50043,84.0,921.0,-761.0,14.0,114.0,2025,0.9940722838511472
50.78722601447535,0.9883525922884473,49.0103934414983,10,0.999942554573914,382.0,809.0,59.0,342.0,697.0,1000,5,0.20238054402634378,7613,29153,49878,94.0,956.0,-788.0,10.0,114.0,2025,0.9941137939327017
50.76664494220149,0.9883459045871378,49.030974513772165,10,0.999942554573914,382.0,809.0,59.0,342.0,697.0,2500,5,0.20238054402634378,7613,29153,49900,91.0,942.0,-778.0,11.0,114.0,2025,0.9941104109738002
50.76664494220149,0.9883268167366436,49.037834871196786,10,0.9999438792552083,382.0,809.0,59.0,342.0,697.0,5000,5,0.19552018660172196,7613,29153,49931,89.0,931.0,-771.0,13.0,114.0,2025,0.9941014099255635
50.752924227352246,0.9883155137408477,49.051555586046035,10,0.9999438792552083,382.0,809.0,59.0,342.0,697.0,7500,5,0.19552018660172196,7613,29153,49946,89.0,931.0,-771.0,13.0,114.0,2025,0.9940956921611162
50.74263369121531,0.9883024589136408,49.06184612218296,10,0.9999438792552084,382.0,809.0,59.0,342.0,697.0,10000,5,0.19552018660172196,7613,29153,49961,89.0,931.0,-771.0,13.0,114.0,2025,0.994089088129523
