adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,fl_cap,k,legacy,margin,n_ground_truth,penalty_nm,radius_nm,stage,stage2_role
0.9840103950479147,54525,0.5971077274539597,0.07942973523421588,0.9844190077273055,0.6483588518986749,0.0,0.0,0.5875602107781334,0.0,52753.0,886,0.9537238020538825,52286,0.5907714522785806,0.07982844642722443,0.9546989975715303,0.6413673572156317,0.0,0.0,0.5634327956120216,0.0,47212.0,2537,40,2.0,True,4,92799,0.0,30.0,0,
0.9879258793730599,51875,0.5658358387482624,0.07942973523421588,0.9883399698973079,0.6144004307721121,0.0,0.0,0.55900386857617,0.0,50607.0,634,0.9727292206400842,49937,0.5532063923102619,0.07982844642722443,0.9740763859087894,0.6003677202515487,0.0,0.0,0.5381200228450738,0.0,47137.0,1400,25,2.0,,0,92799,10.0,5.0,1,
0.9866547535311674,51901,0.5668487806980679,0.07942973523421588,0.9871426669456226,0.615453949524746,0.0,0.0,0.5592840440090949,0.0,50497.0,702,0.9725172121097803,51558,0.5712884837121089,0.07982844642722443,0.9738581844282422,0.6199950814488646,0.0,0.0,0.5555878834901238,0.0,48644.0,1457,25,2.0,,0,92799,10.0,10.0,1,
0.9862795028695223,51900,0.5670535242836668,0.07942973523421588,0.9867670545288615,0.6156763590391909,0.0,0.0,0.5592732680309055,0.0,50456.0,722,0.971868935240141,51580,0.5719134904470954,0.07982844642722443,0.9732075471698113,0.6206743099389865,0.0,0.0,0.555824955010291,0.0,48594.0,1493,25,2.0,,0,92799,10.0,15.0,1,
0.9859987081576048,51901,0.5672259399346976,0.07942973523421588,0.9864859727818749,0.6158636512618814,0.0,0.0,0.5592840440090949,0.0,50427.0,737,0.9717627999849301,51587,0.5720535781635578,0.07982844642722443,0.9731009375058948,0.6208265508074622,0.0,0.0,0.555900386857617,0.0,48589.0,1499,25,2.0,,0,92799,10.0,20.0,1,
0.9848760863789897,51901,0.5678724986260628,0.07942973523421588,0.9853622417982989,0.6165659970969706,0.0,0.0,0.5592840440090949,0.0,50307.0,797,0.9714533197755433,51590,0.5722690977273462,0.07982844642722443,0.972790526653216,0.6210607675281938,0.0,0.0,0.5559327147921853,0.0,48558.0,1516,25,2.0,,0,92799,10.0,30.0,1,
0.9842410680421755,51901,0.5682388818845031,0.07942973523421588,0.9847265965924183,0.6169639930701878,0.0,0.0,0.5592840440090949,0.0,50239.0,831,0.9711451588616172,51595,0.5725061692475134,0.07982844642722443,0.9724813872396569,0.6213184059209987,0.0,0.0,0.5559865946831324,0.0,48529.0,1533,25,2.0,,0,92799,10.0,40.0,1,
0.9820992676973149,51901,0.5694781193762863,0.07942973523421588,0.9825826849169838,0.6183101559207754,0.0,0.0,0.5592840440090949,0.0,50009.0,946,0.9707802592711058,51596,0.5727324647894912,0.07982844642722443,0.972115457080413,0.621564333477767,0.0,0.0,0.5559973706613218,0.0,48490.0,1553,25,2.0,,0,92799,10.0,60.0,1,
0.9777882441597588,51901,0.5719889222944213,0.07942973523421588,0.9785625400656134,0.6208503066910147,0.0,0.0,0.5592840440090949,0.0,49543.0,1179,0.968684877499296,51597,0.573982478259464,0.07982844642722443,0.9705981941309255,0.6225480437048401,0.0,0.0,0.5560081466395111,0.0,48261.0,1668,25,2.0,,0,92799,10.0,80.0,1,
0.9887868089545053,49293,0.5372040646989731,0.07942973523421588,0.989143957940362,0.5833450390972514,0.0,0.0,0.5311802928910871,0.0,48175.0,559,0.976079838440876,49783,0.5496072155949956,0.07982844642722443,0.9772102701005025,0.5965968310477685,0.0,0.0,0.5364605222039031,0.0,47343.0,1220,25,2.0,,2,92799,10.0,5.0,1,
0.9876911974019205,49269,0.5375381200228451,0.07942973523421588,0.9880675437189155,0.583696212014796,0.0,0.0,0.5309216694145411,0.0,48041.0,614,0.9754906653901388,50945,0.562775460942467,0.07982844642722443,0.9766126713313524,0.6108957618484384,0.0,0.0,0.5489822088600093,0.0,48385.0,1280,25,2.0,,2,92799,10.0,10.0,1,
0.9872753141093722,49268,0.5377536395866335,0.07942973523421588,0.9876513511346323,0.5839303272931592,0.0,0.0,0.5309108934363517,0.0,47998.0,635,0.9748603351955307,50954,0.5632388280046121,0.07982844642722443,0.9759806926141588,0.6113993277980115,0.0,0.0,0.5490791926637141,0.0,48326.0,1314,25,2.0,,2,92799,10.0,15.0,1,
0.9870184506280425,49269,0.5379045032812854,0.07942973523421588,0.9873942843400537,0.5840942079880133,0.0,0.0,0.5309216694145411,0.0,47973.0,648,0.9747518218855798,50961,0.5633789157210746,0.07982844642722443,0.9758717757224106,0.6115515686664871,0.0,0.0,0.54915462451104,0.0,48321.0,1320,25,2.0,,2,92799,10.0,20.0,1,
0.9858137580535435,49269,0.53856183795084,0.07942973523421588,0.9861886747132649,0.5848082595870207,0.0,0.0,0.5309216694145411,0.0,47851.0,709,0.9744732112126658,50963,0.5635621073502948,0.07982844642722443,0.9755924805697003,0.611750652879109,0.0,0.0,0.5491761764674188,0.0,48293.0,1335,25,2.0,,2,92799,10.0,30.0,1,
0.9852617685877695,49269,0.5388635653401438,0.07942973523421588,0.9856362654290115,0.5851360209767289,0.0,0.0,0.5309216694145411,0.0,47795.0,737,0.9741776410099582,50968,0.5637884028922725,0.07982844642722443,0.975296121242274,0.6119965804358773,0.0,0.0,0.549230056358366,0.0,48266.0,1351,25,2.0,,2,92799,10.0,40.0,1,
0.983275789809807,49269,0.5399519391372752,0.07942973523421588,0.9836487781504551,0.5863183031324625,0.0,0.0,0.5309216694145411,0.0,47593.0,838,0.9737314687452239,50969,0.5640578023470081,0.07982844642722443,0.9748489021497972,0.612289351336792,0.0,0.0,0.5492408323365553,0.0,48219.0,1375,25,2.0,,2,92799,10.0,60.0,1,
0.9794445659304614,49269,0.5420640308624015,0.07942973523421588,0.9799900546991547,0.5885072809851571,0.0,0.0,0.5309216694145411,0.0,47201.0,1034,0.9724495831186919,50969,0.564801344842078,0.07982844642722443,0.9737872795705088,0.6129568689908773,0.0,0.0,0.5492408323365553,0.0,48081.0,1444,25,2.0,,2,92799,10.0,80.0,1,
0.9898101376066887,45460,0.4949191262836884,0.07942973523421588,0.9901766461196663,0.5374233272463361,0.0,0.0,0.48987596849103976,0.0,44524.0,468,0.977673534825723,49395,0.5444347460640739,0.07982844642722443,0.9787777909879919,0.590999051422281,0.0,0.0,0.532279442666408,0.0,47139.0,1128,25,2.0,,4,92799,10.0,5.0,1,
0.9886393314181249,45426,0.4951346458474768,0.07942973523421588,0.9890267798824298,0.537645736760781,0.0,0.0,0.48950958523259946,0.0,44382.0,522,0.976904997766253,50294,0.5547796851259174,0.07982844642722443,0.9779877882783028,0.6022414540174023,0.0,0.0,0.5419670470586968,0.0,47916.0,1189,25,2.0,,4,92799,10.0,10.0,1,
0.9881659379146817,45425,0.49536094138945463,0.07942973523421588,0.9885530238732563,0.5378915578030622,0.0,0.0,0.4894988092544101,0.0,44337.0,544,0.9762214414659238,50292,0.5551460683843575,0.07982844642722443,0.9773027594247959,0.6026396224426461,0.0,0.0,0.5419454951023179,0.0,47842.0,1225,25,2.0,,4,92799,10.0,15.0,1,
0.9879727701776898,45426,0.49546870117134884,0.07942973523421588,0.988359696264224,0.5380086154422438,0.0,0.0,0.48950958523259946,0.0,44320.0,553,0.9761299462438627,50299,0.5552753801226307,0.07982844642722443,0.977210910786447,0.6027801524750852,0.0,0.0,0.5420209269496439,0.0,47839.0,1230,25,2.0,,4,92799,10.0,20.0,1,
0.9865780557727392,45426,0.4961691397536611,0.07942973523421588,0.9869638899752314,0.5387694900969238,0.0,0.0,0.48950958523259946,0.0,44190.0,618,0.975846816435805,50301,0.5554585717518508,0.07982844642722443,0.9769271106449922,0.6029792366877071,0.0,0.0,0.5420424789060226,0.0,47811.0,1245,25,2.0,,4,92799,10.0,30.0,1,
0.9861282969716705,45426,0.49639543529563895,0.07942973523421588,0.9865137793993094,0.539015311139205,0.0,0.0,0.48950958523259946,0.0,44148.0,639,0.9756026608226829,50305,0.555641763381071,0.07982844642722443,0.9766823282724343,0.6031783209003291,0.0,0.0,0.5420855828187804,0.0,47789.0,1258,25,2.0,,4,92799,10.0,40.0,1,
0.9845040202856462,45426,0.49721440963803487,0.07942973523421588,0.9848882336361469,0.5399049491969846,0.0,0.0,0.48950958523259946,0.0,43996.0,715,0.9751870662582871,50306,0.5558896108794276,0.07982844642722443,0.9762657920782472,0.6034476701291706,0.0,0.0,0.5420963587969698,0.0,47746.0,1280,25,2.0,,4,92799,10.0,60.0,1,
0.9798321865360972,45426,0.49958512483970735,0.07942973523421588,0.9803185290690146,0.5424216884393875,0.0,0.0,0.48950958523259946,0.0,43556.0,935,0.9744126135549228,50306,0.5563314259851938,0.07982844642722443,0.9755274588892336,0.6039043927345973,0.0,0.0,0.5420963587969698,0.0,47664.0,1321,25,2.0,,4,92799,10.0,80.0,1,
