adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,height_ft,k,n_ground_truth,penalty_nm,radius_nm
0.9902855965948099,28849,0.3062786492283107,0.08297237057908238,0.9919647577092511,0.3253118407777676,0.814385150812065,0.08895083628991383,0.30330333487531014,0.00906261827663064,28283.0,283,0.9882274002683908,32402,0.34471592581689725,0.08372934101518147,0.9885053948013732,0.37433449605287317,0.40583554376657827,0.01921145153189352,0.34065772320114385,0.003963581311241011,31630.0,386,0.0,2.0,95116,10.0,5.0
0.991387035746291,39826,0.4223474494301695,0.08297237057908238,0.9933226699164699,0.45156149683573327,0.814385150812065,0.08895083628991383,0.4187097859455822,0.00906261827663064,39134.0,346,0.9917709213032975,50498,0.5353147735396778,0.08372934101518147,0.9921568627450981,0.5822585827060768,0.4617737003058104,0.018960321446509294,0.5309096261407124,0.0034379073972833174,49660.0,419,500.0,2.0,95116,10.0,5.0
0.9916479820627803,53073,0.5626813575003154,0.08297237057908238,0.9937005483558811,0.6042259011281299,0.8181818181818182,0.08895083628991383,0.5579818327095336,0.009020564363514024,52179.0,447,0.9916819704007778,55080,0.5839396105807645,0.08372934101518147,0.9920712324808554,0.6353038369744813,0.4617737003058104,0.018960321446509294,0.5790823836157954,0.0034379073972833174,54156.0,462,1000.0,2.0,95116,10.0,5.0
0.9923629046313754,62631,0.6635371546322385,0.08297237057908238,0.9944772668892885,0.7141153810877741,0.8502475247524752,0.0870501773948302,0.6584696581016863,0.008494890449556331,61667.0,482,0.9910283924990325,56336,0.5976491862567812,0.08372934101518147,0.9917391841561788,0.6500481916651367,0.4617737003058104,0.018960321446509294,0.5922873123344127,0.0034379073972833174,55316.0,510,2000.0,2.0,95116,10.0,5.0
0.9916879795396419,66693,0.7070524412296564,0.08297237057908238,0.9939024390243902,0.761487663945703,0.853904282115869,0.08590978205778003,0.7011754068716094,0.008347701753648178,65575.0,559,0.989301624048546,56408,0.5994575045207957,0.08372934101518147,0.9905798249784304,0.6516545805030292,0.4601226993865031,0.01883475640381718,0.5930442827705118,0.0034273939190041635,55188.0,610,5000.0,2.0,95116,10.0,5.0
0.991573700450985,66840,0.7086925438412044,0.08297237057908238,0.9938416246094689,0.7632761625240759,0.8531645569620253,0.08540293968575773,0.702720888178645,0.008305647840531562,65704.0,568,0.9883745323590084,56537,0.60139198452416,0.08372934101518147,0.9896449444512698,0.6537658344042592,0.4601226993865031,0.01883475640381718,0.5944005214685226,0.0034273939190041635,55207.0,665,8000.0,2.0,95116,10.0,5.0
0.9911232957913456,66881,0.7094495142773035,0.08297237057908238,0.9934730745569943,0.7640901586719252,0.8522292993630574,0.08476938672072985,0.7031519407880903,0.008253080449135792,65683.0,599,0.9877737799979041,56554,0.601938685394676,0.08372934101518147,0.9890580065932525,0.6543510189094914,0.4601226993865031,0.01883475640381718,0.5945792505992683,0.0034273939190041635,55154.0,700,10000.0,2.0,95116,10.0,5.0
0.9906883789785345,66921,0.7101854577568443,0.08297237057908238,0.9930302621520752,0.7648926900852976,0.8522292993630574,0.08476938672072985,0.7035724799192565,0.008253080449135792,65663.0,629,0.986776686495822,56565,0.6026641153959376,0.08372934101518147,0.988124638747307,0.655096842298513,0.4601226993865031,0.01883475640381718,0.594694898860339,0.0034273939190041635,55049.0,758,15000.0,2.0,95116,10.0,5.0
0.9903814850987007,66928,0.7104798351486605,0.08297237057908238,0.992733538092741,0.7652137026506466,0.8520408163265306,0.08464267612772428,0.7036460742672106,0.008242566970856638,65628.0,650,0.98591819306715,56571,0.6032528701795702,0.08372934101518147,0.987347753044939,0.6556820268037452,0.4601226993865031,0.01883475640381718,0.5947579797300139,0.0034273939190041635,54955.0,808,20000.0,2.0,95116,10.0,5.0
0.9900158267635009,66932,0.7107847260187561,0.08297237057908238,0.9923622967023092,0.7655461799504724,0.8520408163265306,0.08464267612772428,0.7036881281803272,0.008242566970856638,65582.0,675,0.9856627702384892,56580,0.6035051936582699,0.08372934101518147,0.9871252142882133,0.6559344593354139,0.4601226993865031,0.01883475640381718,0.5948526010345263,0.0034273939190041635,54934.0,823,25000.0,2.0,95116,10.0,5.0
