n_ground_truth,adep_coverage,ades_coverage,adep_accuracy,ades_accuracy,adep_overall,ades_overall,k,adep_correct,adep_wrong,adep_score,ades_correct,ades_wrong,ades_score,adep_gt_ooa_share,adep_pred_ooa_share,adep_ooa_recall,adep_ooa_precision,adep_inarea_coverage,adep_inarea_accuracy,ades_gt_ooa_share,ades_pred_ooa_share,ades_ooa_recall,ades_ooa_precision,ades_inarea_coverage,ades_inarea_accuracy,run,period,tracks_table,trend_max_fl,trend_radius_nm,trend_smooth_half_window,trend_vote_margin,trend_rank_by,trend_sched_penalty_nm,trend_smooth_before_cut,trend_radius_exact,trend_bearing_tiebreak_nm,trend_ooa,endpoint_radius_nm,endpoint_height_ft,endpoint_sched_penalty_nm,endpoint_candidate_radius_nm,adep_mode,ades_mode
95116,0.6745552798687918,0.6698662685562892,0.9882327270460248,0.9819351800988778,0.6666176037680306,0.657765255056983,2.0,63406,755,61896.0,62564,1151,60262.0,0.08297237057908238,0.0,0.0,0.0,0.7346716500045859,0.989466456515972,0.08372934101518147,0.0,0.0,0.0,0.7305971176794566,0.9825828844251095,legacy,2025,config,40,30.0,2,4,ring,0.0,False,False,0.0,False,40.0,15000.0,10.0,110.0,trend,trend
95116,0.7410320030278817,0.6871924807603348,0.9895721014698371,0.9817939813044076,0.7333045964927036,0.6746814416081416,2.0,69749,735,68279.0,64173,1190,61793.0,0.08297237057908238,0.015339164809285504,0.16991890522047642,0.9191226867717615,0.7918921397780427,0.9903868427148482,0.08372934101518147,0.0051726313133437065,0.03515821195379206,0.5691056910569106,0.7464429961446668,0.9821532880376302,trend,2025,config,60,20.0,2,2,haversine,10.0,True,True,2.0,True,30.0,15000.0,10.0,110.0,endpoint,trend
95116,0.8003175070440305,0.7014592707851466,0.9814247993379136,0.9621852517985612,0.7854514487573069,0.6749337650868413,2.0,74709,1414,71881.0,64197,2523,59151.0,0.08297237057908238,0.007412002186803482,0.07970096300050684,0.8921985815602836,0.8616435843345868,0.9856831124594178,0.08372934101518147,0.002786071743975777,0.017327975891511804,0.5207547169811321,0.7613365155131265,0.9654418857005064,endpoint,2025,config,60,20.0,2,2,haversine,10.0,True,True,2.0,True,30.0,15000.0,10.0,110.0,endpoint,trend
95116,0.9163547668110518,0.8855397619748517,0.8768012849931162,0.7928741882249581,0.8034610370494975,0.7021216199167333,2.0,76422,10738,54946.0,66783,17446,31891.0,0.08297237057908238,0.0,0.0,0.0,0.9621434467577731,0.9106313004933152,0.08372934101518147,0.0,0.0,0.0,0.9115338718560676,0.840651041011052,nearest,2025,config,60,20.0,2,2,haversine,10.0,True,True,2.0,True,30.0,15000.0,10.0,110.0,endpoint,trend
95116,0.7995920770427688,0.6757012490012195,0.9822888999921109,0.9830869768165551,0.7854304218007485,0.6642730981117793,2.0,74707,1347,72013.0,63183,1087,61009.0,0.08297237057908238,0.007401488708524328,0.07957425240750127,0.8920454545454546,0.8615633311932496,0.9857616202477745,0.08372934101518147,0.004447201312082089,0.026745354093420392,0.5035460992907801,0.7348081512759317,0.9832916926920675,shipped,2025,config,60,20.0,2,2,haversine,10.0,True,True,2.0,True,30.0,15000.0,10.0,110.0,endpoint,trend
