adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,fl_cap,k,legacy,margin,n_ground_truth,penalty_nm,radius_nm,stage,stage2_role
0.9877255296410385,62847,0.6689515959460027,0.08297237057908238,0.9887044757335012,0.7287558470145832,0.0,0.0,0.6607405694099836,0.0,61285.0,781,0.9791038618982643,61709,0.6626224820219522,0.08372934101518147,0.9794768420050157,0.7228979254635579,0.0,0.0,0.6487762311283065,0.0,59075.0,1317,40,2.0,True,4,95116,0.0,30.0,0,
0.9957094392336859,59874,0.6321964758820808,0.08297237057908238,0.9967039552536956,0.688709529487297,0.0,0.0,0.6294839984860592,0.0,59358.0,258,0.9887194311536417,59513,0.6328272845788301,0.08372934101518147,0.9890644995097306,0.6904144483201763,0.0,0.0,0.6256886328272846,0.0,58155.0,679,25,2.0,,0,95116,10.0,5.0,1,
0.9950520530659007,59929,0.6331952563186004,0.08297237057908238,0.9960940097068014,0.689764285059158,0.0,0.0,0.6300622397914126,0.0,59333.0,298,0.9876445250510089,60991,0.6492493376508685,0.08372934101518147,0.98807653052959,0.7082683128327519,0.0,0.0,0.641227553723874,0.0,59465.0,763,25,2.0,,0,95116,10.0,10.0,1,
0.9946060777056744,59928,0.6334686067538584,0.08297237057908238,0.9956471174613724,0.6900623681555536,0.0,0.0,0.6300517263131334,0.0,59278.0,325,0.9865116203845967,60997,0.6500588754783633,0.08372934101518147,0.9869425927124458,0.7091518266935928,0.0,0.0,0.641290634593549,0.0,59329.0,834,25,2.0,,0,95116,10.0,15.0,1,
0.9941770765938387,59928,0.6337419571891164,0.08297237057908238,0.9952172180151455,0.690360451251949,0.0,0.0,0.6300517263131334,0.0,59226.0,351,0.9861609596792447,60998,0.6503006854787838,0.08372934101518147,0.9866075761006696,0.7094042592252616,0.0,0.0,0.641301148071828,0.0,59286.0,856,25,2.0,,0,95116,10.0,20.0,1,
0.9933201836535115,59928,0.6342886580596324,0.08297237057908238,0.9943585318908874,0.69095661744474,0.0,0.0,0.6300517263131334,0.0,59122.0,403,0.9857789269553976,61000,0.6505740359140418,0.08372934101518147,0.9862251826941731,0.7097025885808702,0.0,0.0,0.6413221750283864,0.0,59240.0,880,25,2.0,,0,95116,10.0,30.0,1,
0.9928266127696233,59929,0.6346145758862862,0.08297237057908238,0.9938639115076535,0.6913120242135192,0.0,0.0,0.6300622397914126,0.0,59063.0,433,0.9854608897935446,61002,0.6508053324361832,0.08372934101518147,0.9859068429388758,0.709955021112539,0.0,0.0,0.6413432019849447,0.0,59202.0,900,25,2.0,,0,95116,10.0,40.0,1,
0.9908240195754249,59929,0.635897220236343,0.08297237057908238,0.9918571357640555,0.6927107218196826,0.0,0.0,0.6300622397914126,0.0,58819.0,555,0.9848091048510775,61004,0.6512574120021868,0.08372934101518147,0.9852544535426458,0.7104484119698917,0.0,0.0,0.641364228941503,0.0,59122.0,941,25,2.0,,0,95116,10.0,60.0,1,
0.9861609346717131,59929,0.638904075024181,0.08297237057908238,0.9872981878088962,0.6959093827386957,0.0,0.0,0.6300622397914126,0.0,58247.0,841,0.9842693728723318,61006,0.6516358972202363,0.08372934101518147,0.9847460089425514,0.7108385349733798,0.0,0.0,0.6413852558980613,0.0,59056.0,975,25,2.0,,0,95116,10.0,80.0,1,
0.9958011981518244,56682,0.5984376971277178,0.08297237057908238,0.9968519723536343,0.6518962670824544,0.0,0.0,0.595924975819,0.0,56204.0,239,0.989242821587853,59223,0.629410404138105,0.08372934101518147,0.9895734122011128,0.6866968055810538,0.0,0.0,0.62263972412633,0.0,57935.0,644,25,2.0,,2,95116,10.0,5.0,1,
