n_ground_truth,adep_coverage,ades_coverage,adep_accuracy,ades_accuracy,adep_overall,ades_overall,k,adep_correct,adep_wrong,adep_score,ades_correct,ades_wrong,ades_score,adep_gt_ooa_share,adep_pred_ooa_share,adep_ooa_recall,adep_ooa_precision,adep_inarea_coverage,adep_inarea_accuracy,ades_gt_ooa_share,ades_pred_ooa_share,ades_ooa_recall,ades_ooa_precision,ades_inarea_coverage,ades_inarea_accuracy,trend_max_fl,trend_radius_nm,trend_smooth_half_window,trend_vote_margin,trend_rank_by,trend_sched_penalty_nm,trend_smooth_before_cut,trend_radius_exact,trend_bearing_tiebreak_nm,trend_ooa,endpoint_radius_nm,endpoint_height_ft,endpoint_sched_penalty_nm,endpoint_candidate_radius_nm,adep_mode,ades_mode,run,period,tracks_table
92799,0.5740148061940322,0.5762346577010529,0.9816212360141173,0.972435202154318,0.56346512354659,0.5603508658498475,2.0,52289,979,50331.0,52000,1474,49052.0,0.07942973523421588,0.0,0.0,0.0,0.6228988153766915,0.9826358220735535,0.07982844642722443,0.0,0.0,0.0,0.6253000901734375,0.9738739582357898,25,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl25_r30,2024,research/tracks_clean
92799,0.6340154527527236,0.6120001293117383,0.9808960500373921,0.972285316852429,0.6219032532678154,0.5950387396415909,2.0,57712,1124,55464.0,55219,1574,52071.0,0.07942973523421588,0.0,0.0,0.0,0.6876082783162429,0.9824824228392435,0.07982844642722443,0.0,0.0,0.0,0.6642503308311181,0.9735195077660831,40,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl40_r30,2024,research/tracks_clean
92799,0.6526363430640416,0.6265369238892661,0.9811604253351827,0.9717587974269891,0.6403409519499133,0.6088427677022382,2.0,59423,1141,57141.0,56500,1642,53216.0,0.07942973523421588,0.0,0.0,0.0,0.7078241326028937,0.9827181319044784,0.07982844642722443,0.0,0.0,0.0,0.6800248269723975,0.9729971757250121,50,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl50_r30,2024,research/tracks_clean
92799,0.6625286910419294,0.6360197846959558,0.98092124524251,0.9711294093727763,0.6498884686257395,0.6176575178611838,2.0,60309,1173,57963.0,57318,1704,53910.0,0.07942973523421588,0.0,0.0,0.0,0.7185466123519221,0.9824872931056953,0.07982844642722443,0.0,0.0,0.0,0.690330362684592,0.9723485105516727,60,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl60_r30,2024,research/tracks_clean
92799,0.6751581374799297,0.6486276791775774,0.9792032432087336,0.9691653375863902,0.6611170378991152,0.6286274636580136,2.0,61351,1303,58745.0,58336,1856,54624.0,0.07942973523421588,0.0,0.0,0.0,0.7322423561361614,0.9807686159158487,0.07982844642722443,0.0,0.0,0.0,0.7040788841915424,0.970293736069991,75,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl75_r30,2024,research/tracks_clean
92799,0.6937251479003006,0.6654597571094516,0.9738571228855026,0.9560514298668912,0.6755891766075065,0.6362137523033653,2.0,62694,1683,59328.0,59040,2714,53612.0,0.07942973523421588,0.0,0.0,0.0,0.7522943297279581,0.9755239858714426,0.07982844642722443,0.0,0.0,0.0,0.7223946317527609,0.9571053399474759,100,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl100_r30,2024,research/tracks_clean
92799,0.7084990139979956,0.6808263020075648,0.9676492060594999,0.9426559037670149,0.6855785083890991,0.6417849330272956,2.0,63621,2127,59367.0,59557,3623,52311.0,0.07942973523421588,0.0,0.0,0.0,0.7683312262958281,0.9692856163444399,0.07982844642722443,0.0,0.0,0.0,0.7390942839409306,0.9436715680060844,125,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl125_r30,2024,research/tracks_clean
92799,0.7218073470619295,0.6895763962973739,0.9591388859859964,0.9306475809476185,0.6923134947574866,0.6417526050927272,2.0,64246,2737,58772.0,59554,4438,50678.0,0.07942973523421588,0.0,0.0,0.0,0.7827059043873204,0.9608315262095266,0.07982844642722443,0.0,0.0,0.0,0.7484395310981251,0.9318416523235801,150,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl150_r30,2024,research/tracks_clean
92799,0.7302880418970032,0.6960096552764578,0.9520436771432788,0.9164253975135085,0.6952661127813877,0.6378409250099678,2.0,64520,3250,58020.0,59191,5398,48395.0,0.07942973523421588,0.0,0.0,0.0,0.7918832232991525,0.9537465446643705,0.07982844642722443,0.0,0.0,0.0,0.755407478539893,0.9176187892411442,175,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl175_r30,2024,research/tracks_clean
92799,0.7366243170723823,0.7002984945958469,0.9420989496474443,0.9024420268669119,0.6939729953986573,0.6319787928749232,2.0,64400,3958,56484.0,58647,6340,45967.0,0.07942973523421588,0.0,0.0,0.0,0.7987545067191085,0.943783340172343,0.07982844642722443,0.0,0.0,0.0,0.7600683912824536,0.9036100026192934,200,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,trend,trend,grid_fl200_r30,2024,research/tracks_clean
