airport,n_truth,n_predicted_here,n_correct,n_assigned,role,recall,count_ratio,run,period
LERS,47,45,45,45,arrivals,0.9574468085106383,0.9574468085106383,trend,2024
LTCC,46,0,0,0,arrivals,0.0,0.0,trend,2024
LIPQ,46,41,40,42,arrivals,0.8695652173913043,0.9130434782608695,trend,2024
EYKA,46,40,40,40,arrivals,0.8695652173913043,0.8695652173913043,trend,2024
GEML,45,22,22,22,departures,0.4888888888888889,0.4888888888888889,trend,2024
DAOO,45,19,19,19,arrivals,0.4222222222222222,0.4222222222222222,trend,2024
GEML,45,18,18,19,arrivals,0.4,0.4222222222222222,trend,2024
ENKB,45,0,0,0,arrivals,0.0,0.0,trend,2024
DAOO,44,20,19,19,departures,0.4318181818181818,0.4318181818181818,trend,2024
ENFL,44,3,0,0,departures,0.0,0.0,trend,2024
LIPQ,44,41,41,42,departures,0.9318181818181818,0.9545454545454546,trend,2024
UWKD,43,9,0,0,departures,0.0,0.0,trend,2024
EGFF,43,39,39,41,departures,0.9069767441860465,0.9534883720930233,trend,2024
ENFL,43,2,0,0,arrivals,0.0,0.0,trend,2024
EGFF,43,38,38,39,arrivals,0.8837209302325582,0.9069767441860465,trend,2024
LTCI,42,0,0,0,departures,0.0,0.0,trend,2024
LEJR,42,38,36,36,arrivals,0.8571428571428571,0.8571428571428571,trend,2024
EDLP,42,33,32,34,arrivals,0.7619047619047619,0.8095238095238095,trend,2024
LFKF,42,17,15,15,arrivals,0.35714285714285715,0.35714285714285715,trend,2024
LTCC,41,0,0,0,departures,0.0,0.0,trend,2024
EDLP,41,34,34,34,departures,0.8292682926829268,0.8292682926829268,trend,2024
LFKF,41,15,15,16,departures,0.36585365853658536,0.3902439024390244,trend,2024
LTCI,41,0,0,0,arrivals,0.0,0.0,trend,2024
ENEV,41,0,0,0,arrivals,0.0,0.0,trend,2024
LIPY,41,14,13,13,arrivals,0.3170731707317073,0.3170731707317073,trend,2024
LEJR,40,1,0,0,departures,0.0,0.0,trend,2024
LEXJ,40,0,0,0,departures,0.0,0.0,trend,2024
ENEV,40,1,0,0,departures,0.0,0.0,trend,2024
ESPA,40,1,0,0,departures,0.0,0.0,trend,2024
LFRN,40,27,26,26,departures,0.65,0.65,trend,2024
LIPY,40,7,3,3,departures,0.075,0.075,trend,2024
LECO,40,38,38,39,departures,0.95,0.975,trend,2024
LICT,40,2,2,2,arrivals,0.05,0.05,trend,2024
LFMD,39,26,18,19,departures,0.46153846153846156,0.48717948717948717,trend,2024
LFTH,39,7,3,14,departures,0.07692307692307693,0.358974358974359,trend,2024
LEGR,39,0,0,0,departures,0.0,0.0,trend,2024
LICT,39,0,0,0,departures,0.0,0.0,trend,2024
ESNU,39,0,0,0,departures,0.0,0.0,trend,2024
LEXJ,39,1,1,1,arrivals,0.02564102564102564,0.02564102564102564,trend,2024
ESNU,39,0,0,0,arrivals,0.0,0.0,trend,2024
LEAM,39,31,30,30,arrivals,0.7692307692307693,0.7692307692307693,trend,2024
ESPA,39,1,0,0,arrivals,0.0,0.0,trend,2024
LFRN,39,34,33,34,arrivals,0.8461538461538461,0.8717948717948718,trend,2024
LTFH,38,8,8,8,departures,0.21052631578947367,0.21052631578947367,trend,2024
UMMS,38,30,30,30,departures,0.7894736842105263,0.7894736842105263,trend,2024
LGMT,38,34,34,35,departures,0.8947368421052632,0.9210526315789473,trend,2024
LEAM,38,33,33,33,departures,0.868421052631579,0.868421052631579,trend,2024
BIRK,38,26,26,26,departures,0.6842105263157895,0.6842105263157895,trend,2024
LTFH,38,11,11,11,arrivals,0.2894736842105263,0.2894736842105263,trend,2024
LEGR,38,0,0,0,arrivals,0.0,0.0,trend,2024
LGMT,38,33,33,33,arrivals,0.868421052631579,0.868421052631579,trend,2024
LECO,38,35,35,38,arrivals,0.9210526315789473,1.0,trend,2024
LIRZ,37,5,0,0,departures,0.0,0.0,trend,2024
URMM,37,30,30,31,departures,0.8108108108108109,0.8378378378378378,trend,2024
ENHD,37,9,9,9,departures,0.24324324324324326,0.24324324324324326,trend,2024
UWKD,37,10,0,0,arrivals,0.0,0.0,trend,2024
LFTH,37,24,18,27,arrivals,0.4864864864864865,0.7297297297297297,trend,2024
UMMS,37,3,0,0,arrivals,0.0,0.0,trend,2024
LIRZ,37,3,1,1,arrivals,0.02702702702702703,0.02702702702702703,trend,2024
EKAH,37,34,33,33,arrivals,0.8918918918918919,0.8918918918918919,trend,2024
LEMI,36,33,33,33,departures,0.9166666666666666,0.9166666666666666,trend,2024
EBAW,36,30,28,30,departures,0.7777777777777778,0.8333333333333334,trend,2024
EKAH,36,27,27,29,departures,0.75,0.8055555555555556,trend,2024
LEMI,36,34,33,33,arrivals,0.9166666666666666,0.9166666666666666,trend,2024
LOWL,35,27,24,26,departures,0.6857142857142857,0.7428571428571429,trend,2024
ORER,35,0,0,0,departures,0.0,0.0,trend,2024
EGHQ,35,25,25,25,departures,0.7142857142857143,0.7142857142857143,trend,2024
URMM,35,20,20,20,arrivals,0.5714285714285714,0.5714285714285714,trend,2024
ENHD,35,21,21,22,arrivals,0.6,0.6285714285714286,trend,2024
UGKO,34,30,30,30,departures,0.8823529411764706,0.8823529411764706,trend,2024
LEZG,34,31,30,30,departures,0.8823529411764706,0.8823529411764706,trend,2024
EGTE,34,25,25,27,departures,0.7352941176470589,0.7941176470588235,trend,2024
LDPL,34,33,31,34,arrivals,0.9117647058823529,1.0,trend,2024
ORER,34,0,0,0,arrivals,0.0,0.0,trend,2024
LEVX,33,21,21,21,departures,0.6363636363636364,0.6363636363636364,trend,2024
LGPZ,33,0,0,0,departures,0.0,0.0,trend,2024
EDMO,33,26,21,23,departures,0.6363636363636364,0.696969696969697,trend,2024
LZKZ,33,22,22,22,departures,0.6666666666666666,0.6666666666666666,trend,2024
UGSB,33,17,17,17,arrivals,0.5151515151515151,0.5151515151515151,trend,2024
LEVX,33,1,1,1,arrivals,0.030303030303030304,0.030303030303030304,trend,2024
ESSV,33,25,25,25,arrivals,0.7575757575757576,0.7575757575757576,trend,2024
UGKO,33,13,13,13,arrivals,0.3939393939393939,0.3939393939393939,trend,2024
LGPZ,33,2,0,0,arrivals,0.0,0.0,trend,2024
BIRK,33,22,22,23,arrivals,0.6666666666666666,0.696969696969697,trend,2024
LZKZ,33,19,19,19,arrivals,0.5757575757575758,0.5757575757575758,trend,2024
UGSB,32,26,26,26,departures,0.8125,0.8125,trend,2024
ESSV,32,28,28,28,departures,0.875,0.875,trend,2024
ENAT,32,12,0,0,departures,0.0,0.0,trend,2024
GMMW,32,12,12,12,departures,0.375,0.375,trend,2024
LTFG,32,28,28,28,arrivals,0.875,0.875,trend,2024
EGTE,32,24,24,24,arrivals,0.75,0.75,trend,2024
GMMW,32,15,14,14,arrivals,0.4375,0.4375,trend,2024
LGSK,31,4,4,4,departures,0.12903225806451613,0.12903225806451613,trend,2024
LDPL,31,29,29,32,departures,0.9354838709677419,1.032258064516129,trend,2024
EGPK,31,7,5,6,departures,0.16129032258064516,0.1935483870967742,trend,2024
LGSK,31,19,19,19,arrivals,0.6129032258064516,0.6129032258064516,trend,2024
LOWL,31,24,23,26,arrivals,0.7419354838709677,0.8387096774193549,trend,2024
GMFO,31,4,4,4,arrivals,0.12903225806451613,0.12903225806451613,trend,2024
LEZG,31,31,30,30,arrivals,0.967741935483871,0.967741935483871,trend,2024
EGSH,31,25,25,25,arrivals,0.8064516129032258,0.8064516129032258,trend,2024
LTFG,30,26,26,26,departures,0.8666666666666667,0.8666666666666667,trend,2024
EGWU,30,27,1,3,departures,0.03333333333333333,0.1,trend,2024
LGSM,30,3,3,3,departures,0.1,0.1,trend,2024
EKEB,30,11,11,11,departures,0.36666666666666664,0.36666666666666664,trend,2024
ORBI,30,0,0,0,departures,0.0,0.0,trend,2024
ENAT,30,11,0,0,arrivals,0.0,0.0,trend,2024
EGWU,30,25,0,0,arrivals,0.0,0.0,trend,2024
EGPK,30,24,22,22,arrivals,0.7333333333333333,0.7333333333333333,trend,2024
EGHQ,30,21,20,20,arrivals,0.6666666666666666,0.6666666666666666,trend,2024
LGSM,30,15,15,15,arrivals,0.5,0.5,trend,2024
ORBI,30,0,0,0,arrivals,0.0,0.0,trend,2024
ENOV,29,0,0,0,departures,0.0,0.0,trend,2024
EIKN,29,25,25,25,departures,0.8620689655172413,0.8620689655172413,trend,2024
EGSH,29,25,25,25,departures,0.8620689655172413,0.8620689655172413,trend,2024
EGPA,29,1,0,0,departures,0.0,0.0,trend,2024
EIKN,29,26,26,27,arrivals,0.896551724137931,0.9310344827586207,trend,2024
LTAN,29,0,0,0,arrivals,0.0,0.0,trend,2024
LOWI,29,23,22,23,arrivals,0.7586206896551724,0.7931034482758621,trend,2024
UBBN,29,1,0,0,arrivals,0.0,0.0,trend,2024
EKEB,29,11,11,11,arrivals,0.3793103448275862,0.3793103448275862,trend,2024
HLLM,29,3,1,1,arrivals,0.034482758620689655,0.034482758620689655,trend,2024
GMFO,28,1,1,1,departures,0.03571428571428571,0.03571428571428571,trend,2024
DABC,28,0,0,0,departures,0.0,0.0,trend,2024
LIBP,28,23,23,23,departures,0.8214285714285714,0.8214285714285714,trend,2024
LGNX,28,0,0,0,departures,0.0,0.0,trend,2024
LTAN,28,0,0,0,departures,0.0,0.0,trend,2024
HLLM,28,1,0,0,departures,0.0,0.0,trend,2024
ENOV,28,0,0,0,arrivals,0.0,0.0,trend,2024
DABC,28,1,0,0,arrivals,0.0,0.0,trend,2024
EBAW,28,23,20,21,arrivals,0.7142857142857143,0.75,trend,2024
EFOU,28,0,0,0,arrivals,0.0,0.0,trend,2024
LTFO,28,15,15,15,arrivals,0.5357142857142857,0.5357142857142857,trend,2024
EGPA,28,1,0,0,arrivals,0.0,0.0,trend,2024
ENSG,27,8,0,0,departures,0.0,0.0,trend,2024
EFOU,27,0,0,0,departures,0.0,0.0,trend,2024
LFLC,27,23,23,24,departures,0.8518518518518519,0.8888888888888888,trend,2024
UBBN,27,0,0,0,departures,0.0,0.0,trend,2024
LTCB,27,11,11,11,arrivals,0.4074074074074074,0.4074074074074074,trend,2024
LGNX,27,0,0,0,arrivals,0.0,0.0,trend,2024
LESO,27,8,5,5,arrivals,0.18518518518518517,0.18518518518518517,trend,2024
LGHI,26,10,7,7,departures,0.2692307692307692,0.2692307692307692,trend,2024
LTCB,26,6,6,6,departures,0.23076923076923078,0.23076923076923078,trend,2024
LESO,26,0,0,0,departures,0.0,0.0,trend,2024
URML,26,12,0,0,departures,0.0,0.0,trend,2024
ENLK,26,3,0,0,departures,0.0,0.0,trend,2024
LTFO,26,12,12,12,departures,0.46153846153846156,0.46153846153846156,trend,2024
LFBT,26,19,19,19,departures,0.7307692307692307,0.7307692307692307,trend,2024
ENSG,26,10,0,0,arrivals,0.0,0.0,trend,2024
LIBP,26,21,21,21,arrivals,0.8076923076923077,0.8076923076923077,trend,2024
URML,26,11,0,0,arrivals,0.0,0.0,trend,2024
ENBN,26,6,0,0,arrivals,0.0,0.0,trend,2024
EDDR,25,17,16,19,departures,0.64,0.76,trend,2024
EPSC,25,2,1,1,departures,0.04,0.04,trend,2024
ENBN,25,6,0,0,departures,0.0,0.0,trend,2024
EDDR,25,18,16,16,arrivals,0.64,0.64,trend,2024
LGHI,25,2,2,2,arrivals,0.08,0.08,trend,2024
EPSC,25,16,14,14,arrivals,0.56,0.56,trend,2024
ENLK,25,0,0,0,arrivals,0.0,0.0,trend,2024
LTAZ,25,3,0,0,arrivals,0.0,0.0,trend,2024
EKVG,24,0,0,0,departures,0.0,0.0,trend,2024
LRSB,24,0,0,0,departures,0.0,0.0,trend,2024
LFBP,24,15,14,14,departures,0.5833333333333334,0.5833333333333334,trend,2024
LTCS,24,0,0,0,departures,0.0,0.0,trend,2024
ENSK,24,5,0,0,departures,0.0,0.0,trend,2024
EGPO,24,1,0,0,departures,0.0,0.0,trend,2024
LTAZ,24,1,0,0,departures,0.0,0.0,trend,2024
LRSB,24,8,7,7,arrivals,0.2916666666666667,0.2916666666666667,trend,2024
LFBP,24,19,17,17,arrivals,0.7083333333333334,0.7083333333333334,trend,2024
ENSK,24,6,0,0,arrivals,0.0,0.0,trend,2024
LFLC,24,20,19,20,arrivals,0.7916666666666666,0.8333333333333334,trend,2024
BIAR,24,1,0,0,arrivals,0.0,0.0,trend,2024
LPCS,23,19,15,18,departures,0.6521739130434783,0.782608695652174,trend,2024
LGKP,23,1,0,0,departures,0.0,0.0,trend,2024
LFMP,23,18,17,18,departures,0.7391304347826086,0.782608695652174,trend,2024
LTCA,23,0,0,0,departures,0.0,0.0,trend,2024
LGKL,23,2,0,0,arrivals,0.0,0.0,trend,2024
LGKP,23,1,0,0,arrivals,0.0,0.0,trend,2024
LTCS,23,0,0,0,arrivals,0.0,0.0,trend,2024
ENRA,23,9,0,0,arrivals,0.0,0.0,trend,2024
EGPO,23,1,0,0,arrivals,0.0,0.0,trend,2024
LTCE,23,0,0,0,arrivals,0.0,0.0,trend,2024
LFBT,23,18,17,18,arrivals,0.7391304347826086,0.782608695652174,trend,2024
LFRK,22,7,3,3,departures,0.13636363636363635,0.13636363636363635,trend,2024
EKRN,22,9,9,9,departures,0.4090909090909091,0.4090909090909091,trend,2024
LGKL,22,1,0,0,departures,0.0,0.0,trend,2024
EFTU,22,15,14,14,departures,0.6363636363636364,0.6363636363636364,trend,2024
LOWI,22,20,18,21,departures,0.8181818181818182,0.9545454545454546,trend,2024
GCHI,22,0,0,0,departures,0.0,0.0,trend,2024
LTCE,22,0,0,0,departures,0.0,0.0,trend,2024
LIPO,22,15,15,18,arrivals,0.6818181818181818,0.8181818181818182,trend,2024
EFTU,22,14,14,14,arrivals,0.6363636363636364,0.6363636363636364,trend,2024
EKVG,22,0,0,0,arrivals,0.0,0.0,trend,2024
EDMO,22,19,13,14,arrivals,0.5909090909090909,0.6363636363636364,trend,2024
LFMP,22,21,21,21,arrivals,0.9545454545454546,0.9545454545454546,trend,2024
LTCA,22,0,0,0,arrivals,0.0,0.0,trend,2024
GCHI,22,0,0,0,arrivals,0.0,0.0,trend,2024
LIPO,21,15,15,16,departures,0.7142857142857143,0.7619047619047619,trend,2024
ENRA,21,9,0,0,departures,0.0,0.0,trend,2024
LGML,21,0,0,0,departures,0.0,0.0,trend,2024
LRSV,21,0,0,0,departures,0.0,0.0,trend,2024
EGNJ,21,9,8,10,departures,0.38095238095238093,0.47619047619047616,trend,2024
EGNV,21,11,10,10,departures,0.47619047619047616,0.47619047619047616,trend,2024
EHBK,21,17,17,17,departures,0.8095238095238095,0.8095238095238095,trend,2024
LFRK,21,18,14,15,arrivals,0.6666666666666666,0.7142857142857143,trend,2024
EKRN,21,14,13,13,arrivals,0.6190476190476191,0.6190476190476191,trend,2024
ENVD,21,4,0,0,arrivals,0.0,0.0,trend,2024
ENML,21,1,0,0,arrivals,0.0,0.0,trend,2024
EHBK,21,15,14,14,arrivals,0.6666666666666666,0.6666666666666666,trend,2024
ENVD,20,5,0,0,departures,0.0,0.0,trend,2024
LICR,20,0,0,0,departures,0.0,0.0,trend,2024
LIPB,20,8,6,7,departures,0.3,0.35,trend,2024
EBOS,20,16,15,15,departures,0.75,0.75,trend,2024
EIKY,20,18,18,18,departures,0.9,0.9,trend,2024
BIAR,20,0,0,0,departures,0.0,0.0,trend,2024
LPCS,20,14,12,20,arrivals,0.6,1.0,trend,2024
LICR,20,0,0,0,arrivals,0.0,0.0,trend,2024
LGML,20,0,0,0,arrivals,0.0,0.0,trend,2024
EBOS,20,18,17,20,arrivals,0.85,1.0,trend,2024
LRSV,20,1,0,0,arrivals,0.0,0.0,trend,2024
EGNJ,20,7,7,8,arrivals,0.35,0.4,trend,2024
EGNV,20,11,11,13,arrivals,0.55,0.65,trend,2024
LSZR,20,13,11,15,arrivals,0.55,0.75,trend,2024
LTAT,19,0,0,0,departures,0.0,0.0,trend,2024
EDXW,19,17,17,18,departures,0.8947368421052632,0.9473684210526315,trend,2024
LLER,19,0,0,0,departures,0.0,0.0,trend,2024
ENML,19,0,0,0,departures,0.0,0.0,trend,2024
EDHI,19,15,0,2,departures,0.0,0.10526315789473684,trend,2024
GMML,19,0,0,0,departures,0.0,0.0,trend,2024
EPLB,19,17,17,17,departures,0.8947368421052632,0.8947368421052632,trend,2024
LTAT,19,0,0,0,arrivals,0.0,0.0,trend,2024
GMTN,19,19,19,19,arrivals,1.0,1.0,trend,2024
LTCR,19,0,0,0,arrivals,0.0,0.0,trend,2024
EPLB,19,17,17,19,arrivals,0.8947368421052632,1.0,trend,2024
LFKC,19,12,12,16,arrivals,0.631578947368421,0.8421052631578947,trend,2024
GMTN,18,18,18,18,departures,1.0,1.0,trend,2024
ENKR,18,4,0,0,departures,0.0,0.0,trend,2024
LSGS,18,2,0,0,departures,0.0,0.0,trend,2024
LTCR,18,0,0,0,departures,0.0,0.0,trend,2024
ENSH,18,0,0,0,departures,0.0,0.0,trend,2024
EYPA,18,10,10,10,departures,0.5555555555555556,0.5555555555555556,trend,2024
LIPR,18,12,11,11,departures,0.6111111111111112,0.6111111111111112,trend,2024
LSZR,18,13,12,13,departures,0.6666666666666666,0.7222222222222222,trend,2024
LFKC,18,9,9,9,departures,0.5,0.5,trend,2024
ENKR,18,4,0,0,arrivals,0.0,0.0,trend,2024
LRBC,18,2,1,1,arrivals,0.05555555555555555,0.05555555555555555,trend,2024
EPBY,18,17,17,17,arrivals,0.9444444444444444,0.9444444444444444,trend,2024
LSGS,18,4,0,1,arrivals,0.0,0.05555555555555555,trend,2024
LIPB,18,12,10,10,arrivals,0.5555555555555556,0.5555555555555556,trend,2024
EYPA,18,11,11,11,arrivals,0.6111111111111112,0.6111111111111112,trend,2024
LSZB,18,15,13,23,arrivals,0.7222222222222222,1.2777777777777777,trend,2024
EIKY,18,16,16,16,arrivals,0.8888888888888888,0.8888888888888888,trend,2024
LFTZ,18,13,0,0,arrivals,0.0,0.0,trend,2024
HLLB,18,0,0,0,arrivals,0.0,0.0,trend,2024
ESGJ,18,5,3,4,arrivals,0.16666666666666666,0.2222222222222222,trend,2024
LRBC,17,1,0,0,departures,0.0,0.0,trend,2024
EGMC,17,16,16,18,departures,0.9411764705882353,1.0588235294117647,trend,2024
LFMK,17,14,14,14,departures,0.8235294117647058,0.8235294117647058,trend,2024
EGTK,17,14,12,12,departures,0.7058823529411765,0.7058823529411765,trend,2024
LICG,17,1,0,0,departures,0.0,0.0,trend,2024
LSZA,17,12,10,15,departures,0.5882352941176471,0.8823529411764706,trend,2024
ESTA,17,12,11,11,departures,0.6470588235294118,0.6470588235294118,trend,2024
EDVE,17,11,10,16,departures,0.5882352941176471,0.9411764705882353,trend,2024
LXGB,17,17,16,16,departures,0.9411764705882353,0.9411764705882353,trend,2024
ESGJ,17,3,0,0,departures,0.0,0.0,trend,2024
EGMC,17,15,15,31,arrivals,0.8823529411764706,1.8235294117647058,trend,2024
ENSH,17,0,0,0,arrivals,0.0,0.0,trend,2024
LFMK,17,17,17,17,arrivals,1.0,1.0,trend,2024
LFRZ,17,13,11,12,arrivals,0.6470588235294118,0.7058823529411765,trend,2024
GMML,17,0,0,0,arrivals,0.0,0.0,trend,2024
LIPR,17,13,12,15,arrivals,0.7058823529411765,0.8823529411764706,trend,2024
LXGB,17,16,16,17,arrivals,0.9411764705882353,1.0,trend,2024
LFBL,16,0,0,0,departures,0.0,0.0,trend,2024
EPLL,16,4,2,2,departures,0.125,0.125,trend,2024
LTCF,16,0,0,0,departures,0.0,0.0,trend,2024
LFRZ,16,12,11,14,departures,0.6875,0.875,trend,2024
ENMS,16,2,0,0,departures,0.0,0.0,trend,2024
LICD,16,0,0,0,departures,0.0,0.0,trend,2024
EDXW,16,13,13,13,arrivals,0.8125,0.8125,trend,2024
LFBL,16,0,0,0,arrivals,0.0,0.0,trend,2024
EBKT,16,12,9,11,arrivals,0.5625,0.6875,trend,2024
LTCF,16,0,0,0,arrivals,0.0,0.0,trend,2024
LICG,16,1,0,0,arrivals,0.0,0.0,trend,2024
EDHI,16,13,0,0,arrivals,0.0,0.0,trend,2024
ESTA,16,14,14,15,arrivals,0.875,0.9375,trend,2024
LICD,16,0,0,0,arrivals,0.0,0.0,trend,2024
LOWK,15,2,0,0,departures,0.0,0.0,trend,2024
LDRI,15,12,12,14,departures,0.8,0.9333333333333333,trend,2024
LQBK,15,1,0,0,departures,0.0,0.0,trend,2024
EPBY,15,15,15,15,departures,1.0,1.0,trend,2024
ENAN,15,2,0,0,departures,0.0,0.0,trend,2024
LFTZ,15,11,0,0,departures,0.0,0.0,trend,2024
LEPP,15,1,1,1,departures,0.06666666666666667,0.06666666666666667,trend,2024
HLLB,15,0,0,0,departures,0.0,0.0,trend,2024
LOWK,15,5,3,4,arrivals,0.2,0.26666666666666666,trend,2024
LFBH,15,7,5,5,arrivals,0.3333333333333333,0.3333333333333333,trend,2024
EPLL,15,14,13,14,arrivals,0.8666666666666667,0.9333333333333333,trend,2024
LIBF,15,3,0,0,arrivals,0.0,0.0,trend,2024
LQBK,15,7,4,4,arrivals,0.26666666666666666,0.26666666666666666,trend,2024
LFRG,15,11,9,14,arrivals,0.6,0.9333333333333333,trend,2024
EGTK,15,13,11,16,arrivals,0.7333333333333333,1.0666666666666667,trend,2024
ENAN,15,3,0,0,arrivals,0.0,0.0,trend,2024
EDVE,15,10,7,9,arrivals,0.4666666666666667,0.6,trend,2024
ENMS,15,6,0,0,arrivals,0.0,0.0,trend,2024
LFLY,14,6,0,0,departures,0.0,0.0,trend,2024
LFBH,14,6,6,6,departures,0.42857142857142855,0.42857142857142855,trend,2024
EFRO,14,0,0,0,departures,0.0,0.0,trend,2024
LTCJ,14,0,0,0,departures,0.0,0.0,trend,2024
EGPN,14,1,1,1,departures,0.07142857142857142,0.07142857142857142,trend,2024
EDFM,14,4,4,11,departures,0.2857142857142857,0.7857142857142857,trend,2024
EBKT,14,9,8,9,departures,0.5714285714285714,0.6428571428571429,trend,2024
EKSB,14,5,5,5,departures,0.35714285714285715,0.35714285714285715,trend,2024
LICB,14,9,9,9,departures,0.6428571428571429,0.6428571428571429,trend,2024
ESNZ,14,9,9,9,departures,0.6428571428571429,0.6428571428571429,trend,2024
LFRG,14,11,10,14,departures,0.7142857142857143,1.0,trend,2024
LPPS,14,5,5,5,departures,0.35714285714285715,0.35714285714285715,trend,2024
ENBL,14,0,0,0,departures,0.0,0.0,trend,2024
EGJA,14,5,5,5,departures,0.35714285714285715,0.35714285714285715,trend,2024
LGAL,14,0,0,0,departures,0.0,0.0,trend,2024
LSZB,14,9,6,10,departures,0.42857142857142855,0.7142857142857143,trend,2024
EGAE,14,0,0,0,departures,0.0,0.0,trend,2024
LIMP,14,1,0,0,departures,0.0,0.0,trend,2024
EFKU,14,12,12,13,departures,0.8571428571428571,0.9285714285714286,trend,2024
EFVA,14,0,0,0,departures,0.0,0.0,trend,2024
LFLY,14,7,0,0,arrivals,0.0,0.0,trend,2024
EFRO,14,1,0,0,arrivals,0.0,0.0,trend,2024
LTCJ,14,0,0,0,arrivals,0.0,0.0,trend,2024
LDRI,14,13,13,15,arrivals,0.9285714285714286,1.0714285714285714,trend,2024
LTAY,14,0,0,0,arrivals,0.0,0.0,trend,2024
LLER,14,0,0,0,arrivals,0.0,0.0,trend,2024
EKSB,14,6,6,7,arrivals,0.42857142857142855,0.5,trend,2024
LICB,14,11,11,13,arrivals,0.7857142857142857,0.9285714285714286,trend,2024
LPPS,14,9,9,9,arrivals,0.6428571428571429,0.6428571428571429,trend,2024
ENBL,14,0,0,0,arrivals,0.0,0.0,trend,2024
LGAL,14,1,1,1,arrivals,0.07142857142857142,0.07142857142857142,trend,2024
EGAE,14,1,1,1,arrivals,0.07142857142857142,0.07142857142857142,trend,2024
LIMP,14,11,9,9,arrivals,0.6428571428571429,0.6428571428571429,trend,2024
EFKU,14,12,12,12,arrivals,0.8571428571428571,0.8571428571428571,trend,2024
LEPP,14,0,0,0,arrivals,0.0,0.0,trend,2024
EFVA,14,0,0,0,arrivals,0.0,0.0,trend,2024
LTCK,13,0,0,0,departures,0.0,0.0,trend,2024
LIBF,13,2,0,0,departures,0.0,0.0,trend,2024
LRBS,13,11,11,18,departures,0.8461538461538461,1.3846153846153846,trend,2024
LGLM,13,2,0,0,departures,0.0,0.0,trend,2024
UUBW,13,4,4,4,arrivals,0.3076923076923077,0.3076923076923077,trend,2024
EDFM,13,3,3,4,arrivals,0.23076923076923078,0.3076923076923077,trend,2024
LTCK,13,0,0,0,arrivals,0.0,0.0,trend,2024
ESNZ,13,9,9,9,arrivals,0.6923076923076923,0.6923076923076923,trend,2024
LSZA,13,11,9,12,arrivals,0.6923076923076923,0.9230769230769231,trend,2024
LFJL,13,12,12,13,arrivals,0.9230769230769231,1.0,trend,2024
LGLM,13,2,0,0,arrivals,0.0,0.0,trend,2024
URMG,12,4,0,0,departures,0.0,0.0,trend,2024
LTAY,12,0,0,0,departures,0.0,0.0,trend,2024
LGKV,12,11,11,11,departures,0.9166666666666666,0.9166666666666666,trend,2024
LHDC,12,0,0,0,departures,0.0,0.0,trend,2024
LFMU,12,5,5,5,departures,0.4166666666666667,0.4166666666666667,trend,2024
ESMT,12,9,9,9,departures,0.75,0.75,trend,2024
LKPD,12,12,12,12,departures,1.0,1.0,trend,2024
LTAR,12,0,0,0,departures,0.0,0.0,trend,2024
GCGM,12,0,0,0,departures,0.0,0.0,trend,2024
EFTP,12,10,10,10,departures,0.8333333333333334,0.8333333333333334,trend,2024
LRCV,12,9,9,10,departures,0.75,0.8333333333333334,trend,2024
LFJL,12,11,11,11,departures,0.9166666666666666,0.9166666666666666,trend,2024
LECH,12,7,7,7,departures,0.5833333333333334,0.5833333333333334,trend,2024
URMG,12,6,0,0,arrivals,0.0,0.0,trend,2024
EGPN,12,7,5,5,arrivals,0.4166666666666667,0.4166666666666667,trend,2024
LFMU,12,8,8,9,arrivals,0.6666666666666666,0.75,trend,2024
EDDE,12,9,9,10,arrivals,0.75,0.8333333333333334,trend,2024
LTAR,12,0,0,0,arrivals,0.0,0.0,trend,2024
GCGM,12,0,0,0,arrivals,0.0,0.0,trend,2024
ENSD,12,0,0,0,arrivals,0.0,0.0,trend,2024
LRBS,12,10,10,11,arrivals,0.8333333333333334,0.9166666666666666,trend,2024
UUBW,11,3,3,3,departures,0.2727272727272727,0.2727272727272727,trend,2024
LPAZ,11,10,10,10,departures,0.9090909090909091,0.9090909090909091,trend,2024
LTCD,11,0,0,0,departures,0.0,0.0,trend,2024
UWGG,11,4,4,4,departures,0.36363636363636365,0.36363636363636365,trend,2024
LTCV,11,0,0,0,departures,0.0,0.0,trend,2024
HESX,11,0,0,0,departures,0.0,0.0,trend,2024
ESNN,11,1,1,1,departures,0.09090909090909091,0.09090909090909091,trend,2024
LZTT,11,1,0,0,departures,0.0,0.0,trend,2024
ESMX,11,11,9,9,departures,0.8181818181818182,0.8181818181818182,trend,2024
ENST,11,3,0,0,departures,0.0,0.0,trend,2024
EFMA,11,2,2,2,departures,0.18181818181818182,0.18181818181818182,trend,2024
EDNY,11,8,7,7,departures,0.6363636363636364,0.6363636363636364,trend,2024
LROD,11,0,0,0,departures,0.0,0.0,trend,2024
ENRM,11,1,0,0,departures,0.0,0.0,trend,2024
ENLE,11,0,0,0,departures,0.0,0.0,trend,2024
ESKN,11,11,11,11,departures,1.0,1.0,trend,2024
LTCT,11,0,0,0,departures,0.0,0.0,trend,2024
ENSD,11,0,0,0,departures,0.0,0.0,trend,2024
LTCP,11,0,0,0,departures,0.0,0.0,trend,2024
ESSL,11,11,10,10,departures,0.9090909090909091,0.9090909090909091,trend,2024
LEBZ,11,9,8,8,departures,0.7272727272727273,0.7272727272727273,trend,2024
LFBE,11,9,8,8,departures,0.7272727272727273,0.7272727272727273,trend,2024
