n_ground_truth,adep_coverage,ades_coverage,adep_accuracy,ades_accuracy,adep_overall,ades_overall,k,adep_correct,adep_wrong,adep_score,ades_correct,ades_wrong,ades_score,adep_gt_ooa_share,adep_pred_ooa_share,adep_ooa_recall,adep_ooa_precision,adep_inarea_coverage,adep_inarea_accuracy,ades_gt_ooa_share,ades_pred_ooa_share,ades_ooa_recall,ades_ooa_precision,ades_inarea_coverage,ades_inarea_accuracy,trend_max_fl,trend_radius_nm,trend_smooth_half_window,trend_vote_margin,trend_rank_by,trend_sched_penalty_nm,trend_smooth_before_cut,trend_radius_exact,trend_bearing_tiebreak_nm,trend_ooa,endpoint_radius_nm,endpoint_height_ft,endpoint_sched_penalty_nm,endpoint_candidate_radius_nm,adep_mode,ades_mode,run,period,tracks_table
95116,0.6872450481517305,0.6806110433575844,0.9882511320523804,0.9786984259387985,0.6791706968333403,0.6661129568106312,2.0,64600,768,63064.0,63358,1379,60600.0,0.08297237057908238,0.0,0.0,0.0,0.7484407961111621,0.9895530161453386,0.08372934101518147,0.0,0.0,0.0,0.7423122819900863,0.979348934986243,40,30.0,2,4,ring,0.0,False,False,0.0,False,40.0,15000.0,10.0,110.0,trend,trend,L00_legacy,2025,osn_tracks
95116,0.6872450481517305,0.6806110433575844,0.9855739811528577,0.9769220075072987,0.6773308381344885,0.6649039068085285,2.0,64425,943,62539.0,63243,1494,60255.0,0.08297237057908238,0.0,0.0,0.0,0.7484407961111621,0.9868723384700223,0.08372934101518147,0.0,0.0,0.0,0.7423122819900863,0.9775713358271246,40,30.0,2,4,haversine,0.0,False,False,0.0,False,40.0,15000.0,10.0,110.0,trend,trend,L01_exact_rank,2025,osn_tracks
95116,0.6873712098910804,0.6806110433575844,0.9853777913735087,0.9769220075072987,0.6773203246562093,0.6649039068085285,2.0,64424,956,62512.0,63243,1494,60255.0,0.08297237057908238,0.0,0.0,0.0,0.7485439787214528,0.9867209875786862,0.08372934101518147,0.0,0.0,0.0,0.7423122819900863,0.9775713358271246,40,30.0,2,4,haversine,0.0,False,True,0.0,False,40.0,15000.0,10.0,110.0,trend,trend,L02_exact_radius,2025,osn_tracks
95116,0.6885171790235082,0.6798015055300896,0.9858754905403961,0.9770646458397773,0.6787922116152908,0.6642100172421044,2.0,64564,925,62714.0,63177,1483,60211.0,0.08297237057908238,0.0,0.0,0.0,0.7498509584518023,0.9871416558367098,0.08372934101518147,0.0,0.0,0.0,0.7414287681292454,0.9777148428432146,40,30.0,2,4,haversine,0.0,True,True,0.0,False,40.0,15000.0,10.0,110.0,trend,trend,L03_smooth_first,2025,osn_tracks
95116,0.6885171790235082,0.6798015055300896,0.9901968269480371,0.9815032477575008,0.6817675259682914,0.6672273855082216,2.0,64847,642,63563.0,63464,1196,61072.0,0.08297237057908238,0.0,0.0,0.0,0.7498509584518023,0.9914685421603853,0.08372934101518147,0.0,0.0,0.0,0.7414287681292454,0.9821563984709906,40,30.0,2,4,haversine,10.0,True,True,0.0,False,40.0,15000.0,10.0,110.0,trend,trend,L04_penalty,2025,osn_tracks
95116,0.729782581269187,0.6987678203456832,0.9892961074134901,0.9763480982185845,0.7219710669077758,0.6822406324908533,2.0,68671,743,67185.0,64892,1572,61748.0,0.08297237057908238,0.0,0.0,0.0,0.7948271118040906,0.9905233094853451,0.08372934101518147,0.0,0.0,0.0,0.7621856067560124,0.9769066329449312,60,30.0,2,4,haversine,10.0,True,True,0.0,False,40.0,15000.0,10.0,110.0,trend,trend,L05_flcap,2025,osn_tracks
95116,0.7411371378106733,0.7057067160099247,0.9868073878627969,0.9749418985757702,0.7313596030110602,0.6880230455443879,2.0,69564,930,67704.0,65442,1682,62078.0,0.08297237057908238,0.0,0.0,0.0,0.8067733651288637,0.9885462555066079,0.08372934101518147,0.0,0.0,0.0,0.7696438406462273,0.975639573021647,60,30.0,2,0,haversine,10.0,True,True,0.0,False,40.0,15000.0,10.0,110.0,trend,trend,L06_margin,2025,osn_tracks
95116,0.7411371378106733,0.7057067160099247,0.9877294521519562,0.980871223407425,0.7320429790992051,0.6922074098994911,2.0,69629,865,67899.0,65840,1284,63272.0,0.08297237057908238,0.0,0.0,0.0,0.8067733651288637,0.9894699445786557,0.08372934101518147,0.0,0.0,0.0,0.7696438406462273,0.9815731409147832,60,30.0,2,0,haversine,10.0,True,True,2.0,False,40.0,15000.0,10.0,110.0,trend,trend,L07_bearing,2025,osn_tracks
95116,0.8021047983514866,0.6907250094621304,0.980273419579778,0.9821610679005769,0.7862820135413601,0.6784032129189621,2.0,74788,1505,71778.0,64527,1172,62183.0,0.08297237057908238,0.007401488708524328,0.07957425240750127,0.8920454545454546,0.8639594606988902,0.9841025504923167,0.08372934101518147,0.0,0.0,0.0,0.7534881586194235,0.9826247182798319,60,30.0,2,0,haversine,10.0,True,True,2.0,False,40.0,15000.0,10.0,110.0,endpoint,trend,L08_endpoint_departures,2025,osn_tracks
95116,0.7997392657386769,0.6907250094621304,0.9821081137929222,0.9821610679005769,0.7854304218007485,0.6784032129189621,2.0,74707,1361,71985.0,64527,1172,62183.0,0.08297237057908238,0.007401488708524328,0.07957425240750127,0.8920454545454546,0.8615633311932496,0.9857616202477745,0.08372934101518147,0.0,0.0,0.0,0.7534881586194235,0.9826247182798319,60,30.0,2,0,haversine,10.0,True,True,2.0,False,30.0,15000.0,10.0,110.0,endpoint,trend,L09_endpoint_radius,2025,osn_tracks
