accuracy,angle_deg,answered,block_correct,block_flights,correct,ratio,recall_of_recoverable,side,window_min,wrong
0.5287356321839081,1,174,1459,7744,92,1.1219512195121952,0.06305688827964359,departure,2,82
0.5635838150289018,2,346,1459,7744,195,1.2913907284768211,0.13365318711446195,departure,2,151
0.569620253164557,3,474,1459,7744,270,1.3235294117647058,0.1850582590815627,departure,2,204
0.5932475884244373,4,622,1459,7744,369,1.458498023715415,0.2529129540781357,departure,2,253
0.6061827956989247,5,744,1459,7744,451,1.5392491467576792,0.30911583276216587,departure,2,293
0.6033966033966034,7,1001,1459,7744,604,1.521410579345088,0.4139821795750514,departure,2,397
0.5418994413407822,10,1432,1459,7744,776,1.1829268292682926,0.5318711446196025,departure,2,656
0.4898452611218569,15,2068,1459,7744,1013,0.9601895734597157,0.6943111720356409,departure,2,1055
0.46175637393767704,20,2471,1459,7744,1141,0.8578947368421053,0.7820424948594928,departure,2,1330
0.44152572867938106,25,2779,1459,7744,1227,0.7905927835051546,0.8409869773817683,departure,2,1552
0.4153846153846154,30,3055,1459,7744,1269,0.7105263157894737,0.8697738176833447,departure,2,1786
0.3741089250071286,40,3507,1459,7744,1312,0.5977220956719818,0.8992460589444825,departure,2,2195
0.34325295023088764,50,3898,1459,7744,1338,0.52265625,0.9170664838930774,departure,2,2560
0.3087799315849487,60,4385,1459,7744,1354,0.4467172550313428,0.9280328992460589,departure,2,3031
0.24678111587982832,90,5592,1459,7744,1380,0.32763532763532766,0.9458533241946538,departure,2,4212
0.5242718446601942,1,206,1463,7757,108,1.1020408163265305,0.07382091592617908,departure,3,98
0.5310173697270472,2,403,1463,7757,214,1.1322751322751323,0.14627477785372522,departure,3,189
0.5590828924162258,3,567,1463,7757,317,1.268,0.21667805878332194,departure,3,250
0.5708390646492435,4,727,1463,7757,415,1.330128205128205,0.2836637047163363,departure,3,312
0.5751708428246014,5,878,1463,7757,505,1.353887399463807,0.34518113465481887,departure,3,373
0.566722972972973,7,1184,1463,7757,671,1.307992202729045,0.45864661654135336,departure,3,513
0.4899135446685879,10,1735,1463,7757,850,0.96045197740113,0.5809979494190021,departure,3,885
0.4541631623212784,15,2378,1463,7757,1080,0.8320493066255779,0.7382091592617909,departure,3,1298
0.42175909572589193,20,2831,1463,7757,1194,0.7293830177153329,0.8161312371838687,departure,3,1637
0.39974779319041615,25,3172,1463,7757,1268,0.6659663865546218,0.8667122351332878,departure,3,1904
0.375,30,3464,1463,7757,1299,0.6,0.8879015721120984,departure,3,2165
0.3406425293217746,40,3922,1463,7757,1336,0.5166279969064191,0.9131920710868079,departure,3,2586
0.3041329739442947,50,4452,1463,7757,1354,0.4370561652679148,0.9254955570745045,departure,3,3098
0.2699071329776724,60,5061,1463,7757,1366,0.3696887686062246,0.9336978810663021,departure,3,3695
0.22920792079207922,90,6060,1463,7757,1389,0.29736673089274246,0.949419002050581,departure,3,4671
0.4788732394366197,1,284,1463,7764,136,0.918918918918919,0.09295967190704033,departure,5,148
