month,adep_accuracy,adep_coverage,adep_overall,ades_accuracy,ades_coverage,ades_overall,max_endpoint_agl_ft,max_endpoint_dist_nm,n_ground_truth,days,cleaned
2024-06,0.9871474047971673,0.6330132867811076,0.6248774232480954,0.9707796120014459,0.5365790579639866,0.5209000096983804,10000.0,5.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9854046806849617,0.6349529628552032,0.6256856216123019,0.9687000319795331,0.5391437407730687,0.5222685589284367,15000.0,5.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9846234699759265,0.6356318494811366,0.6258580372633326,0.9676165028215916,0.5404045302212308,0.5229043416416125,20000.0,5.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9809409659503351,0.6383366200066811,0.6261705406308258,0.9574484636328277,0.5541007984999838,0.5305229582215326,1000000000.0,5.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9850159756142348,0.2934191101197211,0.2890225110184377,0.9694137117288302,0.3516093923425899,0.3408549661095486,0.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9873904626044426,0.4230217998038772,0.41768769060011424,0.9727258251632128,0.473722777185099,0.4608023793359842,500.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9881459804482897,0.5081628034784857,0.5021390316705999,0.972973533990659,0.5191327492753155,0.5051024256726905,1000.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9886367815246571,0.586062349809804,0.5794027952887424,0.9720841600691511,0.5485296177760536,0.5332169527688876,2000.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9880072604693375,0.6649209581999806,0.6569467343398097,0.9682148831788876,0.5732928156553411,0.5550706365370317,5000.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9874135371592812,0.6823564909104624,0.6737680362934946,0.9664375928677563,0.5801786657183806,0.5607064731300984,8000.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9863026594492822,0.686806969902693,0.6773995409433291,0.964539922552093,0.5843812972122544,0.5636590911539995,10000.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9812237925143655,0.6938652356167632,0.6808370779857541,0.960475031565079,0.5888964320736215,0.565620319184474,15000.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9794894038914363,0.6956109440834491,0.6813435489606569,0.9584169250410359,0.5908468841259066,0.5662776538540286,20000.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9715417812111252,0.7016562678477138,0.6816883802627184,0.9405007675612725,0.6107070119290079,0.5743704134742831,1000000000.0,10.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9846910679540365,0.2935268699016153,0.2890332869966271,0.9682947729220223,0.35211586331749267,0.3409519499132534,0.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9868628748917969,0.42325887132404444,0.4176984665783037,0.9716940412094778,0.47434778392008536,0.46092091509606786,500.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9875598694528038,0.508475306845979,0.5021498076487894,0.9719728850100541,0.5198224118794383,0.5052532893673424,1000.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9879104121116358,0.5865041649155702,0.5794135712669317,0.9709747009217493,0.5494671278785331,0.5335186801581914,2000.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9869686828022183,0.6665050269938254,0.6578195885731527,0.9639522683217442,0.6059440295692842,0.5841011217793295,5000.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9859117697367398,0.6929923813834201,0.6832293451438054,0.9579150379694522,0.625793381394196,0.5994568906992532,8000.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9846264345859376,0.705147684781086,0.6943070507225293,0.9527274577651129,0.635308570135454,0.6052759189215401,10000.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
