month,adep_accuracy,adep_coverage,adep_overall,ades_accuracy,ades_coverage,ades_overall,airport_set,cleaned,days,ladder,max_fl,method,n_ground_truth,radius_nm
2024-06,0.9756585597293562,0.5222407756531107,0.5095286830056558,0.9434033852574777,0.5110799892270401,0.4821545919741449,large_medium,False,"2024-06-05,2024-06-06,2024-06-07",,40.0,M0_current,92825,30.0
2024-06,0.8662863148412281,0.7175329921896041,0.6215890115809318,0.7851429270605509,0.7043684352275787,0.5530298949636413,large_medium,False,"2024-06-05,2024-06-06,2024-06-07",,40.0,M1_traffic,92825,30.0
2024-06,0.9778051787916153,0.23589550228925396,0.23065984379208188,0.9642886496260377,0.26214920549420956,0.25278750336655,large_medium,False,"2024-06-05,2024-06-06,2024-06-07",,40.0,M2_on_ground,92825,30.0
2024-06,0.9703719680778055,0.5494101804470778,0.5331322380824132,0.9492744532262786,0.5152275787772691,0.48909237813089146,large_medium,False,"2024-06-05,2024-06-06,2024-06-07",,40.0,M3_vert_rate,92825,30.0
2024-06,0.7725926747003214,0.6803231887961217,0.5256127120926475,0.7254366465544617,0.6784810126582278,0.4921949905736601,large_medium,False,"2024-06-05,2024-06-06,2024-06-07",,40.0,M5_min_alt,92825,30.0
2024-06,0.8459835500755054,0.7347912739025048,0.621621330460544,0.7530760995497675,0.7345758147050903,0.5531914893617021,large_medium,False,"2024-06-05,2024-06-06,2024-06-07",m1-m0-m3-m2-m5,40.0,M6_cascade,92825,30.0
2024-06,0.9905317101979387,0.5654834365741988,0.5601292755184487,0.9721603808936011,0.48873687045515757,0.47513062213843255,large_medium,False,"2024-06-05,2024-06-06,2024-06-07",,40.0,M7_abstain,92825,30.0
2025-06,0.9749881728613448,0.5110263202152707,0.49824461823074334,0.9565428861444764,0.4970568449377733,0.47545618903464515,large_medium,False,"2025-06-05,2025-06-06,2025-06-07",,40.0,M0_current,95136,30.0
2025-06,0.8699484990488563,0.6796480827447023,0.5912588294651867,0.7830227287036454,0.6678018836192399,0.5229040531449715,large_medium,False,"2025-06-05,2025-06-06,2025-06-07",,40.0,M1_traffic,95136,30.0
2025-06,0.956251700063469,0.23185755129498822,0.22171417759838546,0.9315964740450539,0.2683001177262025,0.24994744365960309,large_medium,False,"2025-06-05,2025-06-06,2025-06-07",,40.0,M2_on_ground,95136,30.0
2025-06,0.9689651790093183,0.5358118903464514,0.5191830642448705,0.9568017791205102,0.5010090817356205,0.4793663807601749,large_medium,False,"2025-06-05,2025-06-06,2025-06-07",,40.0,M3_vert_rate,95136,30.0
2025-06,0.7859556528175586,0.6532332660612177,0.5134123780692903,0.7365990700077499,0.6510258997645476,0.4795450723175244,large_medium,False,"2025-06-05,2025-06-06,2025-06-07",,40.0,M5_min_alt,95136,30.0
2025-06,0.8487363259147491,0.6966342919609821,0.5912588294651867,0.7515442586803196,0.6959825933400605,0.5230617221661621,large_medium,False,"2025-06-05,2025-06-06,2025-06-07",m1-m0-m3-m2-m5,40.0,M6_cascade,95136,30.0
2025-06,0.9902841641495277,0.5463441809619912,0.5410359905819038,0.970078952090436,0.4686343760511268,0.45461234443323245,large_medium,False,"2025-06-05,2025-06-06,2025-06-07",,40.0,M7_abstain,95136,30.0
