month,airport,n_truth,n_predicted_here,n_correct,n_assigned,role,recall,count_ratio,sched_penalty_nm,variant,apt_type,latitude_deg,longitude_deg,in_bbox,in_set,in_scope
2024-06,LIBD,244,3,0,0,arrivals,0.0,0.0,15,default,large_airport,41.138901,16.760599,True,True,True
2024-06,LTBS,243,123,120,120,arrivals,0.4938271604938271,0.4938271604938271,15,default,large_airport,36.7131,28.7925,True,True,True
2024-06,LIBD,242,2,0,0,departures,0.0,0.0,15,default,large_airport,41.138901,16.760599,True,True,True
2024-06,LFPB,239,174,160,167,departures,0.6694560669456067,0.698744769874477,15,default,large_airport,48.962276,2.436539,True,True,True
2024-06,EPGD,238,166,159,159,departures,0.6680672268907563,0.6680672268907563,15,default,large_airport,54.377602,18.4662,True,True,True
2024-06,EPGD,238,117,78,80,arrivals,0.3277310924369748,0.3361344537815126,15,default,large_airport,54.377602,18.4662,True,True,True
2024-06,LEBB,234,145,133,136,departures,0.5683760683760684,0.5811965811965812,15,default,large_airport,43.301102,-2.91061,True,True,True
2024-06,LTBS,233,146,144,144,departures,0.6180257510729614,0.6180257510729614,15,default,large_airport,36.7131,28.7925,True,True,True
2024-06,ESGG,232,219,219,220,departures,0.9439655172413792,0.9482758620689656,15,default,large_airport,57.6628,12.2798,True,True,True
2024-06,ESGG,232,213,212,217,arrivals,0.913793103448276,0.9353448275862069,15,default,large_airport,57.6628,12.2798,True,True,True
2024-06,LEBB,231,135,66,74,arrivals,0.2857142857142857,0.3203463203463203,15,default,large_airport,43.301102,-2.91061,True,True,True
2024-06,EPKT,227,196,195,195,departures,0.8590308370044053,0.8590308370044053,15,default,large_airport,50.476015,19.080705,True,True,True
2024-06,EDDV,227,217,214,217,departures,0.9427312775330396,0.9559471365638766,15,default,large_airport,52.461102,9.68508,True,True,True
2024-06,EPKT,226,190,187,189,arrivals,0.827433628318584,0.8362831858407079,15,default,large_airport,50.476015,19.080705,True,True,True
2024-06,EDDV,226,202,199,207,arrivals,0.8805309734513275,0.915929203539823,15,default,large_airport,52.461102,9.68508,True,True,True
2024-06,HECA,221,45,1,2,arrivals,0.004524886877828,0.0090497737556561,15,default,large_airport,30.111534,31.396694,True,True,True
2024-06,LTFE,217,169,158,166,arrivals,0.728110599078341,0.7649769585253456,15,default,large_airport,37.249314,27.66401,True,True,True
2024-06,HECA,216,10,1,7,departures,0.0046296296296296,0.0324074074074074,15,default,large_airport,30.111534,31.396694,True,True,True
2024-06,LGKR,216,177,170,171,arrivals,0.7870370370370371,0.7916666666666666,15,default,large_airport,39.60145,19.912179,True,True,True
2024-06,LGKR,214,200,200,203,departures,0.9345794392523364,0.9485981308411215,15,default,large_airport,39.60145,19.912179,True,True,True
