bias_s,coverage_pct,det_type,mad_s,milestone,n_detected,n_truth,p90_abs_s,rung,within_10s,within_10s_pct,within_120s,within_120s_pct,within_300s,within_300s_pct,within_30s,within_30s_pct,within_60s,within_60s_pct
,0.0,landing,,AOBT,0,11674,,V00_v3_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,ATOT,0,11675,,V00_v3_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,AIBT,0,11657,,V00_v3_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,ALDT,0,11657,,V00_v3_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,AOBT,0,11674,,V00_v3_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10.0,1.55,take-off,15.0,ATOT,181,11675,40.0,V00_v3_shipped,67,0.57,181,1.55,181,1.55,146,1.25,181,1.55
,0.0,take-off,,AIBT,0,11657,,V00_v3_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ALDT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,AOBT,0,11674,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ATOT,0,11675,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
-65.0,87.59,AIBT,70.0,AIBT,10210,11657,305.0,V01_runway_tiebreak,1287,11.04,6374,54.68,9159,78.57,3188,27.35,4782,41.02
5.0,95.92,ALDT,15.0,ALDT,11181,11657,45.0,V01_runway_tiebreak,4786,41.06,11109,95.3,11122,95.41,8703,74.66,11025,94.58
,0.0,ALDT,,AOBT,0,11674,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,ATOT,0,11675,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,AIBT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,ALDT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62.0,90.13,AOBT,70.0,AOBT,10522,11674,440.0,V01_runway_tiebreak,1038,8.89,6227,53.34,7929,67.92,3038,26.02,4980,42.66
,0.0,AOBT,,ATOT,0,11675,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,AIBT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,ALDT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,AOBT,0,11674,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25.0,89.78,ATOT,25.0,ATOT,10482,11675,60.0,V01_runway_tiebreak,3387,29.01,10416,89.22,10419,89.24,6420,54.99,9707,83.14
,0.0,ATOT,,AIBT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20.0,4.81,landing,20.0,ALDT,561,11657,55.0,V01_runway_tiebreak,132,1.13,558,4.79,558,4.79,380,3.26,526,4.51
,0.0,landing,,AOBT,0,11674,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,ATOT,0,11675,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,AIBT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,ALDT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,AOBT,0,11674,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10.0,1.55,take-off,15.0,ATOT,181,11675,40.0,V01_runway_tiebreak,67,0.57,181,1.55,181,1.55,146,1.25,181,1.55
,0.0,take-off,,AIBT,0,11657,,V01_runway_tiebreak,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ALDT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,AOBT,0,11674,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ATOT,0,11675,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
-65.0,87.59,AIBT,70.0,AIBT,10210,11657,305.0,V02_layout_agl,1287,11.04,6374,54.68,9159,78.57,3188,27.35,4782,41.02
5.0,95.92,ALDT,15.0,ALDT,11181,11657,45.0,V02_layout_agl,4786,41.06,11109,95.3,11122,95.41,8703,74.66,11025,94.58
,0.0,ALDT,,AOBT,0,11674,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,ATOT,0,11675,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,AIBT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,ALDT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62.0,90.13,AOBT,70.0,AOBT,10522,11674,440.0,V02_layout_agl,1038,8.89,6227,53.34,7929,67.92,3038,26.02,4980,42.66
,0.0,AOBT,,ATOT,0,11675,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,AIBT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,ALDT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,AOBT,0,11674,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25.0,89.78,ATOT,25.0,ATOT,10482,11675,60.0,V02_layout_agl,3387,29.01,10416,89.22,10419,89.24,6420,54.99,9707,83.14
,0.0,ATOT,,AIBT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20.0,4.81,landing,20.0,ALDT,561,11657,55.0,V02_layout_agl,132,1.13,558,4.79,558,4.79,380,3.26,526,4.51
,0.0,landing,,AOBT,0,11674,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,ATOT,0,11675,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,AIBT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,ALDT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,AOBT,0,11674,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10.0,1.55,take-off,15.0,ATOT,181,11675,40.0,V02_layout_agl,67,0.57,181,1.55,181,1.55,146,1.25,181,1.55
,0.0,take-off,,AIBT,0,11657,,V02_layout_agl,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ALDT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,AOBT,0,11674,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ATOT,0,11675,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
-65.0,87.59,AIBT,70.0,AIBT,10210,11657,305.0,V03_pru_level,1287,11.04,6374,54.68,9159,78.57,3188,27.35,4782,41.02
5.0,95.92,ALDT,15.0,ALDT,11181,11657,45.0,V03_pru_level,4786,41.06,11109,95.3,11122,95.41,8703,74.66,11025,94.58
,0.0,ALDT,,AOBT,0,11674,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,ATOT,0,11675,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,AIBT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,ALDT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62.0,90.13,AOBT,70.0,AOBT,10522,11674,440.0,V03_pru_level,1038,8.89,6227,53.34,7929,67.92,3038,26.02,4980,42.66
,0.0,AOBT,,ATOT,0,11675,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,AIBT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,ALDT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,AOBT,0,11674,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25.0,89.78,ATOT,25.0,ATOT,10482,11675,60.0,V03_pru_level,3387,29.01,10416,89.22,10419,89.24,6420,54.99,9707,83.14
,0.0,ATOT,,AIBT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20.0,4.81,landing,20.0,ALDT,561,11657,55.0,V03_pru_level,132,1.13,558,4.79,558,4.79,380,3.26,526,4.51
,0.0,landing,,AOBT,0,11674,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,ATOT,0,11675,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,AIBT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,ALDT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,AOBT,0,11674,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10.0,1.55,take-off,15.0,ATOT,181,11675,40.0,V03_pru_level,67,0.57,181,1.55,181,1.55,146,1.25,181,1.55
,0.0,take-off,,AIBT,0,11657,,V03_pru_level,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ALDT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,AOBT,0,11674,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ATOT,0,11675,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
-65.0,87.59,AIBT,70.0,AIBT,10210,11657,305.0,V04_level_geometry,1287,11.04,6374,54.68,9159,78.57,3188,27.35,4782,41.02
5.0,95.92,ALDT,15.0,ALDT,11181,11657,45.0,V04_level_geometry,4786,41.06,11109,95.3,11122,95.41,8703,74.66,11025,94.58
,0.0,ALDT,,AOBT,0,11674,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,ATOT,0,11675,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,AIBT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,ALDT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62.0,90.13,AOBT,70.0,AOBT,10522,11674,440.0,V04_level_geometry,1038,8.89,6227,53.34,7929,67.92,3038,26.02,4980,42.66
,0.0,AOBT,,ATOT,0,11675,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,AIBT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,ALDT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,AOBT,0,11674,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25.0,89.78,ATOT,25.0,ATOT,10482,11675,60.0,V04_level_geometry,3387,29.01,10416,89.22,10419,89.24,6420,54.99,9707,83.14
,0.0,ATOT,,AIBT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20.0,4.81,landing,20.0,ALDT,561,11657,55.0,V04_level_geometry,132,1.13,558,4.79,558,4.79,380,3.26,526,4.51
,0.0,landing,,AOBT,0,11674,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,ATOT,0,11675,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,AIBT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,ALDT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,AOBT,0,11674,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10.0,1.55,take-off,15.0,ATOT,181,11675,40.0,V04_level_geometry,67,0.57,181,1.55,181,1.55,146,1.25,181,1.55
,0.0,take-off,,AIBT,0,11657,,V04_level_geometry,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ALDT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,AOBT,0,11674,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AIBT,,ATOT,0,11675,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
-65.0,87.59,AIBT,70.0,AIBT,10210,11657,305.0,V05_pru_tops,1287,11.04,6374,54.68,9159,78.57,3188,27.35,4782,41.02
5.0,95.92,ALDT,15.0,ALDT,11181,11657,45.0,V05_pru_tops,4786,41.06,11109,95.3,11122,95.41,8703,74.66,11025,94.58
,0.0,ALDT,,AOBT,0,11674,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,ATOT,0,11675,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,AIBT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,ALDT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62.0,90.13,AOBT,70.0,AOBT,10522,11674,440.0,V05_pru_tops,1038,8.89,6227,53.34,7929,67.92,3038,26.02,4980,42.66
,0.0,AOBT,,ATOT,0,11675,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,AOBT,,AIBT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,ALDT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,AOBT,0,11674,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25.0,89.78,ATOT,25.0,ATOT,10482,11675,60.0,V05_pru_tops,3387,29.01,10416,89.22,10419,89.24,6420,54.99,9707,83.14
,0.0,ATOT,,AIBT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20.0,4.81,landing,20.0,ALDT,561,11657,55.0,V05_pru_tops,132,1.13,558,4.79,558,4.79,380,3.26,526,4.51
,0.0,landing,,AOBT,0,11674,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,ATOT,0,11675,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,landing,,AIBT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,ALDT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,take-off,,AOBT,0,11674,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10.0,1.55,take-off,15.0,ATOT,181,11675,40.0,V05_pru_tops,67,0.57,181,1.55,181,1.55,146,1.25,181,1.55
,0.0,take-off,,AIBT,0,11657,,V05_pru_tops,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5.0,95.92,ALDT,15.0,ALDT,11181,11657,45.0,V06_runway_milestones,4786,41.06,11109,95.3,11122,95.41,8703,74.66,11025,94.58
,0.0,ALDT,,AOBT,0,11674,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,ATOT,0,11675,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,AIBT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,ALDT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,AOBT,0,11674,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25.0,89.78,ATOT,25.0,ATOT,10482,11675,60.0,V06_runway_milestones,3387,29.01,10416,89.22,10419,89.24,6420,54.99,9707,83.14
,0.0,ATOT,,AIBT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,airborne,,ALDT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,airborne,,AOBT,0,11674,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
21.857141971588135,76.58,airborne,22.314285039901733,ATOT,8941,11675,57.874999046325684,V06_runway_milestones,2571,22.02,8909,76.31,8911,76.33,5320,45.57,8166,69.94
,0.0,airborne,,AIBT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,off-block,,ALDT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62.0,90.13,off-block,70.0,AOBT,10522,11674,440.0,V06_runway_milestones,1038,8.89,6227,53.34,7929,67.92,3038,26.02,4980,42.66
,0.0,off-block,,ATOT,0,11675,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,off-block,,AIBT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,on-block,,ALDT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,on-block,,AOBT,0,11674,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,on-block,,ATOT,0,11675,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
-65.0,87.59,on-block,70.0,AIBT,10210,11657,305.0,V06_runway_milestones,1287,11.04,6374,54.68,9159,78.57,3188,27.35,4782,41.02
-6.0999979972839355,80.37,touchdown,18.09999990463257,ALDT,9369,11657,40.93333292007446,V06_runway_milestones,2296,19.7,9318,79.93,9326,80.0,7211,61.86,9233,79.21
,0.0,touchdown,,AOBT,0,11674,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,touchdown,,ATOT,0,11675,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,touchdown,,AIBT,0,11657,,V06_runway_milestones,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5.0,95.92,ALDT,15.0,ALDT,11181,11657,45.0,V07_shipped,4786,41.06,11109,95.3,11122,95.41,8703,74.66,11025,94.58
,0.0,ALDT,,AOBT,0,11674,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,ATOT,0,11675,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ALDT,,AIBT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,ALDT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,ATOT,,AOBT,0,11674,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25.0,89.78,ATOT,25.0,ATOT,10482,11675,60.0,V07_shipped,3387,29.01,10416,89.22,10419,89.24,6420,54.99,9707,83.14
,0.0,ATOT,,AIBT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,airborne,,ALDT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,airborne,,AOBT,0,11674,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
21.857141971588135,76.58,airborne,22.314285039901733,ATOT,8941,11675,57.874999046325684,V07_shipped,2571,22.02,8909,76.31,8911,76.33,5320,45.57,8166,69.94
,0.0,airborne,,AIBT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,off-block,,ALDT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62.0,90.13,off-block,70.0,AOBT,10522,11674,440.0,V07_shipped,1038,8.89,6227,53.34,7929,67.92,3038,26.02,4980,42.66
,0.0,off-block,,ATOT,0,11675,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,off-block,,AIBT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,on-block,,ALDT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,on-block,,AOBT,0,11674,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,on-block,,ATOT,0,11675,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
-65.0,87.59,on-block,70.0,AIBT,10210,11657,305.0,V07_shipped,1287,11.04,6374,54.68,9159,78.57,3188,27.35,4782,41.02
-6.0999979972839355,80.37,touchdown,18.09999990463257,ALDT,9369,11657,40.93333292007446,V07_shipped,2296,19.7,9318,79.93,9326,80.0,7211,61.86,9233,79.21
,0.0,touchdown,,AOBT,0,11674,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,touchdown,,ATOT,0,11675,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,0.0,touchdown,,AIBT,0,11657,,V07_shipped,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
